site_id,year,month,region,co2_ppm,enso,temp_c,rainfall_mm,human_disturbance,ndvi,landcover,species_presence
197,2716,6,Tropical,553.56,0.932,22.42,97.22,0.648,0.064,Forest,0
122,2710,3,Mediterranean,550.18,0.271,21.9,144.12,0.043,0.292,Forest,0
198,2016,7,Mediterranean,383.76,1.247,14.16,69.44,0.367,0.224,Grassland,0
128,2660,9,Mediterranean,538.02,0.973,20.31,56.66,0.294,-0.08,Urban,0
76,2589,9,Tropical,523.77,-0.515,20.47,79.86,0.263,0.312,Grassland,0
84,2773,9,Tropical,564.75,-0.955,19.48,109.67,0.269,0.176,Forest,0
97,2091,6,Temperate,401.69,0.992,15.35,97.82,0.482,0.347,Forest,1
148,2045,9,Temperate,389.53,0.937,14.37,59.15,0.652,0.151,Forest,1
108,2575,9,Boreal,516.63,0.503,20.21,110.04,0.366,0.002,Forest,1
29,2685,10,Savanna,545.36,0.547,21.13,84.79,0.384,-0.1,Forest,0
106,2392,3,Boreal,475.52,0.456,17.86,142.41,0.484,0.129,Forest,1
112,2576,1,Mediterranean,519.26,0.817,20.04,105.76,0.27,,Grassland,0
169,2280,10,Savanna,447.48,0.831,18.91,66.51,0.403,-0.084,Urban,0
183,2631,12,Temperate,532.54,0.758,19.08,96.37,0.154,0.121,Grassland,0
132,2211,1,Savanna,431.62,1.097,17.01,121.21,0.112,0.265,Grassland,1
55,2337,12,Tropical,461.17,-0.744,18.71,100.81,0.459,0.278,Forest,1
114,2192,11,Tropical,426.01,-0.359,17.11,72.4,0.13,0.417,Forest,1
53,2554,6,Mediterranean,510.81,-0.778,18.28,94.51,0.15,0.203,Forest,0
85,2573,10,Tropical,517.2,-0.894,18.81,76.71,0.177,0.222,Grassland,0
137,2494,10,Temperate,498.25,-0.382,20.07,76.42,0.263,0.135,Grassland,1
15,2234,8,Temperate,435.43,-0.238,17.86,55.68,0.322,0.161,Forest,1
37,2286,6,Mediterranean,448.88,0.818,15.8,121.66,0.028,0.385,Urban,0
80,2323,5,Mediterranean,457.03,-0.456,16.97,117.44,0.321,0.333,Forest,1
157,2346,6,Mediterranean,464.18,1.06,17.28,68.68,0.193,0.269,Urban,0
66,2005,7,Temperate,381.93,0.67,14.63,104.13,0.235,0.424,Forest,1
66,2655,7,Temperate,537.0,0.613,19.31,103.51,0.251,0.146,Forest,1
16,2051,5,Savanna,393.27,1.272,14.83,106.23,0.252,0.481,Grassland,0
118,2093,3,Tropical,401.03,-0.637,14.76,123.12,0.527,0.508,Forest,0
60,2271,9,Temperate,444.23,0.643,16.19,67.31,0.548,0.083,Forest,0
1,2283,6,Mediterranean,447.76,-0.678,16.9,112.43,0.354,0.21,Urban,0
92,2307,9,Boreal,454.03,0.181,17.26,81.25,0.17,0.152,Forest,0
137,2078,2,Temperate,396.46,-0.695,12.98,114.15,0.191,0.403,Urban,0
4,2550,5,Mediterranean,511.41,0.504,19.61,103.56,0.291,0.239,Grassland,0
172,2214,5,Temperate,431.32,-0.929,14.58,114.99,0.341,0.483,Forest,1
136,2628,1,Savanna,530.92,-0.835,20.99,75.27,0.216,0.062,Grassland,0
124,2527,1,Tropical,505.8,0.452,20.14,95.84,0.128,0.388,Forest,0
22,2051,11,Savanna,392.37,0.702,14.06,95.13,0.004,0.176,Grassland,0
81,2140,2,Tropical,414.47,0.08,15.2,-129.38,0.0,0.607,Urban,0
126,2177,3,Mediterranean,423.27,0.685,15.85,159.07,0.176,0.481,Grassland,0
187,2065,8,Tropical,395.58,1.032,15.43,72.07,0.098,0.473,Urban,0
132,2277,9,Savanna,446.29,-0.029,17.7,78.19,0.196,0.111,Grassland,1
36,2603,1,Boreal,524.68,-0.515,19.8,111.57,0.401,-0.006,Grassland,0
92,2091,1,Boreal,403.17,1.188,14.32,133.02,0.123,0.308,Forest,1
103,2758,8,Temperate,562.09,-1.171,21.0,80.0,0.465,-0.1,Forest,0
20,2418,5,Temperate,480.72,-0.993,17.65,112.85,0.337,0.36,Urban,0
153,2779,6,Tropical,566.41,-0.676,20.74,102.47,0.014,0.33,Forest,1
144,2495,5,Savanna,497.18,0.397,18.96,131.2,0.162,0.366,Forest,0
80,2273,5,Mediterranean,445.34,-1.009,18.3,109.47,0.368,0.288,Grassland,0
186,2682,3,Mediterranean,545.45,0.406,21.98,89.98,0.349,0.115,Forest,1
1,2183,6,Mediterranean,426.94,-1.215,16.23,83.03,0.393,0.271,Grassland,1
160,2096,9,Boreal,402.52,1.179,14.77,76.85,0.231,0.236,Forest,1
181,2465,2,Boreal,491.76,0.024,19.45,99.17,0.186,0.216,Forest,1
192,2299,5,Savanna,451.97,-0.77,16.71,125.34,0.329,0.379,Grassland,0
152,2329,5,Tropical,459.35,-0.921,17.38,113.05,0.337,0.452,Forest,0
91,2807,8,Tropical,574.59,-0.258,21.89,71.49,0.182,0.241,Forest,1
47,2520,8,Mediterranean,503.61,0.556,20.15,48.18,0.221,0.01,Grassland,0
153,2346,2,Tropical,464.58,0.994,17.75,108.75,0.0,0.48,Forest,1
78,2039,11,Savanna,389.15,-0.224,14.32,107.62,0.103,0.199,Grassland,0
152,2112,9,Tropical,405.84,-0.166,16.25,96.66,0.391,0.444,Urban,0
109,2359,2,Boreal,467.98,-0.835,17.67,138.56,0.561,0.11,Forest,0
98,2474,11,Temperate,493.85,-0.395,18.24,68.42,0.159,0.081,Urban,0
47,2220,8,Mediterranean,434.03,0.468,17.17,79.72,0.242,0.127,Forest,1
60,2705,1,Temperate,549.68,-0.077,21.63,114.64,0.436,0.004,Forest,1
198,2683,3,Mediterranean,544.51,-0.902,19.31,97.87,0.219,0.168,Grassland,1
89,2640,10,Boreal,534.18,1.069,20.39,118.64,0.473,-0.1,Forest,1
57,2771,6,Temperate,564.74,0.965,22.55,128.72,0.141,0.299,Urban,0
189,2215,10,Boreal,431.25,0.953,16.17,71.91,0.147,0.127,Grassland,0
33,2086,2,Tropical,401.61,0.933,15.69,117.29,0.142,0.55,Forest,1
86,2390,7,Tropical,473.61,0.575,18.97,115.8,0.136,0.45,Forest,1
11,2417,8,Boreal,479.56,0.01,16.79,54.21,0.244,0.128,Forest,1
198,2216,7,Mediterranean,432.4,0.995,16.99,86.46,0.206,0.223,Grassland,0
19,2484,12,Savanna,496.38,-0.017,18.55,124.01,0.502,-0.002,Grassland,0
8,2384,1,Boreal,472.27,-0.726,16.85,107.11,0.374,0.12,Forest,1
70,2705,11,Tropical,549.53,0.81,21.59,111.57,0.377,0.222,Forest,1
40,2753,5,Savanna,562.14,-0.603,19.92,119.72,0.222,0.309,Forest,1
50,2620,11,Savanna,528.66,0.991,20.67,84.79,0.123,0.0,Forest,0
71,2389,4,Mediterranean,472.46,-0.557,19.54,105.92,0.159,0.349,Forest,1
183,2465,4,Temperate,489.78,0.225,19.38,121.96,0.127,0.375,Grassland,0
117,2309,10,Boreal,454.58,-0.28,17.12,98.11,0.172,0.073,Grassland,0
127,2777,4,Savanna,566.24,0.377,22.85,108.15,0.24,0.319,Grassland,0
128,2327,5,Mediterranean,458.92,0.485,15.9,111.31,0.334,0.293,Grassland,0
17,2301,6,Mediterranean,452.82,1.128,18.02,66.3,0.249,0.237,Grassland,0
25,2118,10,Boreal,407.96,-1.16,13.71,80.8,0.403,0.112,Grassland,0
178,2781,7,Mediterranean,567.74,1.183,20.77,96.19,0.624,-0.1,Forest,0
119,2243,4,Temperate,9999.0,-0.781,15.43,103.27,0.119,0.469,Forest,1
19,2318,4,Savanna,457.3,-0.392,16.5,117.23,0.587,0.359,Grassland,1
71,2155,12,Mediterranean,417.08,0.611,15.59,74.56,0.251,0.18,Urban,0
87,2457,4,Tropical,489.66,0.558,18.04,112.97,0.271,0.425,Forest,1
80,2040,1,Mediterranean,387.36,0.254,14.29,140.31,0.319,0.334,Forest,1
172,2497,9,Temperate,499.72,0.03,18.85,74.68,0.29,0.053,Forest,1
0,2800,1,Savanna,573.83,-0.163,22.46,115.94,0.291,0.002,Grassland,0
88,2240,9,Savanna,439.25,0.822,16.43,78.61,0.169,0.079,Grassland,0
86,2557,3,Tropical,513.28,0.327,19.14,127.76,0.244,0.479,Forest,1
115,2526,4,Mediterranean,506.56,0.835,20.41,113.82,0.201,0.332,Grassland,0
127,2043,12,Savanna,390.85,-0.992,14.12,91.55,0.136,0.275,Grassland,0
129,2344,2,Mediterranean,461.0,-0.984,17.58,119.93,0.625,0.162,Grassland,0
122,2060,3,Mediterranean,394.89,0.199,14.08,135.54,0.053,0.528,Grassland,0
120,2426,9,Temperate,480.4,1.099,19.33,87.27,0.232,0.097,Forest,1
122,2393,7,Mediterranean,473.03,-0.775,18.35,94.64,0.061,0.235,Forest,1
20,2018,5,Temperate,384.59,-1.001,14.83,92.82,0.269,0.478,Grassland,1
188,2765,9,Tropical,565.09,1.032,22.4,75.72,0.119,,Forest,1
135,2161,4,Boreal,418.67,0.811,16.2,109.3,0.195,0.334,Forest,1
144,2028,9,Savanna,387.35,-1.258,15.09,62.6,0.213,0.168,Grassland,0
132,2694,5,Savanna,545.79,-0.904,19.93,114.85,0.172,0.301,Grassland,0
74,2806,3,Mediterranean,572.51,1.036,22.47,118.0,0.319,0.073,Grassland,0
83,2373,8,Mediterranean,470.18,-1.287,17.02,88.7,0.491,0.004,Grassland,0
106,2808,11,Boreal,9999.0,-1.028,21.05,103.64,0.449,-0.1,Forest,0
86,2707,3,Tropical,550.17,0.235,22.52,109.36,0.165,0.325,Forest,0
16,2768,1,Savanna,563.4,-0.634,21.23,110.54,0.29,0.07,Forest,1
103,2575,4,Temperate,519.46,0.093,20.13,111.74,0.429,0.289,Forest,1
154,2762,11,Boreal,563.58,-0.372,21.49,82.49,0.289,-0.039,Forest,0
160,2496,9,Boreal,498.7,1.189,19.1,72.18,0.185,-0.017,Forest,0
34,2586,3,Boreal,520.91,1.24,20.83,119.08,0.206,0.182,Forest,0
51,2504,4,Savanna,501.49,-0.731,18.11,100.45,0.11,0.411,Forest,1
191,2199,4,Mediterranean,427.24,-0.636,15.22,123.72,0.088,0.508,Forest,0
181,2598,6,Boreal,522.34,-1.087,19.91,101.93,0.132,0.142,Forest,1
128,2360,9,Mediterranean,467.27,1.127,17.58,79.68,0.232,0.028,Forest,0
52,2537,9,Savanna,508.0,-0.485,19.55,73.91,0.267,-0.095,Grassland,0
183,2165,4,Temperate,419.19,0.255,13.61,107.17,0.24,0.556,Forest,0
46,2687,3,Temperate,545.09,0.359,21.41,118.32,0.236,0.188,Forest,0
154,2129,7,Boreal,410.22,-0.488,15.93,97.83,0.223,0.241,Forest,1
50,2404,3,Savanna,477.35,-0.808,17.67,74.53,0.137,0.396,Urban,0
95,2757,12,Boreal,562.71,-0.374,21.65,97.89,0.144,0.042,Urban,0
122,2826,11,Mediterranean,577.84,0.82,24.71,91.41,0.125,-0.086,Forest,1
132,2627,9,Savanna,530.91,0.019,19.38,88.47,0.241,-0.05,Forest,1
53,2571,2,Mediterranean,517.06,0.986,18.39,124.01,0.232,0.293,Urban,0
41,2386,10,Tropical,474.14,0.727,20.06,65.75,0.229,0.329,Urban,0
81,2240,2,Tropical,437.82,-0.125,14.72,130.9,0.068,0.545,Forest,1
77,2139,10,Savanna,412.1,-0.127,16.49,53.94,0.524,-0.012,Grassland,0
85,2407,2,Tropical,479.34,0.725,18.24,144.7,0.248,0.46,Forest,1
164,2163,9,Boreal,418.2,-1.007,14.47,82.93,0.276,0.102,Forest,1
101,2075,2,Tropical,399.1,0.148,14.4,115.07,0.383,0.523,Forest,1
130,2594,3,Boreal,521.26,-1.124,20.19,99.54,0.218,0.138,Forest,0
68,2255,9,Savanna,439.69,0.897,15.95,96.9,0.183,0.042,Grassland,0
96,2191,5,Mediterranean,423.1,0.907,16.82,103.74,0.057,0.441,Urban,0
37,2519,10,Mediterranean,505.2,-0.391,18.66,66.67,0.161,0.004,Forest,1
62,2488,7,Mediterranean,497.43,-1.174,19.4,92.31,0.196,0.129,Grassland,0
96,2024,9,Mediterranean,385.18,-0.018,15.04,62.8,0.02,0.157,Forest,0
178,2731,7,Mediterranean,555.6,0.979,22.62,87.02,0.518,-0.1,Grassland,0
57,2004,10,Temperate,380.29,0.183,14.15,81.54,0.114,0.313,Grassland,0
42,2603,7,Savanna,525.01,-0.969,19.41,96.89,0.361,0.062,Grassland,0
185,2365,6,Savanna,467.73,0.699,18.59,77.62,0.182,0.316,Grassland,0
184,2248,9,Temperate,440.32,-1.28,15.35,90.95,0.364,0.213,Forest,1
27,2002,4,Temperate,380.69,0.151,13.56,110.93,0.231,0.514,Urban,0
7,2367,4,Boreal,468.86,0.109,18.88,119.39,0.0,0.337,Forest,1
77,2823,2,Savanna,578.03,-0.633,23.09,142.27,0.61,0.015,Grassland,0
76,2223,1,Tropical,435.63,-0.539,15.63,110.43,0.279,0.47,Forest,1
145,2712,2,Savanna,551.59,0.362,20.01,112.28,0.325,0.152,Grassland,1
62,2438,7,Mediterranean,486.96,-1.152,17.44,85.03,0.107,0.13,Forest,1
41,2486,10,Tropical,498.21,0.608,18.65,98.61,0.292,0.297,Urban,0
21,2585,2,Mediterranean,519.98,-0.11,19.92,101.7,0.34,0.097,Grassland,0
48,2270,9,Temperate,444.64,0.655,16.72,65.01,0.276,0.09,Forest,0
67,2472,4,Temperate,493.38,0.309,18.58,105.62,0.293,0.28,Forest,0
84,2323,9,Tropical,458.38,-1.117,16.17,69.84,0.316,0.39,Forest,1
63,2638,8,Temperate,534.25,-0.929,19.76,64.71,0.619,-0.1,Forest,1
95,2024,8,Boreal,387.26,-0.495,13.35,76.9,0.233,0.216,Urban,0
161,2263,6,Tropical,442.23,-0.839,15.38,73.1,0.12,0.495,Forest,1
180,2215,1,Tropical,431.78,-0.172,15.36,92.83,0.022,0.562,Forest,1
70,2322,7,Tropical,458.17,0.157,17.09,89.32,0.264,0.423,Forest,1
10,2767,7,Savanna,562.83,0.084,23.11,87.63,0.275,0.048,Forest,1
4,2367,1,Mediterranean,468.07,0.768,17.54,115.94,0.14,0.27,Grassland,0
152,2579,5,Tropical,518.14,-0.787,19.51,103.12,0.281,0.328,Forest,1
48,2054,1,Temperate,392.91,-1.164,13.24,94.85,0.179,0.381,Forest,0
170,2114,3,Tropical,407.74,-0.851,15.32,101.17,0.624,0.415,Grassland,0
55,2821,4,Tropical,578.21,1.1,22.42,111.4,0.35,0.24,Urban,0
192,2582,9,Savanna,520.03,-0.173,19.87,93.18,0.294,-0.1,Forest,0
132,2461,1,Savanna,487.78,1.046,20.39,130.59,0.22,0.209,Urban,0
20,2801,9,Temperate,571.33,0.517,20.95,73.09,0.291,-0.1,Grassland,0
108,2475,9,Boreal,494.41,0.675,19.08,85.71,0.357,-0.015,Forest,1
9,2350,10,Mediterranean,463.74,0.703,17.38,58.38,0.113,0.014,Forest,1
81,2056,10,Tropical,393.34,0.747,15.22,82.37,0.062,0.49,Forest,0
34,2036,3,Boreal,389.13,0.958,15.49,96.94,0.371,0.365,Forest,0
109,2775,10,Boreal,565.35,0.759,21.84,80.74,0.341,-0.1,Grassland,0
24,2402,1,Tropical,477.71,0.374,18.47,102.31,0.442,0.328,Urban,0
161,2813,6,Tropical,576.47,-1.2,20.28,104.3,0.058,0.386,Forest,1
159,2263,4,Boreal,444.39,-0.789,15.34,145.18,0.455,0.283,Forest,0
89,2124,2,Boreal,409.99,-0.915,14.73,126.17,0.471,0.198,Forest,1
187,2248,12,Tropical,440.01,-0.688,16.37,100.28,0.097,0.472,Urban,0
12,2067,9,Mediterranean,395.54,-0.444,13.46,79.41,0.114,0.169,Grassland,0
82,2156,11,Mediterranean,416.94,0.916,14.43,80.99,0.299,0.137,Forest,0
67,2772,4,Temperate,564.29,0.545,21.71,93.96,0.232,0.194,Grassland,0
136,2411,5,Savanna,478.66,1.235,18.7,120.14,0.253,0.437,Forest,1
135,2827,12,Boreal,578.2,-0.784,20.75,96.43,0.186,-0.01,Forest,1
140,2161,9,Tropical,418.51,0.73,16.17,67.66,0.295,0.419,Forest,1
96,2274,9,Mediterranean,445.23,-0.665,15.5,72.9,0.213,0.104,Grassland,0
134,2294,7,Boreal,448.94,-0.73,15.84,101.63,0.26,0.223,Forest,1
125,2377,2,Savanna,470.4,0.498,17.75,103.78,0.206,0.372,Grassland,0
129,2310,10,Mediterranean,454.26,1.099,16.61,55.94,0.67,-0.1,Grassland,0
15,2584,8,Temperate,517.49,-0.502,20.35,78.58,0.302,0.083,Grassland,1
12,2134,5,Mediterranean,413.24,-0.63,15.86,122.16,0.128,0.431,Forest,1
181,2098,6,Boreal,402.01,-1.034,14.83,110.16,0.1,0.334,Forest,1
175,2114,8,Temperate,408.69,-0.521,14.88,78.3,0.286,0.237,Grassland,0
24,2768,9,Tropical,565.08,-1.177,20.62,81.17,0.433,0.059,Urban,0
146,2328,11,Savanna,457.31,-0.72,16.61,83.82,0.294,-0.021,Grassland,0
10,2600,11,Savanna,522.8,0.713,20.49,105.69,0.315,-0.1,Grassland,0
11,2434,4,Boreal,482.38,-0.929,17.38,100.97,0.082,0.305,Forest,1
63,2005,4,Temperate,381.23,0.699,14.0,129.02,0.551,0.472,Urban,0
26,2052,3,Boreal,392.1,0.512,14.29,105.2,0.005,0.416,Grassland,1
21,2368,6,Mediterranean,469.03,-0.839,17.89,73.14,0.304,0.196,Forest,0
69,2139,2,Savanna,411.93,-1.103,15.63,73.62,0.23,0.349,Forest,1
112,2176,1,Mediterranean,420.42,1.02,15.11,117.31,0.215,0.301,Urban,1
4,2483,9,Mediterranean,495.55,-1.153,20.02,76.04,0.236,0.039,Forest,1
163,2813,8,Tropical,574.31,-0.846,21.72,83.01,0.085,0.268,Forest,0
32,2336,1,Savanna,460.71,0.917,18.61,106.0,0.011,,Forest,1
145,2545,6,Savanna,511.08,0.307,18.71,99.39,0.333,0.191,Urban,0
148,2662,5,Temperate,538.15,0.297,21.4,116.88,0.678,0.052,Grassland,0
84,2007,1,Tropical,380.65,0.467,14.1,118.2,0.35,0.511,Forest,0
180,2765,1,Tropical,562.93,-0.332,21.93,124.39,0.145,0.357,Urban,0
62,2121,11,Mediterranean,407.93,1.269,16.33,87.74,0.145,0.165,Grassland,0
83,2190,4,Mediterranean,425.73,0.148,17.07,109.78,0.462,0.349,Grassland,0
87,2240,8,Tropical,437.47,0.682,16.47,73.86,0.269,0.345,Urban,0
34,2486,3,Boreal,498.15,0.769,19.42,128.81,0.29,0.235,Forest,0
84,2057,1,Tropical,393.49,0.416,15.19,128.64,0.293,0.539,Grassland,0
69,2372,6,Savanna,470.22,0.197,17.24,127.13,0.259,0.281,Forest,0
18,2034,11,Tropical,388.15,-0.433,14.56,86.39,0.494,0.421,Urban,1
28,2435,9,Savanna,484.19,0.867,18.75,90.75,0.111,0.063,Grassland,0
53,2354,6,Mediterranean,464.65,-0.665,16.66,72.15,0.224,0.224,Grassland,0
109,2225,10,Boreal,434.98,0.958,17.12,73.0,0.369,0.093,Urban,0
157,2196,6,Mediterranean,426.27,0.686,16.28,116.57,0.207,0.39,Forest,1
59,2671,8,Temperate,540.85,0.994,21.1,91.01,0.31,0.05,Grassland,0
166,2113,11,Savanna,407.86,-0.934,14.06,92.2,0.291,0.127,Grassland,0
77,2523,2,Savanna,506.35,-0.63,19.12,127.77,0.449,0.181,Grassland,0
116,2326,5,Temperate,457.18,0.985,18.1,91.65,0.33,0.302,Grassland,0
93,2024,6,Boreal,386.46,-0.554,12.41,98.21,0.063,0.356,Grassland,1
39,2219,12,Temperate,431.51,-0.188,14.09,76.11,0.168,0.305,Forest,0
58,2788,3,Savanna,568.22,-0.829,21.6,144.97,0.258,0.317,Grassland,0
106,2125,7,Boreal,410.25,0.676,15.99,77.29,0.453,0.199,Grassland,0
37,2753,2,Mediterranean,560.74,-0.59,22.36,123.24,0.087,0.233,Grassland,0
193,2616,2,Temperate,526.72,1.195,20.37,102.69,0.336,0.209,Forest,1
34,2136,3,Boreal,411.05,0.888,16.93,121.69,0.351,0.295,Forest,1
57,2204,10,Temperate,429.05,-0.49,16.67,68.15,0.139,0.255,Grassland,0
91,2824,4,Tropical,577.33,-0.927,21.39,126.62,0.333,0.337,Forest,0
158,2463,3,Tropical,492.69,-0.742,16.35,121.75,0.282,0.402,Forest,0
151,2812,8,Tropical,574.81,-0.066,22.94,81.93,0.426,0.051,Grassland,0
100,2191,9,Savanna,425.04,1.183,15.69,77.18,0.233,0.134,Grassland,0
137,2378,2,Temperate,470.39,-0.531,18.78,141.95,0.159,0.395,Grassland,0
138,2244,11,Temperate,437.59,-0.137,16.04,90.43,0.33,0.18,Grassland,1
163,2130,4,Tropical,410.83,0.276,15.3,112.86,0.13,0.54,Forest,1
89,2474,2,Boreal,493.99,-0.753,18.14,124.67,0.426,0.061,Forest,1
58,2721,7,Savanna,553.4,1.089,21.37,114.83,0.186,0.109,Grassland,0
117,2626,6,Boreal,531.96,0.761,21.74,108.58,0.179,0.163,Grassland,0
179,2164,12,Tropical,420.68,-0.228,15.13,108.69,0.227,0.518,Grassland,0
83,2156,12,Mediterranean,418.24,0.622,15.01,111.78,0.596,0.127,Grassland,0
3,2316,12,Mediterranean,457.15,0.854,17.65,108.89,0.308,0.152,Forest,0
38,2036,7,Tropical,389.43,1.251,15.08,84.67,0.244,0.563,Urban,0
35,2386,4,Mediterranean,473.08,1.311,17.82,117.36,0.658,0.234,Forest,1
128,2377,5,Mediterranean,471.89,-0.181,17.43,114.37,0.242,0.341,Forest,0
132,2361,1,Savanna,466.96,0.893,18.14,125.27,0.31,0.172,Forest,0
173,2297,10,Savanna,452.0,-0.427,17.57,124.03,0.122,0.152,Forest,1
141,2728,6,Mediterranean,554.31,-0.694,19.94,91.17,0.118,0.174,Forest,1
111,2742,8,Boreal,559.34,0.149,23.12,88.24,0.133,-0.029,Forest,0
17,2401,6,Mediterranean,477.79,0.543,17.84,116.27,0.24,0.296,Grassland,0
35,2536,4,Mediterranean,509.2,1.196,21.09,118.45,0.608,0.14,Urban,0
186,2248,11,Mediterranean,439.6,-1.026,16.23,82.59,0.419,0.06,Grassland,0
38,2653,3,Tropical,536.02,-0.582,21.43,112.01,0.257,0.38,Urban,0
104,2058,9,Tropical,391.43,-1.479,15.72,62.45,0.406,0.42,Forest,1
80,2190,1,Mediterranean,426.22,0.214,16.44,104.49,0.366,0.193,Forest,1
134,2727,11,Boreal,555.33,-0.321,21.88,71.24,0.241,-0.083,Forest,0
147,2345,8,Boreal,462.51,0.723,18.51,94.88,0.203,0.117,Forest,1
12,2451,1,Mediterranean,488.42,1.028,19.95,109.7,0.078,0.223,Forest,1
173,2031,2,Savanna,386.68,1.141,17.0,112.65,0.112,0.466,Grassland,0
5,2533,10,Temperate,508.75,-1.139,18.45,79.56,0.289,0.069,Grassland,0
23,2768,8,Tropical,564.2,-1.184,20.97,86.88,0.137,0.298,Forest,1
185,2215,6,Savanna,432.3,0.586,16.33,109.43,0.322,0.391,Grassland,0
132,2111,1,Savanna,406.85,0.57,15.54,97.97,0.131,0.281,Forest,1
172,2797,9,Temperate,571.8,-0.315,21.58,76.61,0.176,-0.03,Forest,1
82,2440,3,Mediterranean,485.84,0.181,17.24,124.38,0.247,0.308,Grassland,1
131,2760,12,Mediterranean,561.4,0.588,22.88,77.27,0.312,-0.098,Urban,0
115,2692,12,Mediterranean,546.21,-0.107,20.31,126.28,0.17,0.001,Forest,1
9,2817,6,Mediterranean,576.24,0.185,21.33,82.07,0.155,0.132,Urban,0
184,2148,9,Temperate,414.57,-1.009,16.06,77.2,0.321,0.211,Forest,1
182,2265,3,Tropical,443.57,-0.117,17.0,138.9,0.246,0.5,Forest,0
94,2041,3,Tropical,388.2,1.076,15.13,117.04,0.306,0.587,Grassland,0
163,2613,8,Tropical,527.07,-0.875,18.74,70.17,0.047,0.384,Forest,1
60,2238,5,Temperate,436.84,-0.424,16.99,113.72,0.468,0.349,Forest,1
129,2660,10,Mediterranean,537.99,0.856,20.2,85.83,0.657,-0.1,Grassland,0
41,2336,10,Tropical,460.38,0.922,18.43,99.21,0.334,0.329,Forest,1
178,2598,3,Mediterranean,523.31,-0.861,18.7,119.86,0.45,0.152,Grassland,0
97,2241,6,Temperate,438.35,0.925,16.38,105.71,0.545,0.278,Forest,1
166,2030,7,Savanna,388.12,0.672,14.9,93.11,0.308,0.313,Forest,1
49,2070,10,Savanna,395.64,0.504,16.75,84.82,0.077,0.145,Urban,0
40,2620,1,Savanna,529.89,0.111,21.4,133.52,0.242,0.122,Urban,0
54,2787,11,Boreal,569.62,-0.332,21.81,109.54,0.182,-0.046,Forest,1
101,2358,6,Tropical,466.55,-0.688,16.75,81.02,0.457,0.37,Urban,0
53,2221,2,Mediterranean,432.78,1.236,17.58,107.6,0.082,0.386,Grassland,1
103,2291,12,Temperate,450.14,0.71,18.64,93.66,0.48,0.112,Urban,0
141,2128,6,Mediterranean,411.0,-0.977,14.55,101.02,0.114,0.365,Grassland,0
165,2347,2,Temperate,463.87,0.485,16.91,109.37,0.366,0.31,Forest,1
66,2738,11,Temperate,556.65,-0.814,20.55,81.3,0.359,-0.056,Urban,0
122,2026,11,Mediterranean,386.18,0.893,13.86,82.87,0.095,0.18,Grassland,0
31,2169,4,Savanna,420.82,-0.814,15.37,115.99,0.306,0.488,Urban,0
13,2067,10,Temperate,396.22,-0.592,13.57,76.97,0.423,0.209,Forest,0
139,2744,12,Mediterranean,558.86,-0.093,20.52,90.74,0.47,-0.1,Forest,0
175,2781,4,Temperate,567.04,1.119,21.97,-131.84,0.177,0.25,Forest,1
79,2089,12,Savanna,401.64,-0.307,14.59,117.32,0.038,0.261,Grassland,0
26,2185,7,Boreal,425.53,0.817,15.14,78.13,0.162,0.248,Urban,0
136,2761,5,Savanna,563.71,0.818,21.71,98.03,0.309,0.19,Grassland,0
131,2794,4,Mediterranean,570.81,-1.004,21.3,103.77,0.223,0.202,Grassland,0
105,2225,6,Mediterranean,435.97,0.516,15.53,89.75,0.43,0.251,Grassland,0
24,2568,9,Tropical,514.91,-0.96,19.56,79.41,0.329,0.2,Forest,1
156,2629,9,Savanna,532.36,-0.221,21.2,100.42,0.261,-0.1,Grassland,0
164,2097,1,Boreal,400.94,0.453,14.86,103.03,0.35,0.202,Grassland,0
61,2271,10,Savanna,444.61,0.682,18.27,101.38,0.377,0.009,Grassland,1
87,2390,8,Tropical,473.7,0.494,17.37,84.19,0.242,0.361,Forest,1
50,2120,11,Savanna,408.68,0.907,16.35,75.93,0.137,0.139,Grassland,0
62,2321,11,Mediterranean,457.38,0.787,18.57,95.55,0.239,0.082,Grassland,0
103,2508,8,Temperate,502.82,-0.964,19.64,86.85,0.465,0.026,Urban,0
15,2767,12,Temperate,565.56,-0.317,21.16,85.27,0.344,-0.052,Forest,0
120,2593,5,Temperate,522.78,-0.841,19.8,105.68,0.208,0.329,Urban,0
198,2533,3,Mediterranean,507.94,-0.762,20.18,116.56,0.289,0.231,Forest,0
188,2799,1,Tropical,572.07,-1.221,21.84,99.34,0.286,0.269,Forest,1
14,2517,11,Savanna,504.79,-0.119,18.49,83.54,0.234,-0.058,Forest,1
45,2803,10,Tropical,572.67,-0.949,20.52,62.78,0.034,0.226,Forest,0
136,2444,9,Savanna,487.7,-0.466,19.22,78.11,0.213,0.054,Forest,1
56,2338,1,Savanna,460.77,-0.533,15.62,101.33,0.269,0.222,Grassland,1
111,2792,8,Boreal,572.12,-0.067,22.09,88.32,0.174,-0.042,Forest,0
199,2249,12,Savanna,440.0,0.147,16.91,126.28,0.067,0.222,Urban,0
24,2752,1,Tropical,561.09,1.004,22.8,97.4,0.384,0.187,Forest,0
31,2102,8,Savanna,402.88,0.039,15.51,77.11,0.253,0.141,Grassland,0
114,2126,3,Tropical,412.11,0.93,15.83,80.52,0.105,0.607,Forest,1
113,2192,10,Boreal,425.13,-0.233,14.36,74.13,0.071,0.227,Forest,1
