time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Renewable_Energy_Percent,Urban_Heat_Control_Percent,Water_Conservation_Percent,Irrigation_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario
4556,2279,9,Tropics,377.32,-0.566,0.0,3.253,1.578,212.97,84.36,0.0,0.0,0.0,0.0,0.0,0.0,1.578,377.32,212.97
4584,2282,1,Tropics,376.44,0.783,0.0,4.294,1.811,184.77,81.36,0.0,0.0,0.0,0.0,0.0,0.0,1.811,376.44,184.77
4323,2260,4,Polar,374.82,0.073,0.0,3.984,-0.934,49.56,63.53,0.0,0.0,0.0,0.0,0.0,0.0,-0.934,374.82,49.56
5504,2358,9,Inland,395.69,-0.799,0.0,3.393,1.954,98.04,56.5,0.0,0.0,0.0,0.0,0.0,0.0,1.954,395.69,98.04
7074,2489,7,Coastal,422.37,-0.794,0.0,3.61,0.687,138.2,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.687,422.37,138.2
3364,2180,5,Tropics,355.66,0.669,0.0,4.093,0.708,119.81,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.708,355.66,119.81
8025,2568,10,Polar,436.74,-1.448,0.0,3.023,1.261,48.81,60.52,0.0,0.0,0.0,0.0,0.0,0.0,1.261,436.74,48.81
3195,2166,4,Inland,352.47,0.497,0.3,3.905,-2.388,69.36,67.31,0.0,0.0,0.0,0.0,0.0,0.0,-2.388,352.47,69.36
8810,2634,3,Polar,453.35,-0.378,0.0,4.451,0.278,56.79,63.79,0.0,0.0,0.0,0.0,0.0,0.0,0.278,453.35,56.79
969,1980,10,Inland,315.11,0.791,0.0,3.831,1.601,99.09,56.96,0.0,0.0,0.0,0.0,0.0,0.0,1.601,315.11,99.09
3734,2211,3,Polar,362.72,0.888,0.0,4.614,-3.157,42.77,69.49,0.0,0.0,0.0,0.0,0.0,0.0,-3.157,362.72,42.77
925,1977,2,Polar,312.17,0.625,0.0,3.599,-1.173,51.71,62.47,0.0,0.0,0.0,0.0,0.0,0.0,-1.173,312.17,51.71
9496,2691,5,Temperate,466.94,0.666,0.0,5.121,1.335,96.53,71.54,0.0,0.0,0.0,0.0,0.0,0.0,1.335,466.94,96.53
6451,2437,8,Inland,,-0.187,0.0,4.133,3.153,72.74,57.49,0.0,0.0,0.0,0.0,0.0,0.0,3.153,,72.74
8797,2633,2,Inland,453.14,-0.6,0.0,4.142,1.484,90.66,,0.0,0.0,0.0,0.0,0.0,0.0,1.484,453.14,90.66
2851,2137,8,Temperate,347.16,-0.075,0.0,3.135,0.222,96.38,71.24,0.0,0.0,0.0,0.0,0.0,0.0,0.222,347.16,96.38
5180,2331,9,Inland,387.33,1.078,0.0,4.73,2.488,108.18,56.23,0.0,0.0,0.0,0.0,0.0,0.0,2.488,387.33,108.18
6723,2460,4,Temperate,417.18,0.387,0.0,4.501,-0.509,103.03,69.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.509,417.18,103.03
9322,2676,11,Coastal,463.43,0.844,0.0,5.12,2.073,168.82,89.93,0.0,0.0,0.0,0.0,0.0,0.0,2.073,463.43,168.82
7810,2550,11,Inland,436.37,0.824,0.0,4.916,1.21,118.4,64.24,0.0,0.0,0.0,0.0,0.0,0.0,1.21,436.37,118.4
4471,2272,8,Inland,376.06,0.536,0.0,4.279,2.782,102.84,61.74,0.0,0.0,0.0,0.0,0.0,0.0,2.782,376.06,102.84
5168,2330,9,Coastal,388.09,0.883,0.0,5.02,2.047,138.15,85.65,0.0,0.0,0.0,0.0,0.0,0.0,2.047,388.09,138.15
4348,2262,5,Inland,372.09,0.112,0.0,3.685,-0.951,68.68,59.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.951,372.09,68.68
7903,2558,8,Temperate,438.3,-1.339,0.0,3.566,2.125,102.88,70.9,0.0,0.0,0.0,0.0,0.0,0.0,2.125,438.3,102.88
3626,2202,3,Polar,359.52,0.29,0.0,3.83,-1.683,55.85,62.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.683,359.52,55.85
1789,2049,2,Coastal,326.42,-0.829,0.0,2.714,0.122,148.13,87.09,0.0,0.0,0.0,0.0,0.0,0.0,0.122,326.42,148.13
8293,2591,2,Tropics,445.12,0.542,0.0,4.724,2.34,187.18,80.44,0.0,0.0,0.0,0.0,0.0,0.0,2.34,445.12,187.18
2059,2071,8,Inland,332.89,0.992,0.0,4.569,-0.994,94.4,60.44,0.0,0.0,0.0,0.0,0.0,0.0,-0.994,332.89,94.4
4013,2234,6,Inland,367.29,-0.617,0.0,3.203,0.961,75.65,63.52,0.0,0.0,0.0,0.0,0.0,0.0,0.961,367.29,75.65
1902,2058,7,Temperate,328.3,-1.083,0.3,2.41,0.014,79.91,67.06,0.0,0.0,0.0,0.0,0.0,0.0,0.014,328.3,79.91
5573,2364,6,Polar,396.03,-0.418,0.0,3.843,-2.206,55.73,72.12,0.0,0.0,0.0,0.0,0.0,0.0,-2.206,396.03,55.73
6925,2477,2,Tropics,421.82,0.758,1.0,4.738,1.723,172.11,81.05,0.0,0.0,0.0,0.0,0.0,0.0,1.723,421.82,172.11
75,1906,4,Temperate,297.32,1.028,0.0,4.059,-0.332,121.6,69.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.332,297.32,121.6
2345,2095,6,Tropics,338.15,0.23,0.0,3.976,0.723,144.61,83.83,0.0,0.0,0.0,0.0,0.0,0.0,0.723,338.15,144.61
5484,2357,1,Coastal,395.22,0.246,0.0,4.137,0.513,156.09,87.75,0.0,0.0,0.0,0.0,0.0,0.0,0.513,395.22,156.09
430,1935,11,Temperate,304.87,1.249,0.3,3.791,1.402,148.39,71.58,0.0,0.0,0.0,0.0,0.0,0.0,1.402,304.87,148.39
4586,2282,3,Tropics,377.93,0.561,0.0,3.82,1.382,147.16,84.61,0.0,0.0,0.0,0.0,0.0,0.0,1.382,377.93,147.16
8099,2574,12,Polar,439.57,0.184,0.0,4.605,1.457,62.14,56.33,0.0,0.0,0.0,0.0,0.0,0.0,1.457,439.57,62.14
8457,2604,10,Temperate,446.72,-0.311,0.0,4.325,3.212,137.59,64.42,0.0,0.0,0.0,0.0,0.0,0.0,3.212,446.72,137.59
8156,2579,9,Polar,441.93,-0.049,0.0,3.936,0.806,50.82,58.69,0.0,0.0,0.0,0.0,0.0,0.0,0.806,441.93,50.82
7893,2557,10,Polar,438.27,-0.334,0.0,4.572,2.349,42.76,61.68,0.0,0.0,0.0,0.0,0.0,0.0,2.349,438.27,42.76
1553,2029,6,Polar,321.64,-0.736,0.0,2.926,-2.428,52.76,61.73,0.0,0.0,0.0,0.0,0.0,0.0,-2.428,321.64,52.76
240,1920,1,Polar,299.58,0.462,0.0,3.414,-1.278,53.65,62.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.278,299.58,53.65
783,1965,4,Polar,308.51,0.643,0.0,3.524,-2.412,32.97,60.95,0.0,0.0,0.0,0.0,0.0,0.0,-2.412,308.51,32.97
3066,2155,7,Inland,350.93,0.899,0.0,4.412,-0.05,97.45,54.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,350.93,97.45
977,1981,6,Temperate,312.17,0.747,0.0,3.408,-0.516,107.03,70.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,312.17,107.03
2941,2145,2,Tropics,347.98,-0.008,0.0,3.876,0.909,175.24,83.68,0.0,0.0,0.0,0.0,0.0,0.0,0.909,347.98,175.24
5377,2348,2,Inland,392.67,-0.405,0.0,3.966,0.52,84.69,64.05,0.0,0.0,0.0,0.0,0.0,0.0,0.52,392.67,84.69
4730,2294,3,Tropics,381.58,-0.871,0.0,3.274,0.89,172.82,80.08,0.0,0.0,0.0,0.0,0.0,0.0,0.89,381.58,172.82
1620,2035,1,Coastal,324.01,-0.403,0.0,2.942,0.649,167.78,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.649,324.01,167.78
2146,2078,11,Temperate,335.9,-0.676,0.0,2.929,0.987,134.89,72.82,0.0,0.0,0.0,0.0,0.0,0.0,0.987,335.9,134.89
1801,2050,2,Coastal,325.22,-0.301,0.0,3.365,-0.472,154.15,91.53,0.0,0.0,0.0,0.0,0.0,0.0,-0.472,325.22,154.15
2095,2074,8,Polar,332.31,-0.357,0.0,3.164,-0.952,65.35,56.85,0.0,0.0,0.0,0.0,0.0,0.0,-0.952,332.31,65.35
6074,2406,3,Tropics,9999.0,0.875,0.0,4.6,1.366,155.18,73.62,0.0,0.0,0.0,0.0,0.0,0.0,1.366,9999.0,155.18
5245,2337,2,Polar,389.5,0.037,0.0,4.104,-1.154,29.55,65.78,0.0,0.0,0.0,0.0,0.0,0.0,-1.154,389.5,29.55
1357,2013,2,Temperate,320.18,-0.461,0.0,2.952,0.476,81.55,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.476,320.18,81.55
8063,2571,12,Temperate,440.42,0.676,0.0,5.13,1.376,135.92,67.21,0.0,0.0,0.0,0.0,0.0,0.0,1.376,440.42,135.92
6050,2404,3,Inland,405.32,-1.032,0.0,3.345,0.872,79.26,62.39,0.0,0.0,0.0,0.0,0.0,0.0,0.872,405.32,79.26
8368,2597,5,Inland,447.06,0.407,0.0,5.025,-2.325,75.32,55.29,0.0,0.0,0.0,0.0,0.0,0.0,-2.325,447.06,75.32
6017,2401,6,Coastal,403.44,1.11,0.0,5.119,,101.61,85.49,0.0,0.0,0.0,0.0,0.0,0.0,,403.44,101.61
9931,2727,8,Inland,475.59,-0.068,0.0,4.529,4.357,98.67,51.08,0.0,0.0,0.0,0.0,0.0,0.0,4.357,475.59,98.67
8769,2630,10,Inland,452.65,0.886,0.6,4.93,4.171,111.23,56.54,0.0,0.0,0.0,0.0,0.0,0.0,4.171,452.65,111.23
7503,2525,4,Coastal,430.44,0.429,0.0,4.516,1.322,106.47,91.71,0.0,0.0,0.0,0.0,0.0,0.0,1.322,430.44,106.47
1609,2034,2,Polar,323.35,-0.847,0.0,2.295,-3.505,65.37,66.04,0.0,0.0,0.0,0.0,0.0,0.0,-3.505,323.35,65.37
3096,2158,1,Polar,353.06,-0.965,0.0,2.89,-0.804,46.45,61.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.804,353.06,46.45
9771,2714,4,Tropics,469.42,-1.122,0.0,3.875,1.968,157.42,84.02,0.0,0.0,0.0,0.0,0.0,0.0,1.968,469.42,157.42
2415,2101,4,Inland,339.21,1.152,0.0,4.352,-3.28,73.62,55.65,0.0,0.0,0.0,0.0,0.0,0.0,-3.28,339.21,73.62
2017,2068,2,Polar,328.77,-0.79,0.0,2.453,-1.138,30.08,62.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.138,328.77,30.08
6018,2401,7,Polar,404.49,1.06,0.0,4.949,0.043,48.35,63.12,0.0,0.0,0.0,0.0,0.0,0.0,0.043,404.49,48.35
4125,2243,10,Temperate,367.04,-1.042,0.0,3.078,1.485,117.7,70.83,0.0,0.0,0.0,0.0,0.0,0.0,1.485,367.04,117.7
9802,2716,11,Coastal,469.72,0.658,0.0,5.292,2.749,152.41,87.99,0.0,0.0,0.0,0.0,0.0,0.0,2.749,469.72,152.41
3246,2170,7,Temperate,353.04,0.599,0.0,4.158,-0.751,87.9,64.82,0.0,0.0,0.0,0.0,0.0,0.0,-0.751,353.04,87.9
124,1910,5,Tropics,295.05,0.793,0.0,3.602,1.16,129.91,75.95,0.0,0.0,0.0,0.0,0.0,0.0,1.16,295.05,129.91
6425,2435,6,Temperate,409.85,0.829,0.0,4.583,0.89,93.19,62.79,0.0,0.0,0.0,0.0,0.0,0.0,0.89,409.85,93.19
5308,2342,5,Inland,390.4,0.516,0.0,4.436,-0.877,63.99,58.82,0.0,0.0,0.0,0.0,0.0,0.0,-0.877,390.4,63.99
7463,2521,12,Inland,430.33,0.666,0.0,5.01,1.656,94.96,56.18,0.0,0.0,0.0,0.0,0.0,0.0,1.656,430.33,94.96
9157,2663,2,Polar,461.78,-0.691,0.0,3.929,1.095,33.3,62.18,0.0,0.0,0.0,0.0,0.0,0.0,1.095,461.78,33.3
3341,2178,6,Polar,353.75,-1.227,0.0,2.668,-1.071,61.54,63.31,0.0,0.0,0.0,0.0,0.0,0.0,-1.071,353.75,61.54
598,1949,11,Inland,305.13,-0.32,0.0,2.762,0.02,107.51,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.02,305.13,107.51
2123,2076,12,Temperate,334.27,0.523,0.0,3.46,1.748,149.3,66.99,0.0,0.0,0.0,0.0,0.0,0.0,1.748,334.27,149.3
9498,2691,7,Tropics,466.39,1.296,0.0,5.616,2.589,137.1,79.56,0.0,0.0,0.0,0.0,0.0,0.0,2.589,466.39,137.1
7685,2540,6,Temperate,435.71,0.319,0.0,4.595,2.095,84.71,64.09,0.0,0.0,0.0,0.0,0.0,0.0,2.095,435.71,84.71
7049,2487,6,Tropics,421.26,0.324,0.0,4.679,,139.4,85.1,0.0,0.0,0.0,0.0,0.0,0.0,,421.26,139.4
9661,2705,2,Polar,9999.0,0.372,0.0,4.88,0.554,52.32,65.54,0.0,0.0,0.0,0.0,0.0,0.0,0.554,9999.0,52.32
2197,2083,2,Inland,333.59,-0.506,0.0,3.119,-1.827,106.0,63.59,0.0,0.0,0.0,0.0,0.0,0.0,-1.827,333.59,106.0
4051,2237,8,Temperate,367.98,-0.634,0.0,3.184,0.857,120.42,71.95,0.0,0.0,0.0,0.0,0.0,0.0,0.857,367.98,120.42
6054,2404,7,Coastal,402.34,-0.475,0.0,3.604,0.912,134.63,83.92,0.0,0.0,0.0,0.0,0.0,0.0,0.912,402.34,134.63
3362,2180,3,Temperate,355.51,0.442,0.0,3.828,-0.538,104.31,73.9,0.0,0.0,0.0,0.0,0.0,0.0,-0.538,355.51,104.31
6851,2470,12,Coastal,418.15,1.361,0.0,5.261,1.552,149.64,83.45,0.0,0.0,0.0,0.0,0.0,0.0,1.552,418.15,149.64
725,1960,6,Tropics,307.95,0.562,0.0,3.506,-0.056,127.81,82.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.056,307.95,127.81
4934,2311,3,Coastal,382.95,1.015,0.0,4.706,0.097,84.38,86.81,0.0,0.0,0.0,0.0,0.0,0.0,0.097,382.95,84.38
978,1981,7,Polar,314.26,1.308,0.0,4.068,-0.169,46.25,62.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.169,314.26,46.25
808,1967,5,Tropics,307.04,0.167,0.0,3.314,0.284,147.77,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.284,307.04,147.77
9603,2700,4,Inland,469.5,0.83,0.0,5.152,0.432,73.96,59.24,0.0,0.0,0.0,0.0,0.0,0.0,0.432,469.5,73.96
1475,2022,12,Coastal,321.78,-0.694,0.0,2.837,0.409,157.83,84.47,0.0,0.0,0.0,0.0,0.0,0.0,0.409,321.78,157.83
5935,2394,8,Tropics,401.23,-0.772,0.0,3.325,1.756,183.1,81.44,0.0,0.0,0.0,0.0,0.0,0.0,1.756,401.23,183.1
9036,2653,1,Inland,458.69,-0.292,0.0,4.34,2.34,94.72,60.28,0.0,0.0,0.0,0.0,0.0,0.0,2.34,458.69,94.72
7335,2511,4,Polar,425.06,1.196,0.3,5.411,0.8860000000000001,46.43,66.32,0.0,0.0,0.0,0.0,0.0,0.0,0.8860000000000001,425.06,46.43
3962,2230,3,Coastal,366.48,0.162,0.0,3.511,1.009,128.44,86.19,0.0,0.0,0.0,0.0,0.0,0.0,1.009,366.48,128.44
6422,2435,3,Polar,409.93,-0.186,0.0,4.013,-0.701,40.4,59.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.701,409.93,40.4
4905,2308,10,Polar,384.9,-0.953,0.0,2.867,2.153,50.56,55.73,0.0,0.0,0.0,0.0,0.0,0.0,2.153,384.9,50.56
1235,2002,12,Inland,315.52,-0.214,0.0,3.053,1.278,108.67,64.03,0.0,0.0,0.0,0.0,0.0,0.0,1.278,315.52,108.67
1225,2002,2,Coastal,316.9,0.382,0.0,3.469,0.03,119.58,82.63,0.0,0.0,0.0,0.0,0.0,0.0,0.03,316.9,119.58
8049,2570,10,Temperate,439.48,0.359,0.0,4.574,3.215,126.31,69.88,0.0,0.0,0.0,0.0,0.0,0.0,3.215,439.48,126.31
9278,2673,3,Coastal,462.85,-0.393,0.0,4.138,2.044,117.66,83.86,0.0,0.0,0.0,0.0,0.0,0.0,2.044,462.85,117.66
8671,2622,8,Polar,449.96,-0.174,0.0,4.054,0.451,37.17,66.29,0.0,0.0,0.0,0.0,0.0,0.0,0.451,449.96,37.17
5229,2335,10,Polar,390.38,0.428,0.0,4.308,0.555,54.55,64.69,0.0,0.0,0.0,0.0,0.0,0.0,0.555,390.38,54.55
6950,2479,3,Inland,418.04,-0.678,0.0,3.819,-0.02,87.58,60.85,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,418.04,87.58
3217,2168,2,Tropics,352.88,-0.402,0.0,3.271,0.708,184.06,81.35,0.0,0.0,0.0,0.0,0.0,0.0,0.708,352.88,184.06
287,1923,12,Inland,300.76,-0.866,0.0,1.981,1.713,101.28,59.65,0.0,0.0,0.0,0.0,0.0,0.0,1.713,300.76,101.28
5023,2318,8,Inland,382.92,-0.956,0.0,3.028,2.83,81.07,57.72,0.0,0.0,0.0,0.0,0.0,0.0,2.83,382.92,81.07
2966,2147,3,Polar,346.92,-0.048,0.0,3.284,-2.64,-38.09,110.196,0.0,0.0,0.0,0.0,0.0,0.0,-2.64,346.92,-38.09
3164,2163,9,Polar,353.33,-0.972,0.0,2.958,1.137,53.09,65.12,0.0,0.0,0.0,0.0,0.0,0.0,1.137,353.33,53.09
6003,2400,4,Polar,401.22,0.474,0.0,4.717,-2.014,72.03,65.67,0.0,0.0,0.0,0.0,0.0,0.0,-2.014,401.22,72.03
8887,2640,8,Tropics,454.9,0.406,0.0,4.859,1.968,167.88,82.39,0.0,0.0,0.0,0.0,0.0,0.0,1.968,454.9,167.88
1657,2038,2,Polar,325.35,-0.867,0.0,2.698,-1.788,39.88,60.55,0.0,0.0,0.0,0.0,0.0,0.0,-1.788,325.35,39.88
1975,2064,8,Polar,332.1,-0.434,0.0,2.892,0.592,63.89,61.94,0.0,0.0,0.0,0.0,0.0,0.0,0.592,332.1,63.89
2397,2099,10,Tropics,336.91,0.096,0.0,3.933,1.25,222.5,86.12,0.0,0.0,0.0,0.0,0.0,0.0,1.25,336.91,222.5
452,1937,9,Inland,301.93,-0.551,0.0,2.256,1.549,82.68,64.17,0.0,0.0,0.0,0.0,0.0,0.0,1.549,301.93,82.68
8030,2569,3,Polar,442.0,-0.853,0.0,3.421,-1.405,52.33,61.72,0.0,0.0,0.0,0.0,0.0,0.0,-1.405,442.0,52.33
4696,2291,5,Tropics,379.12,0.562,0.0,4.325,1.034,135.31,79.51,0.0,0.0,0.0,0.0,0.0,0.0,1.034,379.12,135.31
3681,2206,10,Tropics,360.58,1.066,0.0,4.046,1.685,230.71,90.07,0.0,0.0,0.0,0.0,0.0,0.0,1.685,360.58,230.71
422,1935,3,Temperate,301.12,0.326,0.0,2.922,-1.927,98.17,72.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.927,301.12,98.17
9725,2710,6,Inland,469.69,0.274,0.0,5.104,0.81,65.22,58.28,0.0,0.0,0.0,0.0,0.0,0.0,0.81,469.69,65.22
657,1954,10,Temperate,305.68,-0.069,0.0,3.087,1.269,138.27,72.41,0.0,0.0,0.0,0.0,0.0,0.0,1.269,305.68,138.27
3301,2175,2,Tropics,353.46,0.226,0.0,3.44,0.99,180.04,84.39,0.0,0.0,0.0,0.0,0.0,0.0,0.99,353.46,180.04
6394,2432,11,Polar,409.83,-0.946,0.0,3.365,0.791,62.27,61.09,0.0,0.0,0.0,0.0,0.0,0.0,0.791,409.83,62.27
2845,2137,2,Tropics,345.47,0.572,0.0,3.762,0.928,161.26,76.53,0.0,0.0,0.0,0.0,0.0,0.0,0.928,345.47,161.26
8291,2590,12,Polar,445.16,0.643,0.0,4.805,0.309,58.71,59.55,0.0,0.0,0.0,0.0,0.0,0.0,0.309,445.16,58.71
7497,2524,10,Tropics,430.33,-0.469,0.0,3.925,1.771,250.06,85.53,0.0,0.0,0.0,0.0,0.0,0.0,1.771,430.33,250.06
1001,1983,6,Coastal,314.18,-0.717,0.0,2.307,-0.284,98.09,86.58,0.0,0.0,0.0,0.0,0.0,0.0,-0.284,314.18,98.09
4198,2249,11,Polar,372.93,0.113,0.0,3.67,0.564,60.44,66.18,0.0,0.0,0.0,0.0,0.0,0.0,0.564,372.93,60.44
2418,2101,7,Inland,338.68,0.938,0.0,3.873,0.31,89.37,63.97,0.0,0.0,0.0,0.0,0.0,0.0,0.31,338.68,89.37
7482,2523,7,Polar,430.13,-1.013,0.0,3.205,0.247,51.95,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.247,430.13,51.95
5706,2375,7,Tropics,399.31,0.902,0.0,4.534,1.548,150.0,80.94,0.0,0.0,0.0,0.0,0.0,0.0,1.548,399.31,150.0
3847,2220,8,Tropics,367.11,0.799,0.0,4.041,1.565,187.39,79.05,0.0,0.0,0.0,0.0,0.0,0.0,1.565,367.11,187.39
961,1980,2,Temperate,314.25,0.321,0.0,3.378,0.688,107.55,66.24,0.0,0.0,0.0,0.0,0.0,0.0,0.688,314.25,107.55
1580,2031,9,Coastal,324.14,0.886,0.0,4.282,2.2,148.6,80.44,0.0,0.0,0.0,0.0,0.0,0.0,2.2,324.14,148.6
5007,2317,4,Polar,384.78,0.394,0.0,4.092,-1.335,35.92,66.87,0.0,0.0,0.0,0.0,0.0,0.0,-1.335,384.78,35.92
2206,2083,11,Temperate,336.17,-0.817,0.0,2.687,1.866,120.8,64.05,0.0,0.0,0.0,0.0,0.0,0.0,1.866,336.17,120.8
6312,2426,1,Inland,408.71,0.921,0.0,5.019,3.688,110.44,59.02,0.0,0.0,0.0,0.0,0.0,0.0,3.688,408.71,110.44
9562,2696,11,Inland,466.35,0.87,0.0,5.488,4.055,97.68,55.1,0.0,0.0,0.0,0.0,0.0,0.0,4.055,466.35,97.68
4231,2252,8,Polar,369.81,-0.487,0.0,3.047,0.456,26.42,62.47,0.0,0.0,0.0,0.0,0.0,0.0,0.456,369.81,26.42
757,1963,2,Temperate,307.69,-0.557,0.0,2.549,-0.449,110.26,67.95,0.0,0.0,0.0,0.0,0.0,0.0,-0.449,307.69,110.26
2284,2090,5,Inland,337.05,0.427,0.0,3.933,-1.276,78.44,55.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.276,337.05,78.44
6663,2455,4,Tropics,414.51,0.314,0.0,4.3,1.624,136.61,78.13,0.0,0.0,0.0,0.0,0.0,0.0,1.624,414.51,136.61
4755,2296,4,Tropics,381.12,1.3,0.0,5.249,1.454,107.02,78.82,0.0,0.0,0.0,0.0,0.0,0.0,1.454,381.12,107.02
8211,2584,4,Tropics,442.55,-0.666,0.0,4.047,1.667,153.75,77.51,0.0,0.0,0.0,0.0,0.0,0.0,1.667,442.55,153.75
807,1967,4,Polar,310.17,0.598,0.0,3.994,-3.006,38.77,62.33,0.0,0.0,0.0,0.0,0.0,0.0,-3.006,310.17,38.77
6575,2447,12,Tropics,413.17,-0.78,0.0,3.468,1.662,234.74,89.01,0.0,0.0,0.0,0.0,0.0,0.0,1.662,413.17,234.74
7719,2543,4,Temperate,435.47,-0.801,0.0,3.463,-0.119,90.5,65.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.119,435.47,90.5
1956,2063,1,Coastal,331.5,-0.673,0.0,2.725,0.489,143.95,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.489,331.5,143.95
2445,2103,10,Coastal,339.02,-1.103,0.0,2.5,0.762,154.56,85.95,0.0,0.0,0.0,0.0,0.0,0.0,0.762,339.02,154.56
5875,2389,8,Temperate,398.38,-0.72,0.0,3.375,1.654,109.82,70.36,0.0,0.0,0.0,0.0,0.0,0.0,1.654,398.38,109.82
8163,2580,4,Inland,441.92,0.127,0.0,4.584,1.328,-75.82,103.518,0.0,0.0,0.0,0.0,0.0,0.0,1.328,441.92,-75.82
6138,2411,7,Inland,405.13,0.946,0.0,4.93,1.55,97.1,54.85,0.0,0.0,0.0,0.0,0.0,0.0,1.55,405.13,97.1
2402,2100,3,Temperate,339.27,0.565,0.0,3.763,-0.35,94.26,70.33,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,339.27,94.26
1073,1989,6,Polar,314.72,-0.792,0.0,2.434,-2.273,55.58,66.69,0.0,0.0,0.0,0.0,0.0,0.0,-2.273,314.72,55.58
6557,2446,6,Coastal,411.31,0.882,0.0,4.706,1.8,96.52,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,411.31,96.52
4240,2253,5,Temperate,372.48,-0.635,0.0,3.134,-0.064,87.82,69.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.064,372.48,87.82
8509,2609,2,Temperate,447.96,-1.204,0.0,3.67,1.262,86.62,69.69,0.0,0.0,0.0,0.0,0.0,0.0,1.262,447.96,86.62
2091,2074,4,Temperate,334.72,-0.44,0.0,2.901,0.037,79.42,72.13,0.0,0.0,0.0,0.0,0.0,0.0,0.037,334.72,79.42
4527,2277,4,Inland,375.97,0.414,0.0,4.208,-2.244,80.4,60.54,0.0,0.0,0.0,0.0,0.0,0.0,-2.244,375.97,80.4
7202,2500,3,Tropics,424.17,0.322,0.0,4.447,2.128,168.14,81.46,0.0,0.0,0.0,0.0,0.0,0.0,2.128,424.17,168.14
6795,2466,4,Coastal,418.17,1.007,0.0,4.891,1.577,114.49,83.72,0.0,0.0,0.0,0.0,0.0,0.0,1.577,418.17,114.49
7237,2503,2,Tropics,425.38,-1.01,0.0,3.688,1.7,196.69,86.83,0.0,0.0,0.0,0.0,0.0,0.0,1.7,425.38,196.69
7422,2518,7,Tropics,429.72,-0.861,0.0,3.181,1.818,161.18,81.62,0.0,0.0,0.0,0.0,0.0,0.0,1.818,429.72,161.18
6849,2470,10,Tropics,419.15,0.794,0.0,4.756,2.367,203.55,81.7,0.0,0.0,0.0,0.0,0.0,0.0,2.367,419.15,203.55
6836,2469,9,Polar,419.89,-0.436,0.0,3.995,1.039,59.43,62.81,0.0,0.0,0.0,0.0,0.0,0.0,1.039,419.89,59.43
1003,1983,8,Coastal,313.21,-0.394,0.0,2.711,0.537,139.58,81.13,0.0,0.0,0.0,0.0,0.0,0.0,0.537,313.21,139.58
9099,2658,4,Polar,459.88,-0.926,0.0,4.031,-0.326,34.78,64.94,0.0,0.0,0.0,0.0,0.0,0.0,-0.326,459.88,34.78
6562,2446,11,Temperate,411.71,0.703,0.0,4.902,3.038,118.59,67.33,0.0,0.0,0.0,0.0,0.0,0.0,3.038,411.71,118.59
5614,2367,11,Inland,393.25,-0.725,0.0,3.443,,120.44,55.77,0.0,0.0,0.0,0.0,0.0,0.0,,393.25,120.44
4651,2287,8,Coastal,379.1,-0.062,0.0,3.938,1.319,124.08,88.88,0.0,0.0,0.0,0.0,0.0,0.0,1.319,379.1,124.08
5313,2342,10,Tropics,391.59,0.045,0.0,3.766,1.962,204.22,85.08,0.0,0.0,0.0,0.0,0.0,0.0,1.962,391.59,204.22
1485,2023,10,Tropics,323.75,-1.297,0.0,2.041,0.527,217.94,81.41,0.0,0.0,0.0,0.0,0.0,0.0,0.527,323.75,217.94
7607,2533,12,Tropics,431.15,-1.306,0.6,3.209,2.106,238.31,83.58,0.0,0.0,0.0,0.0,0.0,0.0,2.106,431.15,238.31
1411,2017,8,Polar,322.53,0.018,0.0,3.138,-3.486,52.48,60.14,0.0,0.0,0.0,0.0,0.0,0.0,-3.486,322.53,52.48
