year,month,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,month_sin,month_cos,region_Inland,region_Polar,region_Temperate,region_Tropics,temp_lag1,co2_lag1,rainfall_lag1,temp_roll3,rain_roll3
2238,3,370.29,-1.057,0.0,3.155,-0.008,74.46,57.58,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,0.631,368.49,176.42,0.3313333333333308,127.08333333333331
2238,4,368.76,-0.557,0.0,3.273,-0.637,73.71,59.12,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,-0.008,370.29,74.46,-0.004666666666669188,108.19666666666664
2238,5,368.37,-1.054,0.0,2.875,-0.212,110.49,87.16,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,-0.637,368.76,73.71,-0.2856666666666692,86.21999999999997
2238,6,367.16,-1.007,0.0,2.856,-0.329,96.09,70.26,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,-0.212,368.37,110.49,-0.39266666666666916,93.42999999999999
2238,7,369.21,-0.895,0.0,2.687,0.933,107.495,100.0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,1.0,-0.329,367.16,96.09,0.13066666666666416,104.69166666666665
2238,8,366.85,-0.988,0.0,2.503,-0.021,113.65,67.53,-0.8660254037844385,-0.5000000000000004,0.0,0.0,1.0,0.0,0.933,369.21,107.495,0.1943333333333308,105.74499999999999
2238,9,370.27,-0.928,0.0,2.919,2.664,112.99,67.25,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,-0.021,366.85,113.65,1.1919999999999975,111.37833333333333
2238,10,367.12,-1.452,0.0,2.73,1.279,214.86,87.15,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,2.664,370.27,112.99,1.3073333333333308,147.16666666666666
2238,11,366.83,-1.053,0.0,2.523,1.151,232.54999999999995,90.54,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,1.0,1.279,367.12,214.86,1.6979999999999975,186.79999999999995
2238,12,365.83,-0.772,0.0,3.078,2.975,102.26,60.05,-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,1.151,366.83,232.54999999999995,1.801666666666664,183.22333333333327
2239,1,368.53,-1.059,0.6,2.722,1.065,97.0,58.04,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,2.975,365.83,102.26,1.7303333333333308,143.93666666666664
2239,2,368.77,-1.129,0.0,2.745,1.346,187.88,82.93,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.065,368.53,97.0,1.795333333333331,129.04666666666665
2239,3,370.01,-0.627,0.0,3.409,-2.545375,49.99,65.72,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.346,368.77,187.88,-0.04479166666666915,111.62333333333332
2239,4,369.33,-0.915,0.0,3.37,-0.809,98.99,63.96,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,-2.545375,370.01,49.99,-0.6694583333333358,112.28666666666665
2239,5,366.91,-0.697,0.0,2.888,-1.089,33.86,70.08,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,0.0,-0.809,369.33,98.99,-1.4811250000000025,60.94666666666666
2239,6,369.15,-0.722,0.0,3.024,0.923,153.77,81.27,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,-1.089,366.91,33.86,-0.32500000000000256,95.53999999999998
2239,7,367.27,-0.588,0.0,3.003,1.655,81.37,54.04,-0.4999999999999997,-0.8660254037844388,1.0,0.0,0.0,0.0,0.923,369.15,153.77,0.4963333333333308,89.66666666666667
2239,8,367.31,-0.118,0.0,3.557,2.022,108.15,74.99,-0.8660254037844385,-0.5000000000000004,0.0,0.0,1.0,0.0,1.655,367.27,81.37,1.5333333333333308,114.42999999999999
2239,9,368.41,-0.264,0.0,3.494,1.912,195.04,86.83,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,2.022,367.31,108.15,1.8629999999999975,128.18666666666664
2239,10,366.83,-0.614,0.0,3.132,1.449,152.82,94.47,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,1.912,368.41,195.04,1.7943333333333307,152.00333333333333
2239,11,369.75,-0.301,0.0,3.484,-0.171,44.28,65.76,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,1.449,366.83,152.82,1.063333333333331,130.71333333333334
2239,12,371.08,-0.208,0.0,3.612,1.158,232.54999999999995,84.81,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,-0.171,369.75,44.28,0.8119999999999976,143.21666666666664
2240,1,367.59,0.054,0.0,3.666,1.558,210.34,85.42,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,1.158,371.08,232.54999999999995,0.8483333333333309,162.39
2240,2,367.67,0.332,0.0,3.95,-0.161,102.61,60.11,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,1.558,367.59,210.34,0.8516666666666642,181.83333333333334
2240,3,368.16,0.216,0.0,4.214,1.098,82.62,57.2,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,-0.161,367.67,102.61,0.8316666666666643,131.85666666666665
2240,4,367.73,0.31,0.0,3.733,0.643,93.73,60.89,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,1.098,368.16,82.62,0.5266666666666643,92.98666666666666
2240,5,369.29,-0.151,0.0,3.74,-0.214,115.84,85.29,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,0.643,367.73,93.73,0.5089999999999977,97.39666666666665
2240,6,367.01,0.831,0.0,4.152,-1.243,70.68,60.35,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,-0.214,369.29,115.84,-0.2713333333333357,93.41666666666667
2240,7,368.97,0.546,0.0,4.285,1.551,151.07,79.68,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,1.0,-1.243,367.01,70.68,0.031333333333330916,112.52999999999999
2240,8,371.47,0.734,0.0,4.69,2.209,78.35,58.26,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,1.551,368.97,151.07,0.8389999999999976,100.03333333333332
2240,9,365.8,0.807,0.0,4.028,2.457,115.5,67.33,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,2.209,371.47,78.35,2.0723333333333307,114.97333333333331
2240,10,367.47,0.617,0.0,4.26,3.264,125.44,57.06,-0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,2.457,365.8,115.5,2.643333333333331,106.42999999999999
2240,11,368.19,0.805,0.0,4.625,1.27,152.24,89.19,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,3.264,367.47,125.44,2.3303333333333307,131.05999999999997
2240,12,368.92,0.719,0.0,4.314,1.334,121.85,73.63,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.27,368.19,152.24,1.9559999999999977,133.17666666666665
2241,1,370.0,1.297,0.0,4.842,1.876,188.03,83.06,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,1.334,368.92,121.85,1.4933333333333312,154.04
2241,2,369.4,0.422,0.0,4.189,1.017,170.79,79.66,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.876,370.0,188.03,1.4089999999999978,160.22333333333333
2241,3,366.73,0.756,0.0,4.22,-1.227,40.12,60.72,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.017,369.4,170.79,0.5553333333333309,132.98
2241,4,368.03,0.919,0.0,4.388,1.751,103.8,69.21,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,-1.227,366.73,40.12,0.5136666666666642,104.90333333333331
2241,5,368.04,1.369,0.0,4.972,-1.234,73.83,68.15,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,0.0,1.751,368.03,103.8,-0.2366666666666691,72.58333333333331
2241,6,368.33,1.155,0.0,4.544,-0.466,83.81,78.51,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,-1.234,368.04,73.83,0.01699999999999759,87.14666666666665
2241,7,369.19,0.542,0.0,3.784,0.962,99.15,77.14,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,-0.466,368.33,83.81,-0.24600000000000236,85.59666666666665
2241,8,366.43,0.885,0.0,4.252,1.169,115.79,85.63,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.962,369.19,99.15,0.5549999999999976,99.58333333333333
2241,9,368.54,1.046,0.0,4.416,0.562,45.5,59.2,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.169,366.43,115.79,0.8976666666666645,86.81333333333333
2241,10,369.64,1.366,0.0,4.903,1.139,137.77,85.01,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.562,368.54,45.5,0.9566666666666643,99.68666666666665
2241,11,367.97,0.658,0.0,4.155,0.341,144.02,71.7,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,1.139,369.64,137.77,0.6806666666666644,109.09666666666665
2241,12,369.46,0.373,0.0,4.11,1.692,211.0,82.45,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,0.341,367.97,144.02,1.0573333333333308,164.26333333333332
2242,1,371.15,0.668,0.0,4.188,0.605,142.23,72.75,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,1.692,369.46,211.0,0.879333333333331,165.75
2242,2,371.52,0.489,0.0,4.043,1.268,120.78,88.6,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.605,371.15,142.23,1.188333333333331,158.00333333333333
2242,3,366.18,0.523,0.0,4.408,-0.566,42.33,69.39,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0,1.268,371.52,120.78,0.43566666666666426,101.77999999999999
2242,4,369.11,0.482,0.0,4.421,-2.545375,50.61,65.85,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,-0.566,366.18,42.33,-0.6144583333333357,71.24
2242,5,372.33,0.288,0.0,4.148,1.043,103.09,85.51,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,-2.545375,369.11,50.61,-0.6894583333333356,65.34333333333332
2242,6,369.62,0.237,0.0,3.99,-0.563,50.83,64.82,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,1.043,372.33,103.09,-0.6884583333333357,68.17666666666666
2242,7,368.87,0.409,0.0,4.22,1.707,86.13,57.29,-0.4999999999999997,-0.8660254037844388,1.0,0.0,0.0,0.0,-0.563,369.62,50.83,0.7289999999999978,80.01666666666665
2242,8,370.87,-0.177,0.0,3.156,1.44,177.9,81.32,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,1.0,1.707,368.87,86.13,0.861333333333331,104.95333333333333
2242,9,369.2,-0.514,0.0,3.075,1.358,198.38,85.08,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,1.44,370.87,177.9,1.5016666666666645,154.13666666666666
2242,10,370.17,-0.231,0.0,3.725,1.749,220.0,81.28,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.358,369.2,198.38,1.5156666666666645,198.76
2242,11,368.6,-0.727,0.0,3.043,-0.324,81.56,66.45,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,1.749,370.17,220.0,0.9276666666666644,166.64666666666665
2242,12,369.49,-0.78,0.0,3.131,1.006,57.52,65.5,-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,-0.324,368.6,81.56,0.810333333333331,119.69333333333333
2243,1,369.89,-0.793,0.0,3.121,1.098,111.24,64.97,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,1.006,369.49,57.52,0.5933333333333309,83.43999999999998
2243,2,370.54,-0.982,0.0,2.797,-0.258,96.31,70.95,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,1.098,369.89,111.24,0.615333333333331,88.35666666666664
2243,3,368.44,-0.451,0.0,3.623,1.387,163.39,79.96,1.0,6.123233995736766e-17,0.0,0.0,0.0,1.0,-0.258,370.54,96.31,0.7423333333333311,123.64666666666665
2243,4,369.15,-0.797,0.0,3.279,-1.235,76.26,60.66,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,1.387,368.44,163.39,-0.035333333333335736,111.98666666666664
2243,5,367.02,-0.689,0.0,3.147,-0.22,115.94,72.77,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,-1.235,369.15,76.26,-0.022666666666669066,118.52999999999999
2243,6,368.52,-0.786,0.0,2.981,1.263,85.93,65.67,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,-0.22,367.02,115.94,-0.06400000000000243,92.71
2243,7,370.38,-1.004,0.0,2.878,0.272,61.64,62.21,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,1.263,368.52,85.93,0.43833333333333097,87.83666666666666
2243,8,370.04,-0.738,0.0,3.098,0.834,106.58,65.78,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,0.272,370.38,61.64,0.7896666666666642,84.71666666666665
2243,9,368.17,-1.115,0.3,2.682,0.884,223.74,89.77,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,0.834,370.04,106.58,0.663333333333331,130.65333333333334
2243,10,367.04,-1.042,0.0,3.078,1.485,117.7,70.83,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.884,368.17,223.74,1.0676666666666643,149.33999999999997
2243,11,368.53,-1.171,0.0,2.682,2.889,81.5,53.3,-0.5000000000000004,0.8660254037844384,1.0,0.0,0.0,0.0,1.485,367.04,117.7,1.752666666666664,140.98
2243,12,370.39,-0.628,0.0,2.989,1.245,84.69,60.56,-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,2.889,368.53,81.5,1.8729999999999976,94.62999999999998
2244,1,369.1,-0.978,0.0,2.628,1.189,214.12,86.54,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,1.245,370.39,84.69,1.774333333333331,126.76999999999998
2244,2,368.07,-0.764,0.0,2.863,1.52,105.96,54.28,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,1.189,369.1,214.12,1.3179999999999976,134.92333333333332
2244,3,368.97,-1.011,0.0,2.732,0.337,71.47,57.05,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,1.52,368.07,105.96,1.015333333333331,130.51666666666665
2244,4,369.6,-0.597,0.0,3.054,0.37,78.81,60.58,0.8660254037844387,-0.4999999999999998,1.0,0.0,0.0,0.0,0.337,368.97,71.47,0.7423333333333307,85.41333333333331
2244,5,370.8,-0.55,0.0,3.242,0.152,80.52,67.84,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,0.37,369.6,78.81,0.28633333333333083,76.93333333333332
2244,6,369.4,-1.076,0.0,2.935,1.301,123.49,84.93,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,0.152,370.8,80.52,0.6076666666666641,94.27333333333331
2244,7,371.0,-0.587,0.0,3.453,-0.576,75.03,58.33,-0.4999999999999997,-0.8660254037844388,1.0,0.0,0.0,0.0,1.301,369.4,123.49,0.2923333333333308,93.0133333333333
2244,8,370.65,-0.471,0.0,3.711,1.967,101.63,63.08,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,-0.576,371.0,75.03,0.8973333333333309,100.04999999999997
2244,9,368.28,-0.482,0.0,3.366,2.387,103.12,70.53,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,1.967,370.65,101.63,1.2593333333333308,93.25999999999998
2244,10,371.47,0.037,0.0,3.794,1.882,232.54999999999995,84.46,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,2.387,368.28,103.12,2.078666666666664,145.76666666666662
2244,11,370.78,-0.512,0.0,3.072,-1.146,65.65,62.67,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,1.882,371.47,232.54999999999995,1.0409999999999977,133.7733333333333
2244,12,368.14,-0.217,0.0,3.582,1.59,114.06,67.48,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,-1.146,370.78,65.65,0.775333333333331,137.41999999999996
2245,1,372.0,-0.212,0.0,3.456,1.301,202.12,85.72,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,1.0,1.59,368.14,114.06,0.5816666666666643,127.27666666666664
2245,2,369.28,0.362,0.0,4.32,-0.31,77.24,55.64,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,1.301,372.0,202.12,0.860333333333331,131.14
2245,3,367.58,-0.049,0.0,3.4,0.644,163.57,88.2,1.0,6.123233995736766e-17,0.0,0.0,0.0,1.0,-0.31,369.28,77.24,0.5449999999999976,147.6433333333333
2245,4,369.38,-0.149,0.0,3.551,0.085,136.74,85.58,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,1.0,0.644,367.58,163.57,0.13966666666666433,125.84999999999998
2245,5,368.15,0.515,0.0,3.993,1.296,137.32,78.08,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,0.085,369.38,136.74,0.6749999999999977,145.87666666666664
2245,6,369.13,0.465,0.0,4.214,-1.313,51.86,66.85,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,1.296,368.15,137.32,0.02266666666666432,108.63999999999997
2245,7,369.61,0.848,0.0,4.684,1.224,151.91,81.67,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,1.0,-1.313,369.13,51.86,0.402333333333331,113.69666666666664
2245,8,369.47,0.872,0.0,4.413,0.33,51.35,60.61,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.0,1.224,369.61,151.91,0.08033333333333098,85.03999999999998
2245,9,369.4,0.733,0.0,4.476,2.302,96.63,58.81,-1.0,-1.8369701987210297e-16,1.0,0.0,0.0,0.0,0.33,369.47,51.35,1.285333333333331,99.96333333333331
2245,10,369.7,0.448,0.0,3.929,0.374,46.71,63.22,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,2.302,369.4,96.63,1.0019999999999978,64.89666666666663
2245,11,370.32,0.566,0.0,4.445,2.984,117.24,59.14,-0.5000000000000004,0.8660254037844384,1.0,0.0,0.0,0.0,0.374,369.7,46.71,1.8866666666666643,86.85999999999997
2245,12,369.11,0.47,0.0,3.753,1.893,104.53,62.34,-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,2.984,370.32,117.24,1.750333333333331,89.4933333333333
2246,1,370.79,0.916,0.0,4.503,0.663,54.66,62.11,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,1.893,369.11,104.53,1.8466666666666647,92.1433333333333
2246,2,368.39,0.813,0.0,4.305,0.81,125.88,71.83,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.663,370.79,54.66,1.1219999999999979,95.02333333333331
2246,3,370.53,0.949,0.0,4.638,1.304,101.66,89.96,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.81,368.39,125.88,0.9256666666666645,94.06666666666665
2246,4,371.61,1.043,0.0,4.642,1.44,130.84,75.67,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,1.0,1.304,370.53,101.66,1.1846666666666645,119.45999999999997
2246,5,369.24,1.469,0.0,4.806,0.543,94.07,88.05,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,1.44,371.61,130.84,1.0956666666666646,108.85666666666664
2246,6,369.46,1.123,0.0,4.38,1.321,114.76,78.83,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,0.543,369.24,94.07,1.101333333333331,113.2233333333333
2246,7,368.44,0.969,0.0,4.57,2.393,137.25,83.86,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,1.0,1.321,369.46,114.76,1.4189999999999976,115.35999999999997
2246,8,370.05,0.522,0.0,3.986,4.078,83.27,59.75,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,2.393,368.44,137.25,2.597333333333331,111.75999999999998
2246,9,371.53,0.873,0.0,4.052,2.16,201.88,83.24,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,4.078,370.05,83.27,2.8769999999999976,140.79999999999998
2246,10,370.31,1.029,0.0,4.802,2.238,195.09,83.73,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,2.16,371.53,201.88,2.8253333333333313,160.07999999999996
2246,11,370.59,0.841,0.0,4.155,1.423,84.12,66.38,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,2.238,370.31,195.09,1.9403333333333315,160.36333333333332
2246,12,368.14,0.407,0.0,4.188,0.878,161.38,83.51,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,0.0,1.423,370.59,84.12,1.512999999999998,146.86333333333332
2247,1,368.94,0.494,0.0,4.038,-0.832,46.61,62.25,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,0.878,368.14,161.38,0.48966666666666464,97.36999999999999
2247,2,372.02,0.518,0.0,4.393,1.473,184.76,82.36,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,-0.832,368.94,46.61,0.5063333333333313,130.91666666666666
2247,3,370.77,0.305,0.0,3.563,-1.366,92.01,58.91,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,1.473,372.02,184.76,-0.24166666666666872,107.79333333333331
2247,4,370.68,0.155,0.0,3.363,-2.118,30.74,61.19,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0,-1.366,370.77,92.01,-0.6703333333333354,102.50333333333332
2247,5,370.27,-0.329,0.0,3.46,-1.972,50.71,62.8,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,0.0,-2.118,370.68,30.74,-1.8186666666666687,57.819999999999986
2247,6,369.23,-0.088,0.0,3.384,1.037,84.12,64.14,1.2246467991473532e-16,-1.0,0.0,0.0,1.0,0.0,-1.972,370.27,50.71,-1.0176666666666687,55.189999999999976
2247,7,370.09,0.063,0.0,3.794,1.328,152.14,84.56,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,1.0,1.037,369.23,84.12,0.1309999999999981,95.65666666666664
2247,8,367.95,0.114,0.0,3.873,1.839,94.42,58.59,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,1.328,370.09,152.14,1.401333333333331,110.22666666666665
2247,9,367.94,-0.189,0.3,3.086,0.807,53.72,62.41,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.839,367.95,94.42,1.3246666666666647,100.0933333333333
2247,10,369.22,-0.044,0.0,3.361,0.701,57.18,62.08,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,0.807,367.94,53.72,1.1156666666666648,68.43999999999998
2247,11,370.88,-0.426,0.0,3.387,2.032,105.2,55.42,-0.5000000000000004,0.8660254037844384,1.0,0.0,0.0,0.0,0.701,369.22,57.18,1.1799999999999982,72.03333333333332
2247,12,368.31,-0.719,0.0,3.161,1.091,232.54999999999995,87.48,-2.4492935982947064e-16,1.0,0.0,0.0,0.0,1.0,2.032,370.88,105.2,1.2746666666666648,131.64333333333332
2248,1,370.29,-0.706,0.0,3.304,0.436,124.45,69.41,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,1.091,368.31,232.54999999999995,1.1863333333333315,154.06666666666663
2248,2,369.47,-0.544,0.0,3.138,-1.528,40.8,70.08,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,0.436,370.29,124.45,-0.000333333333335295,132.6
2248,3,368.83,-0.81,0.0,3.02,-1.072,101.32,72.7,1.0,6.123233995736766e-17,0.0,0.0,1.0,0.0,-1.528,369.47,40.8,-0.7213333333333353,88.85666666666664
2248,4,371.82,-0.97,0.0,2.836,0.397,102.35,82.57,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,-1.072,368.83,101.32,-0.7343333333333352,81.49
2248,5,370.49,-1.255,0.0,2.807,0.937,165.53,83.04,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,0.397,371.82,102.35,0.08733333333333142,123.06666666666665
2248,6,369.05,-1.137,0.0,2.754,-0.495,116.98,90.48,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,0.937,370.49,165.53,0.2796666666666648,128.28666666666666
2248,7,370.4,-1.05,0.3,3.127,0.144,115.63,83.32,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,-0.495,369.05,116.98,0.19533333333333144,132.71333333333334
2248,8,368.09,-1.123,0.0,3.078,1.142,145.2,84.17,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.144,370.4,115.63,0.2636666666666647,125.93666666666665
2248,9,371.01,-1.238,0.0,2.616,1.164,228.11,82.94,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,1.0,1.142,368.09,145.2,0.8166666666666647,162.98
2248,10,371.36,-0.611,0.0,3.005,1.46,232.54999999999995,85.55,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0,1.164,371.01,228.11,1.2553333333333312,201.9533333333333
2248,11,370.75,-0.844,0.0,2.911,1.585,105.94,60.12,-0.5000000000000004,0.8660254037844384,1.0,0.0,0.0,0.0,1.46,371.36,232.54999999999995,1.402999999999998,188.86666666666665
2248,12,372.33,-0.43,0.0,3.141,0.481,135.37,68.34,-2.4492935982947064e-16,1.0,0.0,0.0,1.0,0.0,1.585,370.75,105.94,1.1753333333333316,157.9533333333333
2249,1,368.14,-1.352,0.0,2.692,0.177,88.96,72.82,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,0.481,372.33,135.37,0.7476666666666648,110.08999999999997
2249,2,370.95,-0.835,0.0,3.033,-0.541,105.45,58.56,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,0.177,368.14,88.96,0.03899999999999807,109.92666666666666
2249,3,369.05,-0.975,0.0,2.609,0.031,65.09,59.37,1.0,6.123233995736766e-17,1.0,0.0,0.0,0.0,-0.541,370.95,105.45,-0.11100000000000192,86.49999999999999
2249,4,370.23,-0.804,0.0,2.986,-0.016,121.29,85.82,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.031,369.05,65.09,-0.17533333333333526,97.27666666666666
2249,5,370.58,-0.28,0.0,4.05,-1.486,63.45,54.41,0.49999999999999994,-0.8660254037844387,1.0,0.0,0.0,0.0,-0.016,370.23,121.29,-0.49033333333333523,83.27666666666666
2249,6,372.7,-1.104,0.0,3.23,-1.839,15.63,61.4,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-1.486,370.58,63.45,-1.1136666666666686,66.78999999999998
2249,7,370.27,-0.731,0.0,2.91,0.396,97.92,68.35,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,-1.839,372.7,15.63,-0.9763333333333352,58.99999999999998
2249,8,370.67,-0.687,0.0,3.142,1.59,86.02,54.33,-0.8660254037844385,-0.5000000000000004,1.0,0.0,0.0,0.0,0.396,370.27,97.92,0.04899999999999823,66.52333333333331
2249,9,371.38,-0.549,0.0,3.302,-0.348,59.43,62.24,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,1.59,370.67,86.02,0.5459999999999982,81.12333333333332
2249,10,370.25,-0.837,0.0,3.087,0.356,39.52,56.23,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,-0.348,371.38,59.43,0.532666666666665,61.65666666666664
2249,11,372.93,0.113,0.0,3.67,0.564,60.44,66.18,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0,0.356,370.25,39.52,0.1906666666666648,53.129999999999974
2249,12,371.88,0.227,0.0,3.666,-0.1,55.92,67.43,-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.564,372.93,60.44,0.2733333333333315,51.95999999999998
