time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct
8513,2609,6,Coastal,448.64,-0.568,0.0,4.086,1.477,91.67,84.38
3255,2171,4,Inland,355.39,1.068,0.0,4.385,0.165,90.58,66.75
2690,2124,3,Coastal,341.43,-1.464,0.0,2.249,-1.311,140.74,90.37
9512,2692,9,Polar,465.1,-0.674,0.0,4.396,2.409,,58.89
6961,2480,2,Temperate,420.86,0.126,0.0,4.725,1.7,129.64,66.93
1319,2009,12,Temperate,318.31,-0.005,0.0,3.21,0.593,125.69,72.72
8882,2640,3,Tropics,9999.0,0.468,0.0,5.24,2.196,153.68,77.35
9880,2723,5,Temperate,472.23,-1.083,0.0,3.481,1.206,88.98,61.93
5162,2330,3,Temperate,388.01,0.406,0.0,3.916,0.958,113.22,71.97
5829,2385,10,Tropics,399.97,0.841,0.0,4.952,2.832,224.03,82.67
7953,2562,10,Polar,438.89,-0.221,0.0,4.529,0.843,49.56,60.67
5958,2396,7,Temperate,402.94,1.051,0.0,4.898,1.666,116.84,66.88
9271,2672,8,Temperate,459.61,-0.268,0.0,4.593,-0.11699999999999999,-125.92,124.00200000000001
3475,2189,8,Tropics,356.9,-0.156,0.0,3.167,1.177,186.59,86.14
3505,2192,2,Temperate,358.76,0.88,0.0,4.435,0.634,114.73,64.48
4749,2295,10,Polar,379.52,0.773,0.0,4.447,0.929,62.37,65.63
2477,2106,6,Temperate,339.51,0.88,0.0,4.216,0.224,96.25,70.3
9490,2690,11,Tropics,467.23,0.914,0.0,5.798,3.241,222.15,84.88
6615,2451,4,Inland,414.43,1.17,0.0,5.135,-0.469,89.43,64.52
7413,2517,10,Polar,428.13,-0.776,0.0,3.83,0.513,56.75,66.24
7586,2532,3,Tropics,432.31,0.731,0.0,4.766,1.986,163.8,82.37
5344,2345,5,Temperate,390.57,0.535,0.0,4.169,0.918,92.05,66.67
9863,2721,12,Inland,473.59,1.046,0.0,5.705,-1.002,118.65,60.92
7111,2492,8,Polar,422.47,-0.181,0.0,3.973,0.097,50.02,65.65
1874,2056,3,Tropics,328.28,0.466,0.0,3.731,0.165,143.05,81.12
8516,2609,9,Coastal,449.34,-0.145,0.0,4.537,2.962,132.53,85.33
5270,2339,3,Coastal,390.43,-0.767,0.0,3.323,0.98,123.93,85.52
5096,2324,9,Polar,388.11,-0.451,0.0,3.756,0.72,67.02,64.29
2904,2142,1,Tropics,346.73,0.717,0.0,3.76,1.283,193.24,86.16
570,1947,7,Temperate,304.1,0.041,0.0,3.026,-0.851,111.65,68.84
1448,2020,9,Tropics,320.18,0.698,0.0,3.891,1.015,177.71,78.86
5964,2397,1,Coastal,401.51,0.904,0.0,4.856,1.897,132.41,81.68
6242,2420,3,Coastal,409.25,-0.289,0.0,3.826,0.851,117.29,88.86
6347,2428,12,Polar,408.16,-1.01,0.0,3.25,0.462,73.61,68.98
7874,2556,3,Coastal,435.78,0.889,0.0,5.007,1.047,96.16,88.01
9816,2718,1,Coastal,468.69,-0.71,0.0,4.251,2.192,146.4,85.88
3226,2168,11,Polar,352.67,-1.168,0.0,2.722,1.894,45.88,61.25
9744,2712,1,Tropics,473.09,0.565,0.0,5.155,2.838,193.07,78.56
3978,2231,7,Polar,366.16,0.641,0.0,4.231,0.713,47.73,56.7
4383,2265,4,Tropics,9999.0,0.422,0.0,3.913,0.655,119.99,82.52
7856,2554,9,Coastal,438.77,-0.578,0.0,3.959,2.044,173.94,92.16
3539,2194,12,Polar,359.78,-0.046,0.0,3.613,0.087,50.46,60.17
5682,2373,7,Temperate,395.35,-0.791,0.0,3.027,-0.197,81.04,67.59
2827,2135,8,Temperate,345.23,0.505,0.0,3.883,-0.136,109.22,71.35
7658,2538,3,Inland,433.88,-0.482,0.0,3.958,1.803,82.33,56.3
4996,2316,5,Coastal,386.14,0.902,0.0,4.349,1.377,69.29,83.92
1338,2011,7,Coastal,319.83,0.833,0.0,3.924,-0.593,104.96,91.46
3262,2171,11,Tropics,353.73,0.664,0.0,4.186,1.783,214.78,82.41
6386,2432,3,Inland,410.62,0.717,0.0,4.368,0.061,89.87,57.01
7951,2562,8,Tropics,437.08,-0.071,0.0,4.264,2.477,182.36,86.41
650,1954,3,Temperate,306.14,-0.368,0.0,2.902,-2.113,97.68,69.23
2902,2141,11,Inland,348.8,0.845,0.0,3.985,3.838,106.48,54.49
2258,2088,3,Temperate,337.79,-0.715,0.0,2.844,-0.277,88.9,67.77
7402,2516,11,Temperate,428.43,0.812,0.0,4.735,2.952,125.55,69.4
3521,2193,6,Polar,357.83,-0.73,0.0,2.872,-3.267,60.38,64.69
2730,2127,7,Polar,347.16,-0.009,0.0,3.296,-1.362,35.97,62.11
5496,2358,1,Inland,393.74,-0.927,0.0,3.453,1.536,104.18,57.69
4478,2273,3,Temperate,375.0,-0.573,0.0,3.149,-0.475,89.73,65.01
1596,2033,1,Temperate,324.1,-0.382,0.0,2.927,-0.261,112.15,69.86
7066,2488,11,Tropics,421.07,-1.03,0.0,3.441,1.994,226.56,87.19
2584,2115,5,Coastal,340.48,0.254,0.0,3.381,-0.116,96.06,81.32
5441,2353,6,Temperate,392.77,-1.102,0.0,3.169,0.632,79.92,69.97
3196,2166,5,Coastal,350.82,0.841,0.0,4.316,0.203,92.25,84.27
8523,2610,4,Inland,448.18,0.86,0.0,5.323,1.979,75.74,54.5
7682,2540,3,Temperate,432.61,-0.213,0.0,4.185,0.537,98.01,66.81
5376,2348,1,Tropics,391.7,-0.571,0.0,3.328,1.764,201.27,89.13
1258,2004,11,Polar,317.25,-0.195,0.0,3.166,-1.22,61.36,63.0
5277,2339,10,Coastal,389.94,-0.357,0.0,3.727,1.735,148.48,91.02
991,1982,8,Polar,312.01,-0.232,0.0,2.837,1.138,42.92,64.72
3504,2192,1,Polar,356.65,0.26,0.0,4.085,-1.162,75.14,63.86
113,1909,6,Polar,297.88,-0.666,0.0,2.622,-3.322,31.52,67.16
919,1976,8,Coastal,,1.124,0.0,3.907,1.152,121.87,81.81
2509,2109,2,Coastal,339.21,-0.522,0.0,2.831,0.518,128.08,88.91
9404,2683,9,Tropics,463.18,-1.12,0.0,3.602,2.397,200.41,80.39
165,1913,10,Temperate,299.26,-0.869,0.0,2.345,1.793,135.93,69.48
5263,2338,8,Tropics,389.86,-0.884,0.0,3.224,1.696,182.26,84.31
4603,2283,8,Coastal,376.9,-0.823,0.0,3.218,0.966,132.03,86.71
949,1979,2,Tropics,312.28,-1.021,0.0,2.649,0.23,195.57,83.27
4594,2282,11,Temperate,377.61,-0.171,0.0,3.641,6.311999999999999,138.11,64.06
5727,2377,4,Tropics,398.46,0.635,0.0,4.573,1.683,140.77,77.93
3770,2214,3,Coastal,362.65,-0.607,0.0,2.771,0.128,121.2,89.29
2506,2108,11,Inland,340.23,-1.005,0.0,2.297,0.586,93.26,61.78
5107,2325,8,Polar,385.91,0.438,0.0,4.329,-0.196,56.74,66.93
2850,2137,7,Polar,345.41,0.302,0.0,3.658,-1.786,43.97,64.79
6485,2440,6,Coastal,412.38,0.691,0.0,4.985,0.787,99.7,83.54
5362,2346,11,Tropics,390.0,0.932,0.0,4.583,1.955,223.68,86.18
7442,2520,3,Inland,429.57,0.235,0.0,4.271,1.575,107.34,56.09
4446,2270,7,Polar,374.04,0.664,0.0,3.934,0.55,59.14,60.68
4460,2271,9,Polar,377.81,0.731,0.0,4.422,1.253,51.09,69.62
9513,2692,10,Tropics,466.06,-0.387,0.0,4.557,2.641,221.91,87.62
2505,2108,10,Temperate,337.48,-1.163,0.0,2.347,0.829,134.64,70.62
1114,1992,11,Polar,314.9,-0.019,0.0,3.01,0.024,64.29,65.44
8397,2599,10,Temperate,446.26,-0.543,0.0,4.028,2.724,124.32,
298,1924,11,Coastal,301.53,0.265,0.0,3.376,0.104,159.13,90.32
1675,2039,8,Polar,327.19,-0.483,0.0,3.202,-0.346,54.47,64.22
3347,2178,12,Inland,355.75,-1.061,0.0,2.633,2.25,102.96,57.96
2735,2127,12,Polar,343.55,-0.252,0.0,3.254,-0.67,64.83,61.03
7819,2551,8,Coastal,433.99,1.017,0.0,5.476,1.491,128.35,88.69
4988,2315,9,Tropics,385.83,0.464,0.0,4.072,1.798,184.34,83.57
9894,2724,7,Temperate,473.16,-0.62,0.0,4.257,1.854,74.94,66.24
5817,2384,10,Coastal,401.56,-0.196,0.0,3.662,1.976,137.38,83.27
4325,2260,6,Polar,373.26,0.611,0.0,4.183,-0.889,45.26,64.56
6719,2459,12,Coastal,416.13,-0.311,0.0,3.915,1.586,162.94,85.46
8786,2632,3,Polar,451.38,0.108,0.0,4.223,0.038,49.82,61.12
4550,2279,3,Tropics,375.97,-1.019,0.0,2.397,0.763,156.13,77.25
8572,2614,5,Temperate,449.44,-0.738,0.0,3.76,2.403,84.6,64.62
7847,2553,12,Inland,437.36,-1.071,0.0,3.554,3.959,98.45,53.48
2103,2075,4,Coastal,333.51,0.139,0.0,3.332,0.133,116.17,86.63
5813,2384,6,Temperate,397.59,-0.512,0.0,3.725,-0.119,90.26,66.92
9104,2658,9,Tropics,460.63,-0.644,0.0,4.212,2.486,202.89,82.64
7453,2521,2,Coastal,431.61,1.145,0.0,5.16,2.142,127.58,82.94
1837,2053,2,Coastal,327.15,-0.75,0.0,2.797,0.137,140.76,88.59
7902,2558,7,Polar,437.19,-0.918,0.0,3.53,-0.757,30.51,61.09
8318,2593,3,Tropics,443.2,-0.426,0.0,4.211,1.864,150.81,83.26
8723,2626,12,Tropics,450.6,0.562,0.0,4.963,2.544,-218.38,153.66600000000003
607,1950,8,Tropics,306.94,0.872,0.0,3.792,3.641,177.14,82.48
8374,2597,11,Temperate,447.23,-0.364,0.0,3.979,3.614,117.91,68.9
1093,1991,2,Temperate,314.84,1.067,0.0,3.765,-0.73,115.7,66.39
6387,2432,4,Temperate,407.95,-0.196,0.0,3.58,0.431,100.97,68.65
6505,2442,2,Temperate,410.69,0.717,0.0,4.81,1.338,107.77,62.02
8964,2647,1,Tropics,453.94,0.942,0.0,5.16,2.786,192.68,89.22
4487,2273,12,Tropics,377.38,-0.766,0.6,3.074,0.688,234.02,83.25
160,1913,5,Polar,297.62,-0.736,0.0,2.388,-3.264,40.31,65.34
203,1916,12,Tropics,299.26,1.126,0.0,4.003,1.051,224.75,88.58
7040,2486,9,Polar,424.42,0.345,0.0,4.901,2.23,51.48,61.69
5893,2391,2,Tropics,401.49,0.994,0.0,4.904,1.633,180.89,89.74
4933,2311,2,Inland,386.09,1.122,0.0,4.823,1.307,82.26,59.86
2934,2144,7,Temperate,348.51,-0.412,0.0,3.012,-0.02,82.65,69.43
7322,2510,3,Polar,426.89,0.064,0.0,3.979,-0.243,41.41,58.56
2435,2102,12,Inland,338.96,-0.395,0.6,2.884,3.539,116.08,57.55
1230,2002,7,Polar,318.13,-0.037,0.0,3.237,-1.315,48.48,67.81
8675,2622,12,Tropics,451.4,-0.446,0.0,3.832,2.05,240.57,82.78
3046,2153,11,Tropics,9999.0,-0.63,0.0,3.047,1.129,256.83,86.07
9654,2704,7,Inland,467.98,-0.567,0.0,4.365,2.481,75.09,57.36
8419,2601,8,Tropics,443.5,0.918,0.0,5.447,3.06,160.07,76.5
7666,2538,11,Inland,431.98,-1.235,0.0,3.134,3.571,100.73,54.45
6407,2433,12,Polar,411.45,-0.966,0.6,3.383,-1.129,57.57,66.78
4251,2254,4,Polar,370.57,-0.915,0.0,2.886,-0.86,36.61,64.16
5577,2364,10,Coastal,395.64,-0.17,0.0,3.913,1.465,145.97,
3293,2174,6,Tropics,352.76,-0.699,0.0,3.05,0.851,136.01,86.7
4034,2236,3,Tropics,368.33,1.186,0.0,4.943,1.445,122.11,78.83
8112,2576,1,Polar,440.59,1.064,0.0,5.072,2.815,40.07,56.68
4290,2257,7,Coastal,372.97,-0.2,0.0,3.262,0.376,112.45,87.01
4334,2261,3,Tropics,372.51,1.244,0.0,4.774,1.079,141.41,80.87
5931,2394,4,Polar,404.41,-0.993,0.0,3.115,-1.193,28.28,63.19
3877,2223,2,Polar,363.38,-0.904,0.0,3.342,-1.211,21.38,67.77
5428,2352,5,Inland,394.57,0.123,0.0,3.91,-2.115,66.37,59.08
4753,2296,2,Tropics,379.2,0.481,0.0,4.634,1.622,182.12,78.63
4886,2307,3,Polar,382.72,0.379,0.0,4.088,-1.414,47.84,64.77
857,1971,6,Coastal,311.66,0.684,0.0,3.705,-0.103,114.36,89.54
8233,2586,2,Coastal,443.38,1.055,0.0,5.184,1.861,136.65,91.4
8375,2597,12,Tropics,445.52,-0.541,0.0,3.916,2.134,222.58,85.42
2561,2113,6,Polar,339.16,-1.048,0.0,2.311,-1.447,28.2,62.42
3801,2216,10,Coastal,362.13,0.681,0.0,4.042,1.195,152.88,86.11
2640,2120,1,Polar,343.07,-0.121,0.0,3.49,0.014,71.85,57.16
9663,2705,4,Temperate,469.56,-0.037,0.0,4.663,1.586,92.39,69.02
4490,2274,3,Temperate,375.91,-0.57,0.0,3.065,-0.023,76.77,72.85
2347,2095,8,Tropics,337.05,0.569,0.0,3.755,0.624,177.39,85.4
649,1954,2,Temperate,305.98,-1.06,0.0,2.571,-1.054,100.28,69.28
2781,2131,10,Tropics,345.37,1.16,0.0,4.112,1.407,210.82,82.08
5652,2371,1,Polar,398.14,1.161,0.0,4.747,0.84,53.12,56.34
8543,2611,12,Polar,448.97,0.827,0.0,5.11,-1.111,60.52,59.42
8677,2623,2,Tropics,450.51,-0.419,0.0,4.243,1.936,188.14,82.7
6433,2436,2,Inland,411.29,0.496,0.0,4.657,-1.626,87.19,58.59
615,1951,4,Polar,306.47,1.471,0.0,4.228,1.4420000000000002,48.7,61.48
8448,2604,1,Coastal,447.0,-0.952,0.0,3.601,0.787,151.21,87.06
2575,2114,8,Inland,341.09,-0.072,0.0,3.32,0.347,92.87,59.88
53,1904,6,Inland,296.65,-1.14,0.0,2.204,-1.388,73.19,55.61
3340,2178,5,Coastal,355.86,-0.626,0.0,3.128,0.068,106.56,86.71
7037,2486,6,Temperate,422.93,1.306,0.0,5.153,0.931,93.03,66.68
1705,2042,2,Polar,324.43,0.627,0.0,3.668,-2.799,42.4,62.27
9060,2655,1,Polar,458.24,0.364,0.0,4.762,0.297,-35.29,113.95800000000001
9352,2679,5,Tropics,463.2,-0.984,0.0,4.428,1.944,125.24,78.5
1493,2024,6,Temperate,322.41,-0.44,0.0,3.099,1.049,101.21,69.96
9963,2730,4,Coastal,473.93,0.738,0.0,5.631,1.394,93.56,83.06
5632,2369,5,Temperate,395.81,-0.506,0.0,3.916,-0.001,92.13,73.54
803,1966,12,Inland,309.69,0.572,0.0,3.622,0.01,97.77,64.15
4953,2312,10,Inland,383.54,-0.471,0.0,3.366,0.293,104.77,58.32
6933,2477,10,Temperate,419.4,-0.467,0.0,3.562,3.015,141.02,69.08
7104,2492,1,Coastal,425.58,0.933,0.6,5.126,1.803,132.29,83.5
990,1982,7,Temperate,312.0,0.411,0.0,3.282,0.041,97.47,63.79
2774,2131,3,Coastal,343.74,0.927,0.0,4.251,0.192,111.52,85.77
7470,2522,7,Tropics,9999.0,0.011,0.0,4.343,4.8260000000000005,164.05,74.75
6419,2434,12,Inland,410.28,0.359,0.0,4.402,2.201,104.29,60.07
3513,2192,10,Polar,358.04,-0.313,0.0,3.695,-1.045,57.43,64.52
5478,2356,7,Temperate,394.23,0.893,0.0,4.916,1.557,109.98,65.47
8400,2600,1,Inland,446.45,0.273,0.0,4.46,2.147,88.51,55.12
219,1918,4,Tropics,297.66,-1.06,0.0,2.173,-0.19,153.15,82.97
6969,2480,10,Polar,419.84,0.991,0.0,5.057,1.442,50.23,61.67
1288,2007,5,Polar,319.69,0.273,0.0,3.327,-2.275,41.97,66.78
3163,2163,8,Tropics,351.88,-0.662,0.0,3.062,0.936,166.93,80.81
4678,2289,11,Coastal,378.06,-0.219,0.0,3.511,-1.587,165.4,88.75
2618,2118,3,Polar,341.91,-0.7,0.0,2.903,-1.949,45.92,59.37
3612,2201,1,Coastal,361.13,0.917,0.0,4.488,0.853,128.97,88.0
43,1903,8,Temperate,294.34,-1.423,0.0,1.602,0.039,107.4,69.95
8094,2574,7,Temperate,441.82,-0.621,0.0,3.48,0.998,89.47,68.63
8372,2597,9,Inland,447.83,-0.27,0.0,4.228,4.879,103.61,56.42
3792,2216,1,Polar,363.51,0.548,0.0,4.144,-1.209,62.43,62.99
3571,2197,8,Coastal,359.5,-0.612,0.0,3.068,1.471,138.8,84.39
9980,2731,9,Temperate,473.06,1.114,0.0,5.591,3.208,133.59,73.17
1503,2025,4,Polar,323.34,0.535,0.0,3.903,-1.823,35.91,66.19
5556,2363,1,Temperate,396.43,-0.72,0.0,3.326,0.037,124.48,72.99
9830,2719,3,Inland,471.1,-1.112,0.0,3.942,0.395,81.81,55.54
3439,2186,8,Coastal,359.83,0.746,0.0,4.203,1.437,117.41,82.51
1892,2057,9,Temperate,327.78,0.377,0.0,3.896,1.737,134.59,71.46
9323,2676,12,Polar,462.33,0.804,0.0,5.769,0.011,42.34,56.5
5255,2337,12,Polar,388.9,-0.16,0.0,3.688,-0.35,63.19,63.59
1955,2062,12,Coastal,328.76,-0.525,0.0,3.11,0.436,150.14,86.78
5167,2330,8,Coastal,386.98,0.659,0.0,4.679,1.858,112.41,79.71
4814,2301,3,Tropics,383.21,0.718,0.0,4.277,1.893,144.44,81.38
6264,2422,1,Inland,407.57,0.571,0.0,4.195,0.228,104.69,58.88
1505,2025,6,Coastal,320.31,-0.021,0.0,3.503,0.4,95.84,85.26
670,1955,11,Polar,307.85,0.979,0.0,4.067,-1.189,58.95,61.27
8907,2642,4,Temperate,456.15,0.452,0.0,4.919,1.137,96.04,66.16
7055,2487,12,Coastal,423.05,-0.694,0.0,3.635,1.534,168.69,83.95
897,1974,10,Tropics,307.98,-0.326,0.0,2.881,0.34,235.41,84.71
6178,2414,11,Polar,404.71,0.014,0.0,4.055,-0.484,80.76,69.42
2666,2122,3,Inland,342.08,0.536,0.0,3.706,1.597,67.76,55.33
3193,2166,2,Temperate,351.65,0.77,0.0,4.347,-0.121,113.74,70.66
2890,2140,11,Inland,347.32,0.882,0.0,4.289,0.39,118.77,67.88
7773,2547,10,Tropics,435.68,-0.461,0.0,4.262,2.38,224.42,90.34
2621,2118,6,Temperate,340.84,-1.124,0.0,2.64,-0.589,81.87,71.99
6008,2400,9,Inland,9999.0,0.855,0.0,4.795,1.932,95.95,59.63
5956,2396,5,Coastal,401.96,1.234,0.0,5.188,1.239,83.3,77.07
2,1900,3,Polar,298.01,0.563,0.0,3.622,-1.808,44.97,63.04
2370,2097,7,Inland,337.45,-0.149,0.0,2.957,-0.223,73.6,57.26
7914,2559,7,Tropics,436.0,-0.398,0.0,3.905,1.752,152.65,81.35
1769,2047,6,Coastal,326.41,0.275,0.0,3.436,-0.296,108.35,82.94
8506,2608,11,Temperate,447.69,-1.013,0.0,3.9,2.953,110.16,68.96
6025,2402,2,Polar,405.52,0.404,0.0,4.295,-0.863,48.63,58.52
531,1944,4,Temperate,306.07,-1.234,0.0,2.193,-1.857,113.86,67.97
8724,2627,1,Inland,452.24,0.35,0.0,4.835,0.585,104.4,53.48
8649,2620,10,Inland,450.27,0.959,0.0,5.094,3.369,,59.27
7873,2556,2,Polar,435.22,0.708,0.0,4.87,-0.964,53.09,59.35
8890,2640,11,Coastal,456.87,0.653,0.0,4.926,3.007,150.34,79.49
3120,2160,1,Tropics,349.81,0.091,0.0,3.561,1.478,213.25,86.33
9022,2651,11,Temperate,454.96,0.881,0.0,5.558,3.114,144.22,67.31
731,1960,12,Inland,307.74,0.83,0.0,3.746,-1.041,115.3,58.57
3406,2183,11,Coastal,356.75,-0.851,0.0,3.21,1.033,173.34,85.02
2339,2094,12,Coastal,339.55,0.085,0.0,3.258,1.087,145.08,85.26
5967,2397,4,Inland,402.04,0.553,0.0,4.685,-0.558,85.03,61.16
6580,2448,5,Inland,412.99,-0.803,0.0,3.414,0.257,82.98,55.65
2565,2113,10,Polar,341.53,-0.947,0.0,2.543,0.257,48.28,61.17
7726,2543,11,Temperate,435.84,-1.195,0.0,3.675,3.482,127.82,71.06
7820,2551,9,Inland,433.84,0.672,0.0,4.801,4.399,96.64,56.99
6713,2459,6,Tropics,416.38,-0.569,0.0,3.624,1.597,158.34,85.83
6995,2482,12,Polar,422.73,-0.674,0.0,4.005,0.154,37.16,66.1
6942,2478,7,Inland,419.37,-1.051,0.0,3.35,0.136,85.63,58.04
7794,2549,7,Temperate,434.52,-1.017,0.0,3.588,1.098,95.72,69.72
8975,2647,12,Polar,457.68,-1.124,0.0,3.637,1.397,74.59,64.5
1255,2004,8,Inland,318.51,-0.552,0.0,2.577,2.154,88.8,56.15
2104,2075,5,Temperate,332.39,0.201,0.0,3.752,-1.133,80.21,70.98
6734,2461,3,Tropics,412.97,1.108,0.0,4.916,1.476,155.62,84.17
9778,2714,11,Inland,468.88,-0.432,0.0,4.218,1.814,89.55,51.37
6224,2418,9,Inland,405.76,-1.15,0.0,3.288,1.272,77.54,63.13
9150,2662,7,Tropics,461.92,0.191,0.0,4.945,2.099,153.66,82.22
4994,2316,3,Temperate,385.22,1.099,0.0,4.783,0.606,112.26,70.82
8969,2647,6,Coastal,455.47,-0.147,0.0,4.437,1.334,106.49,87.48
6839,2469,12,Inland,418.12,-0.292,0.0,3.896,1.185,97.27,59.57
5057,2321,6,Temperate,386.07,1.059,0.0,4.942,2.103,111.38,68.76
5846,2387,3,Polar,400.02,0.177,0.0,3.923,-2.387,57.87,66.92
4434,2269,7,Temperate,374.2,-1.093,0.0,2.815,1.54,92.16,68.29
3484,2190,5,Coastal,,0.196,0.0,3.367,3.425,109.87,86.09
9493,2691,2,Polar,464.28,1.469,0.0,5.782,1.488,46.67,63.49
5318,2343,3,Polar,391.67,-0.893,0.0,2.872,-0.989,47.91,62.81
3816,2218,1,Tropics,361.56,-0.609,0.0,3.189,0.921,192.29,81.31
5729,2377,6,Tropics,396.63,-0.056,0.0,3.955,1.346,152.19,86.65
8903,2641,12,Coastal,455.66,0.558,0.0,5.045,2.434,151.43,84.62
7840,2553,5,Temperate,436.77,-0.778,0.0,3.701,1.123,79.15,65.6
9889,2724,2,Tropics,472.85,-0.773,0.0,4.241,2.386,180.49,79.65
1621,2035,2,Tropics,321.73,0.411,0.0,3.524,0.465,180.29,92.21
9423,2685,4,Tropics,463.82,0.268,0.0,4.985,2.854,123.86,80.58
6307,2425,8,Temperate,408.86,0.373,0.0,4.197,0.944,111.3,71.76
9304,2675,5,Tropics,461.35,0.428,0.0,5.017,1.969,130.29,75.92
8902,2641,11,Coastal,455.58,0.948,0.0,5.382,2.52,150.98,85.05
1096,1991,5,Coastal,316.15,0.649,0.0,4.16,-0.873,93.21,85.31
8057,2571,6,Inland,440.04,1.351,0.0,5.659,-0.275,66.75,59.29
9481,2690,2,Temperate,465.16,0.261,0.0,4.756,0.671,93.92,68.31
2463,2105,4,Coastal,339.48,0.509,0.0,4.05,-0.272,98.38,86.4
8289,2590,10,Coastal,444.82,1.685,0.0,5.839,2.471,127.16,84.53
1788,2049,1,Inland,326.08,-1.309,0.0,2.355,0.149,95.68,69.09
250,1920,11,Tropics,299.05,1.075,0.0,4.29,1.254,211.67,83.52
9926,2727,3,Polar,472.75,0.015,0.0,4.762,0.093,41.42,61.38
6191,2415,12,Inland,407.4,1.267,0.0,5.183,3.306,112.6,57.64
9650,2704,3,Temperate,470.35,-0.8,0.0,4.078,1.171,102.77,69.83
192,1916,1,Coastal,297.84,1.055,0.0,4.398,0.656,135.04,80.0
820,1968,5,Tropics,310.86,-1.528,0.0,1.839,0.402,159.93,81.4
9627,2702,4,Coastal,466.06,0.316,0.0,4.759,1.117,121.67,85.23
5714,2376,3,Coastal,396.57,0.851,0.0,4.959,1.742,111.3,85.36
7195,2499,8,Inland,426.0,-0.499,0.0,3.73,2.099,75.51,55.0
5715,2376,4,Inland,399.27,1.239,0.0,4.663,-1.265,87.32,64.57
4400,2266,9,Polar,374.27,0.915,0.0,4.383,1.224,59.67,59.84
9290,2674,3,Coastal,462.06,-0.802,0.0,3.825,1.51,116.41,82.08
5388,2349,1,Temperate,390.41,-0.868,0.0,2.963,1.386,108.62,66.36
4166,2247,3,Inland,370.77,0.305,0.0,3.563,-1.366,92.01,58.91
4951,2312,8,Polar,384.45,-0.026,0.0,3.737,0.47,51.76,72.08
2687,2123,12,Tropics,343.51,-1.074,0.0,2.659,0.634,228.18,85.12
4390,2265,11,Coastal,373.25,1.216,0.0,4.962,6.2780000000000005,141.91,86.83
5860,2388,5,Coastal,400.52,-1.035,0.0,2.939,-0.282,101.96,91.44
5981,2398,6,Polar,402.59,-0.748,0.0,3.663,-0.555,42.79,65.72
4927,2310,8,Polar,384.24,0.889,0.0,4.521,1.619,62.52,62.51
6735,2461,4,Coastal,416.43,0.837,0.0,4.746,0.518,88.93,85.59
2607,2117,4,Polar,342.93,0.623,0.0,3.769,-1.345,38.24,62.17
7466,2522,3,Temperate,431.24,0.816,0.0,5.26,1.827,108.16,62.06
238,1919,11,Inland,299.58,0.135,0.0,2.939,2.195,100.23,61.38
4015,2234,8,Temperate,369.0,-0.76,0.0,3.309,1.294,96.09,69.84
9262,2671,11,Coastal,460.1,0.613,0.0,4.954,0.017999999999999794,159.81,83.07
2977,2148,2,Inland,348.91,-0.504,0.0,3.003,3.073,93.87,60.45
5712,2376,1,Polar,398.95,0.909,0.0,4.445,-0.393,70.63,65.92
9856,2721,5,Tropics,471.64,0.996,0.0,5.573,3.058,105.26,78.28
5473,2356,2,Temperate,391.57,0.746,0.0,4.61,0.307,97.0,70.59
945,1978,10,Polar,312.1,-1.449,0.0,2.072,-1.447,70.73,65.63
8251,2587,8,Polar,446.04,-0.086,0.0,4.339,2.204,55.73,56.86
7681,2540,2,Coastal,433.47,-0.244,0.0,4.205,1.094,121.77,86.37
5097,2324,10,Temperate,386.62,-0.572,0.0,3.321,2.732,131.06,68.4
6805,2467,2,Coastal,417.19,0.567,0.0,4.759,0.335,155.72,88.98
5803,2383,8,Tropics,396.29,-0.801,0.0,3.511,1.231,195.39,82.66
3552,2196,1,Inland,359.62,1.372,0.0,4.841,1.957,102.65,59.8
9969,2730,10,Tropics,474.86,0.593,0.0,5.825,2.896,223.38,84.12
3360,2180,1,Inland,354.8,0.515,0.0,4.081,1.194,102.59,56.15
8249,2587,6,Polar,441.79,-0.027,0.0,4.504,0.077,40.82,57.92
2410,2100,11,Tropics,338.83,0.746,0.0,3.943,1.566,209.13,83.16
4507,2275,8,Inland,374.98,0.622,0.0,4.242,3.68,88.64,51.1
8462,2605,3,Tropics,446.76,-0.044,0.0,4.081,2.346,-146.26,152.46
3982,2231,11,Polar,365.74,0.496,0.0,3.956,1.387,50.46,63.22
146,1912,3,Coastal,297.29,0.273,0.0,3.175,-0.776,114.6,91.75
6648,2454,1,Coastal,413.74,-1.074,0.0,3.168,2.272,164.76,86.42
2294,2091,3,Polar,337.9,0.572,0.0,3.957,-3.093,27.41,60.99
2253,2087,10,Tropics,335.07,0.235,0.0,3.786,1.158,213.65,80.45
3611,2200,12,Inland,360.95,0.654,0.0,4.237,2.214,112.02,61.45
5353,2346,2,Tropics,391.18,1.428,0.0,4.856,1.237,167.35,82.87
1736,2044,9,Coastal,326.77,-0.37,0.0,2.714,1.265,141.23,85.68
7915,2559,8,Inland,437.51,-0.799,0.0,3.253,3.538,75.22,61.59
7659,2538,4,Polar,432.28,-0.865,0.0,3.45,-0.089,43.89,61.01
114,1909,7,Tropics,298.91,-0.549,0.0,2.259,-0.062,169.86,86.3
8860,2638,5,Temperate,451.8,-1.01,0.0,3.757,-0.633,106.34,65.1
5649,2370,10,Tropics,397.58,1.013,0.0,4.935,2.35,208.85,81.77
