time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Urban_Heat_Control_Percent,Irrigation_Efficiency_Percent,Water_Conservation_Percent,Renewable_Energy_Percent,Cloud_Seeding_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario,FloodRisk_Score,DroughtRisk_Score,HeatwaveRisk_Score,FloodRisk_Level,DroughtRisk_Level,HeatwaveRisk_Level
681,1956,10,Inland,307.11,0.805,0.0,3.906,-0.726,120.21,62.64,52,37,40,84,39,80,96,-1.366,304.88,120.58,63.59,-53.520399999999995,-16.8196,Medium,Low,Medium
434,1936,3,Coastal,302.0,1.121,0.0,3.907,0.433,109.3,80.52,42,1,51,35,43,48,87,0.10300000000000004,299.90999999999997,109.31,46.355,-39.751799999999996,-20.3382,Low,Medium,Medium
9309,2675,10,Temperate,463.19,0.817,0.0,5.144,3.364,131.53,72.62,98,35,7,63,62,95,51,1.474,458.64000000000004,131.88000000000002,64.04,-51.57440000000001,-1.9156000000000004,Medium,Low,High
4824,2302,1,Inland,384.08,0.726,0.0,4.326,1.057,100.13,59.25,24,67,45,87,3,58,75,1.027,383.55,100.8,69.9,-47.229200000000006,-17.3838,Medium,Medium,Medium
9761,2713,6,Polar,471.51,-1.028,0.0,3.754,-0.472,42.98,55.94,50,58,95,4,41,51,20,-0.5219999999999999,469.59,43.56,30.979999999999997,-14.0768,-38.3132,Low,High,Low
3159,2163,4,Polar,352.32,-0.541,0.0,3.101,-2.294,53.89,65.84,46,60,48,57,55,88,57,-2.734,350.62,54.489999999999995,34.245,-28.840599999999995,-20.840400000000002,Low,High,Medium
1489,2024,2,Polar,324.2,-1.001,0.0,2.619,-1.89,53.47,64.28,88,39,52,81,53,95,81,-3.13,320.19,53.86,28.029999999999994,-33.61,-22.678,Low,High,Medium
2987,2148,12,Tropics,349.63,-0.657,0.0,2.997,1.413,226.47,82.34,24,22,61,65,100,99,88,1.5430000000000001,348.65000000000003,226.69,99.945,-80.3898,-23.474200000000003,High,Low,Medium
812,1967,9,Tropics,309.92,0.095,0.0,3.018,1.244,210.83,82.56,20,99,56,16,94,48,69,1.404,309.91,211.82000000000002,116.81000000000002,-66.18440000000001,-21.5576,High,Low,Medium
1882,2056,11,Inland,328.08,1.067,0.0,4.015,0.862,119.9,59.93,56,64,100,27,22,8,74,0.7419999999999999,325.91999999999996,120.54,75.07,-41.2652,-39.5548,High,Medium,Low
9267,2672,4,Inland,461.34,0.203,0.0,4.871,1.175,83.13,54.19,63,51,40,28,76,59,52,0.31500000000000006,458.7,83.64,41.919999999999995,-30.566,-15.811,Low,High,Medium
4936,2311,5,Coastal,384.31,1.048,0.0,4.58,0.757,81.02,78.76,63,23,68,4,77,80,79,0.17700000000000005,381.39000000000004,81.25,32.125,-25.104200000000002,-27.0938,Low,High,Low
9935,2727,12,Tropics,472.09,-0.785,0.0,4.253,2.448,216.91,82.83,7,57,11,14,19,48,14,2.4179999999999997,472.30999999999995,217.48000000000002,122.04,-67.07679999999999,-2.9492000000000003,High,Low,High
1940,2061,9,Temperate,332.18,1.162,0.0,4.028,1.822,129.46,70.77,3,39,7,65,10,28,68,1.832,332.42,129.85,74.625,-51.2222,-1.7008000000000003,High,Low,High
3296,2174,9,Tropics,355.41,-0.322,0.0,3.489,1.181,201.49,83.54,6,55,27,46,32,12,9,1.331,355.66,202.04000000000002,111.12,-69.2796,-10.0014,High,Low,High
3534,2194,7,Coastal,359.34,-0.799,0.0,2.764,0.43,121.09,89.35,19,85,73,14,13,60,73,0.78,359.24,121.94,83.87,-39.07,-28.732000000000003,High,Medium,Low
4525,2277,2,Inland,375.25,0.858,0.0,4.292,1.583,90.46,54.42,17,87,35,48,63,68,28,1.593,375.27,91.33,59.165,-36.3618,-13.0442,Medium,Medium,High
3729,2210,10,Tropics,362.13,0.907,0.0,4.51,1.393,217.61,85.66,50,5,70,38,72,81,1,1.093,359.68,217.66000000000003,95.93,-72.46079999999999,-27.3442,High,Low,Low
7015,2484,8,Polar,421.28,-0.322,0.0,3.875,,56.03,62.94,7,87,71,4,33,0,12,,421.79999999999995,56.9,47.949999999999996,,,Medium,High,High
1612,2034,5,Tropics,322.27,-0.662,0.0,2.463,0.637,139.18,80.68,1,0,90,44,37,7,19,1.517,322.21999999999997,139.18,62.190000000000005,-49.947199999999995,-35.0898,Medium,Low,Low
1181,1998,6,Coastal,315.38,-0.802,0.0,2.235,-0.057,95.1,85.01,92,18,42,24,100,3,84,-1.477,310.96,95.28,33.04,-33.9748,-17.6862,Low,High,Medium
1375,2014,8,Temperate,318.31,-0.12,0.0,3.432,0.341,120.32,71.05,79,90,18,7,53,9,96,-1.0590000000000002,315.26,121.22,77.00999999999999,-38.1896,-7.8354,High,Medium,High
9224,2668,9,Inland,463.33,-1.154,0.0,3.81,4.3,101.62,58.14,49,46,69,56,70,88,76,4.01,461.34,102.08,50.84,-40.22,-25.194000000000003,Medium,Medium,Medium
3946,2228,11,Polar,366.44,-0.871,0.0,3.127,-0.234,60.87,64.66,8,95,4,44,38,99,46,-0.35400000000000004,366.99,61.82,51.809999999999995,-27.4876,-1.8124,Medium,High,High
7210,2500,11,Temperate,424.28,0.987,0.0,5.353,2.675,132.81,67.57,52,31,74,28,42,19,78,2.375,421.98999999999995,133.12,67.46,-44.586,-28.175,Medium,Medium,Low
5211,2334,4,Polar,390.19,-0.563,0.0,3.436,-1.762,47.28,63.36,91,21,58,87,100,51,81,-3.002,385.84999999999997,47.49,10.045000000000002,-32.84780000000001,-25.001200000000004,Low,High,Medium
63,1905,4,Temperate,296.36,0.066,0.0,3.187,-2.332,86.74,73.39,11,5,47,3,85,73,53,-2.082,295.86,86.79,27.895000000000003,-27.469800000000003,-20.0492,Low,High,Medium
626,1952,3,Coastal,305.23,0.335,0.0,3.33,0.006,106.5,86.25,54,47,76,2,59,79,42,-0.31400000000000006,303.00000000000006,106.97,55.785,-32.6166,-30.588400000000004,Medium,High,Low
4421,2268,6,Tropics,375.86,-1.082,0.0,3.037,0.761,139.3,84.78,63,85,11,27,75,74,43,-0.389,373.56000000000006,140.15000000000003,80.57500000000002,-47.60060000000001,-4.6334,High,Medium,High
1669,2039,2,Temperate,323.96,-1.094,0.0,1.936,-0.937,114.85,73.27,31,7,59,13,53,46,35,-0.967,322.47999999999996,114.91999999999999,48.959999999999994,-37.462799999999994,-24.180200000000003,Medium,Medium,Medium
2112,2076,1,Tropics,332.55,1.107,0.0,4.27,1.12,180.73,86.21,87,45,57,12,83,65,97,-0.04999999999999982,328.65,181.17999999999998,87.48999999999998,-56.773999999999994,-22.830000000000002,High,Low,Medium
5804,2383,9,Polar,397.78,-1.117,0.0,2.997,0.7,62.79,60.42,16,48,63,14,34,74,8,1.01,397.46,63.27,39.235,-21.377000000000002,-24.594,Low,High,Medium
9763,2713,8,Inland,471.1,-1.366,0.0,3.298,3.257,94.75,59.19,50,44,74,94,16,58,75,2.997,469.04,95.19,57.595,-46.1582,-27.8018,Medium,Medium,Low
4032,2236,1,Inland,366.98,1.305,0.0,4.977,0.881,117.6,64.26,31,47,86,99,11,94,69,1.121,365.90000000000003,118.07,70.93499999999999,-54.7726,-33.727399999999996,High,Low,Low
6545,2445,6,Temperate,411.38,0.304,0.0,4.135,1.327,103.25,68.31,96,65,55,13,96,48,33,-0.04299999999999993,407.22999999999996,103.9,52.25,-33.7872,-22.0258,Medium,High,Medium
7948,2562,5,Temperate,436.2,0.1,0.0,4.187,1.429,85.9,75.13,34,20,73,3,73,72,38,1.479,434.7,86.1,34.449999999999996,-25.8384,-28.312600000000003,Low,High,Low
84,1907,1,Tropics,295.57,1.12,0.0,3.864,0.807,200.32,86.39,94,61,18,30,83,78,65,-0.893,291.48,200.93,102.16499999999999,-66.6362,-7.7358,High,Low,High
9180,2665,1,Temperate,457.44,0.046,0.0,4.398,2.386,101.03,67.92,58,33,5,75,29,37,32,1.2760000000000002,454.87,101.36,54.78,-44.8976,-1.2344,Medium,Medium,High
1462,2021,11,Polar,319.95,1.17,0.0,3.718,-0.509,60.71,64.14,66,55,80,54,77,30,63,-1.0290000000000001,317.2,61.26,31.729999999999997,-29.5896,-32.6174,Low,High,Low
2283,2090,4,Tropics,336.99,0.483,0.0,3.797,0.972,127.68,77.2,80,20,45,49,23,65,55,-0.1780000000000001,333.19,127.88,65.34,-48.23519999999999,-18.1068,Medium,Medium,Medium
2887,2140,8,Tropics,346.19,0.516,0.0,3.912,1.243,171.28,84.98,54,41,59,64,85,62,58,0.753,343.90000000000003,171.69,81.145,-64.0058,-23.148200000000003,High,Low,Medium
5834,2386,3,Polar,399.53,0.899,0.0,4.533,-1.545,41.55,64.87,1,90,53,34,13,71,92,-1.035,400.37999999999994,42.45,45.625,-19.949,-21.821,Low,High,Medium
684,1957,1,Polar,309.21,0.879,0.0,3.859,-0.888,58.67,59.42,29,85,19,25,83,95,82,-1.278,308.61,59.519999999999996,38.66,-23.367199999999997,-8.366800000000001,Low,High,High
4469,2272,6,Tropics,376.72,0.158,0.0,3.59,1.675,121.57,82.23,78,83,82,9,82,48,0,0.935,373.65000000000003,122.39999999999999,69.69999999999999,-38.145999999999994,-32.239000000000004,Medium,Medium,Low
418,1934,11,Inland,302.01,-0.586,0.0,2.651,0.222,112.43,55.31,32,34,42,9,7,36,32,0.0019999999999999463,300.74999999999994,112.77,65.18499999999999,-35.630199999999995,-16.7988,Medium,High,Medium
5228,2335,9,Temperate,388.07,0.642,0.0,4.451,5.561999999999999,125.9,73.99,69,29,27,87,11,27,62,4.452,384.91,126.19000000000001,69.595,-53.476200000000006,-8.128800000000002,Medium,Low,High
4253,2254,6,Inland,368.93,-0.741,0.0,3.153,-1.713,75.85,58.43,50,47,55,55,11,8,86,-2.1630000000000003,366.90000000000003,76.32,50.059999999999995,-34.7612,-23.2978,Medium,High,Medium
2709,2125,10,Coastal,345.26,0.617,0.0,3.912,1.26,149.46,86.0,50,83,40,72,25,78,3,0.66,343.59,150.29000000000002,95.04500000000002,-59.223,-15.604,High,Low,Medium
2357,2096,6,Inland,337.07,0.784,0.0,4.328,-0.752,80.43,61.67,33,43,51,4,24,56,11,-0.9019999999999999,335.85,80.86000000000001,48.53,-25.418800000000005,-20.941200000000002,Medium,High,Medium
8059,2571,8,Tropics,439.39,0.838,0.0,5.236,2.325,189.0,84.9,29,92,3,33,14,89,90,1.7750000000000001,438.86,189.92,119.75999999999999,-62.86599999999999,-0.13500000000000023,High,Low,High
1366,2013,11,Tropics,321.25,-0.941,0.0,2.467,0.402,238.37,84.14,56,32,71,83,62,90,46,-0.008000000000000118,318.77,238.69000000000003,116.54500000000002,-88.21020000000001,-28.4048,High,Low,Low
6277,2423,2,Inland,408.28,-0.624,0.0,3.386,1.087,99.65,57.37,34,8,11,70,33,42,49,0.5169999999999999,406.65999999999997,99.73,45.665,-43.712199999999996,-4.0898,Low,Medium,High
3916,2226,5,Tropics,368.33,0.692,0.0,3.988,1.68,118.76,77.65,19,73,87,32,1,42,31,2.17,368.11,119.49000000000001,81.44500000000001,-41.379,-33.498000000000005,High,Medium,Low
293,1924,6,Coastal,300.82,-0.74,0.0,2.734,-0.241,112.5,86.81,44,85,71,41,16,46,51,-0.41100000000000003,299.47,113.35,78.975,-42.3694,-28.646600000000003,High,Medium,Low
2639,2119,12,Inland,341.29,-0.449,0.0,3.055,-2.549,85.18,62.47,39,75,6,69,25,41,69,-3.2689999999999997,340.09000000000003,85.93,60.465,-40.8866,-4.3614,Medium,Medium,High
9458,2688,3,Polar,465.4,-0.55,0.0,4.356,-1.026,35.04,62.23,49,14,83,94,58,40,5,-1.1760000000000002,463.09,35.18,10.189999999999998,-29.8244,-33.9056,Low,High,Low
1506,2025,7,Tropics,321.55,0.295,0.0,3.262,0.31,135.99,80.66,55,77,14,40,60,95,47,-0.65,319.57,136.76000000000002,79.48,-49.288000000000004,-5.99,High,Low,High
9037,2653,2,Polar,459.65,-0.77,0.0,4.058,-1.488,56.4,64.85,32,36,1,12,2,91,82,-2.1180000000000003,458.40999999999997,56.76,38.78,-20.275199999999998,-1.6708000000000003,Low,High,High
7393,2516,2,Inland,428.88,1.343,0.0,5.111,2.712,87.33,60.68,5,4,45,7,69,29,14,3.0620000000000003,428.67,87.37,31.085000000000004,-26.386200000000002,-16.1628,Low,High,Medium
1634,2036,3,Temperate,324.05,1.303,0.0,4.395,-0.333,92.09,69.11,88,77,2,36,86,66,30,-2.073,320.42,92.86,52.33,-35.8872,-2.0438,Medium,High,High
2457,2104,10,Tropics,337.06,-0.024,0.0,3.213,1.0,222.95,82.8,83,91,51,42,17,82,72,-0.15000000000000013,333.82000000000005,223.85999999999999,135.82999999999998,-75.618,-20.490000000000002,High,Low,Medium
9891,2724,4,Coastal,471.25,-0.49,0.0,4.512,1.851,115.26,80.71,37,45,91,100,50,98,23,2.021,469.84999999999997,115.71,61.35499999999999,-53.904599999999995,-35.1874,Medium,Low,Low
5558,2363,3,Inland,392.56,-0.911,1.0,3.21,0.658,87.86,60.83,24,72,51,66,90,23,48,0.6880000000000001,392.08000000000004,88.58,47.89,-39.498799999999996,-19.9872,Medium,Medium,Medium
9751,2712,8,Coastal,471.75,0.135,0.0,4.79,2.381,135.0,85.43,2,95,7,1,2,59,49,2.4109999999999996,472.59999999999997,135.95,96.07499999999999,-40.0206,-1.3534000000000006,High,Medium,High
2300,2091,9,Coastal,336.88,0.693,0.0,3.549,0.636,149.2,91.05,68,49,85,90,42,57,2,0.1259999999999999,333.97,149.69,81.145,-62.85659999999999,-33.9244,High,Low,Low
4537,2278,2,Inland,376.4,-1.24,0.0,2.574,0.505,96.61,61.01,58,86,40,37,99,61,74,-0.2549999999999999,374.36,97.47,54.735,-36.743,-16.153,Medium,Medium,Medium
2938,2144,11,Tropics,348.01,-0.46,0.0,3.29,1.396,234.2,83.06,7,100,91,86,85,44,33,2.166,348.65999999999997,235.2,130.6,-86.89359999999999,-35.1004,High,Low,Low
1563,2030,4,Polar,323.23,0.23,0.0,3.239,-3.086,37.97,62.05,50,15,84,0,87,44,77,-3.2460000000000004,320.88,38.120000000000005,6.16,-12.734400000000003,-35.5476,Low,High,Low
5689,2374,2,Tropics,399.06,-1.216,0.0,3.045,1.213,199.96,78.86,97,49,18,57,95,28,54,-0.5469999999999999,394.7,200.45000000000002,95.92500000000001,-71.75380000000001,-7.5282,High,Low,High
8658,2621,7,Temperate,450.73,0.86,0.0,5.336,2.64,109.08,69.25,45,96,70,40,91,98,51,2.4400000000000004,449.44,110.03999999999999,65.61999999999999,-40.035999999999994,-26.536,Medium,Medium,Low
7517,2526,6,Coastal,432.15,1.319,0.0,5.803,1.778,106.33,84.02,48,60,54,96,97,100,47,1.358,430.35,106.92999999999999,52.065,-50.7358,-20.7852,Medium,Low,Medium
1979,2064,12,Polar,330.88,-0.162,0.0,3.317,-0.023,50.09,61.81,10,17,100,86,15,2,12,0.777,330.55,50.26,27.229999999999997,-31.9672,-39.5338,Low,High,Low
1883,2056,12,Tropics,328.91,0.82,0.0,4.025,1.289,228.99,87.94,94,89,80,9,74,37,21,0.20899999999999985,325.1,229.88,126.83999999999999,-70.68039999999999,-31.8746,High,Low,Low
3803,2216,12,Coastal,362.55,0.365,0.0,3.848,1.351,158.86,81.59,64,22,73,57,90,10,44,0.8009999999999999,359.57000000000005,159.08,68.14,-58.8036,-28.719400000000004,Medium,Low,Low
438,1936,7,Coastal,301.35,0.686,0.0,3.781,0.251,116.45,86.51,16,76,80,40,40,66,86,0.7310000000000001,301.31,117.21000000000001,73.405,-42.8706,-31.5614,High,Medium,Low
4635,2286,4,Inland,378.37,0.859,0.0,4.318,0.831,86.61,52.29,82,48,79,73,39,58,89,-0.019000000000000128,374.75,87.09,50.144999999999996,-40.7346,-31.611400000000003,Medium,Medium,Low
4528,2277,5,Tropics,377.82,0.371,0.0,3.68,1.073,131.47,80.57,53,67,85,22,37,53,33,0.8629999999999999,375.84000000000003,132.14,78.76999999999998,-43.696799999999996,-33.4822,High,Medium,Low
4332,2261,1,Polar,374.19,0.947,0.0,4.644,-0.708,67.06,59.19,57,24,82,25,31,85,99,-1.028,371.58,67.3,34.64999999999999,-25.6012,-33.4168,Low,High,Low
3573,2197,10,Temperate,360.8,-0.556,0.0,2.935,2.1,121.94,64.66,28,71,9,24,55,78,37,1.6300000000000001,360.11,122.64999999999999,71.625,-40.943,-2.622,High,Medium,High
8741,2628,6,Polar,9999.0,-1.05,0.3,4.056,-0.73,45.9,65.1,51,12,95,86,31,64,31,-0.7999999999999999,9996.570000000002,46.019999999999996,20.41,-31.326,-38.48,Low,High,Low
8911,2642,8,Tropics,455.39,-0.196,0.0,4.631,2.881,167.65,81.37,30,6,2,89,96,90,3,2.3009999999999997,453.95,167.71,66.455,-67.1926,0.5805999999999998,Medium,Low,High
4817,2301,6,Coastal,380.25,0.826,0.0,4.575,0.388,93.68,93.98,39,56,38,79,22,68,5,-0.01200000000000001,378.86,94.24000000000001,59.52,-44.076800000000006,-15.2072,Medium,Medium,Medium
6435,2436,4,Coastal,411.49,1.342,0.0,5.34,0.753,78.86,82.46,71,91,28,4,100,59,48,-0.3869999999999999,408.85,79.77000000000001,47.185,-24.885800000000003,-11.432200000000002,Low,High,High
2986,2148,11,Polar,349.86,-1.159,0.0,2.713,-0.007,50.86,64.67,81,70,55,12,40,57,61,-1.077,346.51,51.56,38.78,-18.2988,-22.6462,Low,High,Medium
7838,2553,3,Inland,434.94,-0.451,0.0,3.861,0.114,82.28,59.1,76,96,83,45,24,65,32,-0.5759999999999998,432.09999999999997,83.24,65.61999999999999,-34.2024,-33.5456,Medium,High,Low
704,1958,9,Tropics,306.27,-0.957,0.0,2.258,0.123,224.56,85.32,54,30,50,0,14,28,81,-0.4570000000000001,303.87,224.86,118.63000000000001,-67.6408,-20.2742,High,Low,Medium
2280,2090,1,Inland,336.4,0.311,0.0,3.579,-2.782,97.97,62.71,80,66,85,80,73,17,0,-3.5319999999999996,333.06,98.63000000000001,54.51500000000001,-47.0018,-36.1192,Medium,Medium,Low
8734,2627,11,Polar,452.07,-0.484,0.0,3.748,0.273,63.53,64.15,26,49,69,51,50,27,45,0.44300000000000006,451.26,64.02,36.709999999999994,-29.2288,-27.334200000000003,Low,High,Low
4147,2245,8,Polar,369.47,0.872,0.0,4.413,0.33,51.35,60.61,70,85,71,11,0,68,10,-0.3600000000000001,366.82000000000005,52.199999999999996,51.599999999999994,-18.003999999999998,-28.616000000000003,Medium,High,Low
5412,2351,1,Temperate,391.07,0.868,0.0,4.453,2.565,128.87,70.21,58,47,15,28,98,32,30,1.555,388.64000000000004,129.34,59.169999999999995,-43.78,-5.067,Medium,Medium,High
373,1931,2,Polar,301.63,0.892,0.0,3.718,-0.857,48.7,60.99,13,83,82,45,97,79,54,-0.29699999999999993,301.81,49.53,30.264999999999997,-23.977800000000002,-32.9782,Low,High,Low
6405,2433,10,Temperate,410.59,-1.105,0.0,3.413,1.637,117.11,70.61,49,38,55,75,93,93,43,1.207,408.52,117.49,51.544999999999995,-49.7642,-21.2758,Medium,Low,Medium
9223,2668,8,Polar,460.38,-1.199,0.0,3.367,1.202,67.21,69.58,18,6,86,47,53,48,40,1.702,459.54,67.27,24.834999999999994,-28.900199999999998,-33.3788,Low,High,Low
2585,2115,6,Temperate,341.54,0.556,0.0,3.767,0.342,109.54,71.0,77,90,37,32,84,61,80,-0.828,338.59,110.44000000000001,65.42,-39.863200000000006,-15.296800000000001,Medium,Medium,Medium
1332,2011,1,Coastal,319.41,1.179,0.0,4.13,0.563,148.75,89.61,95,39,86,99,46,30,4,-0.4770000000000002,315.05,149.14,77.07,-64.7328,-34.6862,High,Low,Low
9572,2697,9,Coastal,467.69,-0.004,0.0,4.644,2.297,148.4,86.91,86,54,79,39,53,50,83,1.3670000000000002,463.93,148.94,80.07,-51.935199999999995,-30.7798,High,Low,Low
5282,2340,3,Coastal,390.58,-0.048,0.0,3.988,0.604,120.71,89.58,12,88,60,95,67,81,91,0.964,390.85999999999996,121.58999999999999,73.79499999999999,-55.0914,-23.4216,High,Low,Medium
9131,2660,12,Tropics,457.77,0.636,0.0,5.348,2.044,200.96,83.6,52,98,49,100,75,100,43,1.494,456.15,201.94,115.37,-79.9844,-18.7036,High,Low,Medium
8315,2592,12,Polar,444.17,-0.567,0.0,4.119,0.376,44.68,61.7,74,39,76,47,68,4,18,-0.3440000000000001,440.86,45.07,20.634999999999998,-23.0586,-30.6064,Low,High,Low
9809,2717,6,Inland,471.91,0.324,0.0,5.552,2.816,85.53,57.73,45,0,97,44,99,18,80,2.886,469.66,85.53,22.965,-33.3046,-37.068400000000004,Low,High,Low
1784,2048,9,Coastal,327.33,-1.196,0.0,2.567,0.986,155.8,87.35,44,50,2,2,86,57,58,0.12599999999999997,325.63,156.3,75.95,-47.239599999999996,-0.7244,High,Medium,High
3182,2165,3,Tropics,351.97,0.21,0.0,3.649,0.472,146.83,79.3,76,88,12,98,16,48,57,-0.928,349.05,147.71,97.05499999999999,-64.2842,-5.356800000000001,High,Low,High
494,1941,3,Inland,303.96,0.996,0.0,3.804,-0.468,72.31,59.71,97,17,65,36,15,82,21,-1.758,299.28,72.48,38.34,-29.647199999999998,-27.0548,Low,High,Low
7363,2513,8,Temperate,427.66,-1.186,0.0,3.33,0.976,101.27,69.06,54,44,4,40,91,32,44,-0.06400000000000008,425.40000000000003,101.71,45.85499999999999,-38.5386,-1.6384,Low,Medium,High
2860,2138,5,Coastal,346.37,-0.775,0.0,3.031,-0.566,107.3,85.97,56,0,83,97,79,33,90,-0.8559999999999999,343.57,107.3,37.849999999999994,-51.9324,-33.7136,Low,Low,Low
7929,2560,10,Inland,436.42,1.147,0.0,5.151,3.664,96.97,59.92,54,67,20,46,64,8,56,2.7840000000000003,434.39000000000004,97.64,56.120000000000005,-37.3784,-6.3296,Medium,Medium,High
4041,2236,10,Coastal,369.02,0.722,0.0,4.572,1.792,160.1,93.39,72,17,35,52,89,0,54,0.7020000000000002,365.59,160.26999999999998,67.43499999999999,-58.200199999999995,-13.5788,Medium,Low,Medium
7178,2498,3,Coastal,424.76,-0.487,0.0,3.747,1.482,99.5,91.26,45,94,52,32,60,37,18,1.1019999999999999,423.45,100.44,66.42,-36.0912,-20.1388,Medium,Medium,Medium
2897,2141,6,Polar,346.18,1.185,0.0,4.246,-1.881,32.05,64.27,11,87,61,42,93,81,55,-1.491,346.5,32.919999999999995,23.959999999999994,-18.8724,-25.294600000000003,Low,High,Medium
366,1930,7,Coastal,301.33,0.65,0.0,3.631,-0.053,106.34,85.3,42,54,54,55,89,9,37,-0.353,299.77,106.88000000000001,51.84,-43.2052,-21.8118,Medium,Medium,Medium
849,1970,10,Polar,310.39,0.503,0.0,3.828,0.118,43.21,63.29,34,65,7,62,72,88,36,-0.49200000000000005,309.34,43.86000000000001,27.03000000000001,-25.754800000000003,-3.0952,Low,High,High
7440,2520,1,Coastal,428.69,0.144,0.0,4.809,1.441,152.93,84.99,43,20,83,38,50,14,72,1.411,426.74,153.13,72.565,-52.9746,-32.3534,High,Low,Low
9454,2687,11,Polar,464.48,-0.448,0.0,4.118,1.812,64.22,61.6,48,49,54,4,56,15,32,1.3920000000000001,462.57000000000005,64.71,35.85499999999999,-19.6562,-20.7648,Low,High,Medium
4301,2258,6,Inland,372.28,-0.914,0.0,2.5,0.579,76.01,53.5,86,47,44,73,82,11,18,-0.7010000000000001,368.45,76.48,35.94,-37.8244,-18.0206,Low,Medium,Medium
2653,2121,2,Coastal,343.32,0.998,0.0,4.1,0.305,113.45,83.81,76,94,92,4,81,69,71,-0.29500000000000004,340.46,114.39,69.195,-35.235,-36.977000000000004,Medium,High,Low
3503,2191,12,Temperate,359.41,0.376,0.0,3.712,1.621,133.56,69.95,68,50,30,51,39,5,28,0.5609999999999999,356.51000000000005,134.06,74.23,-50.193599999999996,-11.6634,High,Low,High
1541,2028,6,Coastal,320.46,-0.963,0.0,2.444,0.226,120.84,82.02,41,13,75,39,35,97,22,0.15599999999999992,318.53999999999996,120.97,57.385000000000005,-44.0286,-29.9064,Medium,Medium,Low
4165,2247,2,Tropics,372.02,0.518,0.0,4.393,1.473,184.76,82.36,51,96,26,54,73,67,72,0.7130000000000001,370.42999999999995,185.72,107.06,-66.2308,-9.9722,High,Low,High
8866,2638,11,Tropics,452.05,-0.866,0.0,3.797,2.519,242.33,85.14,77,47,43,70,22,7,40,1.409,448.67,242.8,131.1,-86.27640000000001,-16.354599999999998,High,Low,Medium
322,1926,11,Temperate,301.26,0.565,0.0,3.392,1.209,141.64,68.61,44,27,94,71,76,94,45,1.2690000000000001,299.33,141.91,63.85499999999999,-56.2654,-36.8386,Medium,Low,Low
2031,2069,4,Polar,333.43,-0.805,0.0,2.605,-2.913,47.49,69.14,21,56,90,18,26,36,42,-2.433,332.94,48.050000000000004,35.625,-18.988200000000003,-37.4598,Low,High,Low
813,1967,10,Tropics,310.88,-0.113,0.0,3.153,0.966,232.29,85.82,48,87,13,99,18,48,10,0.136,309.35,233.16,139.08,-89.69359999999999,-5.1184,High,Low,High
8939,2644,12,Polar,454.6,-0.498,0.0,3.849,1.612,64.92,65.63,1,3,42,44,94,36,90,2.012,454.58,64.95,14.575,-27.4802,-15.5928,Low,High,Medium
9375,2681,4,Inland,460.18,1.236,0.0,5.759,1.51,79.5,61.1,71,4,80,60,7,81,92,0.8900000000000001,456.67,79.54,39.57000000000001,-35.506,-31.466,Low,High,Low
1079,1989,12,Temperate,314.47,-0.289,0.0,2.894,0.558,108.67,68.92,74,2,59,18,88,69,29,-0.33199999999999996,310.79,108.69,37.345,-36.339800000000004,-23.799200000000003,Low,Medium,Medium
2226,2085,7,Polar,336.47,0.728,0.0,3.891,-1.206,41.37,62.63,99,61,49,92,28,61,66,-2.6959999999999997,332.13000000000005,41.98,33.69,-32.0724,-21.2176,Low,High,Medium
9136,2661,5,Polar,461.62,1.028,0.0,5.643,-0.076,41.07,68.81,25,11,90,33,94,13,80,0.32400000000000007,460.48,41.18,5.09,-18.8244,-35.8056,Low,High,Low
9531,2694,4,Tropics,466.03,-1.091,0.0,4.132,1.597,136.02,80.03,12,15,64,84,91,69,82,1.9969999999999999,465.5799999999999,136.17,54.38499999999999,-56.852199999999996,-24.4018,Medium,Low,Medium
2705,2125,6,Coastal,343.7,0.978,0.0,4.259,0.405,81.8,78.91,84,35,67,76,41,44,50,-0.6049999999999999,339.85,82.14999999999999,43.37499999999999,-40.086999999999996,-27.163,Low,Medium,Low
6824,2468,9,Inland,419.3,-0.952,0.0,3.591,1.805,85.63,56.77,11,10,20,6,58,80,92,1.785,418.85,85.72999999999999,34.26499999999999,-26.205,-6.929,Low,High,High
7556,2529,9,Coastal,431.45,-0.6,0.0,4.245,2.128,149.44,86.54,74,3,77,3,76,23,26,1.4180000000000001,427.78,149.47,60.435,-44.8738,-29.9492,Medium,Medium,Low
1164,1997,1,Temperate,315.09,1.096,0.0,4.151,-0.307,140.3,73.01,4,80,34,38,93,82,3,-0.046999999999999986,315.69,141.10000000000002,75.95000000000002,-49.948800000000006,-13.628200000000001,High,Low,Medium
3261,2171,10,Tropics,351.73,0.377,0.0,3.742,0.886,216.05,78.14,54,10,0,70,67,16,93,-0.19400000000000006,349.13000000000005,216.15000000000003,97.67500000000001,-78.92260000000002,-0.11640000000000003,High,Low,High
4687,2290,8,Polar,378.12,0.987,0.0,4.607,-0.906,43.01,66.42,96,65,62,28,40,63,62,-2.206,373.96999999999997,43.660000000000004,33.33,-19.5804,-26.1236,Low,High,Medium
