Date,Region,Rainfall_mm,Temperature_C,Soil_Moisture,Humidity_%,Wind_Speed_mps,CO2_ppm,Evaporation_mm_day,Rainfall_Lag_mm,Flood_Risk,Drought_Risk,Heatwave_Risk
2024-05-11,moscow,63.15,9.67,63.07,70.94,11.7,409.39,4.07,48.97,0,0,0
2024-07-23,kashmir,194.76,18.17,74.41,68.66,13.44,374.22,6.79,173.47,0,0,0
2024-09-18,moscow,104.12,5.36,63.47,66.32,13.08,416.06,2.92,86.11,0,0,0
2024-04-04,kolkata,121.29,33.22,74.63,78.13,15.43,423.56,11.51,108.08,0,0,0
2023-08-28,beijing,89.29,15.99,57.95,61.28,11.8,480.55,5.98,67.66,0,0,0
2023-01-24,dubai,13.99,31.44,30.25,36.07,10.66,453.9,10.5,10.26,0,1,0
2022-10-16,london,176.23,13.11,80.15,78.16,15.82,400.4,5.52,126.44,0,0,0
2023-05-07,delhi,42.45,33.34,51.94,59.62,17.06,448.93,11.71,30.08,0,1,0
2024-04-06,london,122.01,15.89,73.49,76.61,21.57,385.61,6.93,93.76,0,0,0
2024-03-25,karachi,0.0,28.59,54.94,68.68,19.31,437.23,10.51,0.0,0,0,0
2024-02-16,california,42.4,16.38,47.75,54.39,16.49,420.56,6.56,36.59,0,0,0
2023-03-14,dubai,0.0,35.29,34.92,43.65,9.88,443.75,11.57,0.0,0,1,1
2023-11-05,texas,111.07,21.21,61.55,63.05,22.05,419.27,8.57,81.75,0,0,0
2025-07-03,gujarat,55.08,38.97,52.07,58.2,20.74,431.12,13.76,39.17,0,0,0
2025-05-02,chennai,59.25,33.82,66.61,75.86,9.69,422.89,11.12,45.12,0,0,0
2022-04-07,mumbai,103.96,30.89,67.81,71.77,15.61,428.03,10.83,84.29,0,0,0
2023-04-26,london,117.58,13.32,70.97,74.02,21.63,394.77,6.16,90.28,0,0,0
2023-01-10,delhi,59.27,26.04,58.76,66.04,6.65,448.08,8.48,44.18,0,0,0
2023-06-20,kolkata,151.81,34.64,80.13,81.19,12.12,429.19,11.6,116.94,1,0,0
2023-08-30,newyork,158.68,10.25,73.14,71.59,20.33,395.67,5.11,124.84,0,0,0
2023-12-29,california,76.67,19.98,56.18,60.64,18.92,414.57,7.89,66.63,0,0,0
2022-08-29,dubai,39.11,42.05,38.09,42.72,24.7,445.57,15.09,33.24,0,1,1
2022-08-24,shanghai,148.3,17.66,75.78,76.19,11.73,482.97,6.47,126.01,0,0,0
2023-11-01,london,151.74,5.34,66.89,64.65,19.75,390.48,3.58,127.68,0,0,0
2023-05-15,texas,57.8,29.74,60.19,68.01,15.91,405.5,10.51,42.23,0,0,0
2024-04-15,beijing,56.8,19.54,51.79,57.63,19.32,465.12,7.79,47.13,0,0,0
2022-06-27,kashmir,196.27,23.9,68.35,60.91,25.56,375.38,9.73,145.51,0,0,0
2024-02-14,chennai,65.51,31.99,66.79,75.3,19.62,415.75,11.56,56.7,0,0,0
2024-05-08,chennai,83.83,34.49,69.4,76.27,23.34,419.18,12.68,72.71,0,0,0
2021-04-27,kashmir,143.04,20.8,72.35,72.56,18.84,380.39,8.13,107.54,0,0,0
2024-05-21,florida,120.45,28.81,77.04,81.24,25.08,389.88,11.15,88.32,0,0,0
2022-10-12,newyork,141.19,15.73,70.4,70.35,15.96,402.85,6.31,120.36,0,0,0
2023-09-12,delhi,79.26,33.42,60.29,65.45,30.76,463.12,13.1,60.78,0,0,0
2023-10-16,chennai,129.28,25.69,73.57,75.81,11.13,440.39,8.82,101.81,0,0,0
2023-06-24,chennai,106.27,31.06,66.42,69.74,4.61,425.23,9.78,93.95,0,0,0
2021-12-11,newyork,134.65,9.2,70.62,71.44,14.84,393.09,4.24,120.44,0,0,0
2025-08-16,texas,109.87,27.08,54.33,54.18,12.56,409.96,9.38,81.19,0,0,0
2023-01-12,dubai,0.0,35.25,36.64,45.79,12.1,449.37,11.79,0.0,0,1,1
2023-12-08,delhi,63.68,25.71,61.31,68.68,5.74,438.61,8.29,48.59,0,0,0
2021-07-12,london,153.28,18.29,74.5,73.96,19.01,402.79,7.39,116.04,0,0,0
2025-03-29,kolkata,67.41,27.12,68.15,76.76,17.58,437.65,9.9,47.95,0,0,0
2021-07-24,texas,93.07,31.78,63.76,68.06,16.5,402.07,11.18,71.54,0,0,0
2024-02-17,newyork,126.24,14.25,68.29,69.58,11.31,403.15,5.41,105.61,0,0,0
2023-02-12,newyork,68.72,12.95,63.53,70.83,17.24,411.7,5.61,53.69,0,0,0
2021-12-04,chennai,99.19,27.87,69.28,74.2,10.04,427.55,9.37,87.46,0,0,0
2023-04-15,texas,31.18,28.92,58.49,69.22,11.48,419.58,9.82,24.78,0,0,0
2021-04-25,beijing,35.72,15.39,46.41,53.55,13.06,463.94,5.92,26.46,0,0,0
2025-02-12,london,149.2,8.74,68.8,67.35,13.88,400.49,4.01,130.85,0,0,0
2021-08-02,shanghai,142.18,22.65,77.86,79.56,9.51,466.9,7.75,126.2,0,0,0
2022-07-08,gujarat,78.52,42.88,48.55,50.87,12.05,444.76,14.07,66.56,0,0,0
2025-03-18,chennai,53.32,27.25,72.06,83.4,14.69,432.09,9.64,45.87,0,0,0
2021-08-02,kolkata,162.98,33.11,81.04,80.93,11.11,439.17,11.04,126.92,1,0,0
2022-04-25,florida,98.43,32.57,73.07,79.03,12.73,389.88,11.04,76.77,0,0,0
2023-06-22,beijing,74.37,16.4,52.1,55.83,9.52,482.46,5.87,61.94,0,0,0
2022-08-26,kashmir,230.82,18.66,74.3,64.03,20.35,380.02,7.63,163.35,0,0,0
2022-01-03,karachi,19.16,28.85,59.0,71.35,15.02,442.13,10.16,16.16,0,0,0
2023-11-28,moscow,109.67,4.62,62.11,63.92,16.94,398.95,3.08,92.06,0,0,0
2022-09-13,kashmir,209.09,17.76,76.52,69.51,11.27,380.69,6.46,163.81,0,0,0
2022-11-22,karachi,42.84,26.99,58.2,67.4,15.06,435.67,9.6,32.48,0,0,0
2025-09-18,delhi,88.51,33.2,59.39,63.18,13.77,447.62,11.34,67.23,0,0,0
2025-10-06,gujarat,68.57,28.64,49.31,53.06,14.12,432.27,10.01,61.55,0,0,0
2022-03-14,newyork,107.2,16.23,65.62,68.63,12.45,402.23,6.11,81.08,0,0,0
2022-12-06,chennai,100.39,24.8,79.96,87.4,12.92,419.27,8.73,86.01,0,0,0
2021-03-23,mumbai,95.94,28.34,70.44,76.05,2.87,430.27,8.79,76.31,0,0,0
2025-07-22,newyork,101.52,22.07,56.53,57.97,16.22,404.57,8.24,76.8,0,0,0
2025-10-06,london,177.64,6.77,75.76,72.49,0.73,393.95,2.11,133.54,0,0,0
2023-12-11,gujarat,36.93,29.36,50.25,58.19,15.23,425.13,10.33,25.96,0,0,0
2025-02-09,karachi,36.87,28.9,58.15,68.07,5.98,437.6,9.27,29.74,0,0,0
2024-08-27,gujarat,88.66,37.49,48.47,49.51,24.34,444.16,13.68,71.2,0,0,1
2023-11-02,florida,121.44,22.72,80.48,85.42,17.52,400.11,8.57,94.34,0,0,0
2022-03-23,karachi,0.0,33.59,60.65,75.81,5.79,434.37,10.66,0.0,0,1,0
2023-10-31,mumbai,146.36,28.23,69.7,68.83,25.98,421.31,11.07,115.49,0,0,0
2022-12-09,dubai,34.55,35.43,38.3,43.56,18.89,454.19,12.52,28.75,0,1,1
2021-11-29,gujarat,54.11,30.44,47.46,52.56,18.05,453.11,10.94,39.23,0,0,0
2024-04-26,kolkata,157.47,34.51,82.56,83.52,18.61,433.97,12.21,115.29,1,0,0
2022-08-08,dubai,32.36,39.68,38.11,43.59,13.78,447.14,13.28,27.97,0,1,1
2025-10-24,florida,158.49,23.7,84.72,86.09,26.05,405.61,9.71,135.87,0,0,0
2024-12-11,california,83.81,17.88,48.72,50.43,13.75,409.97,6.74,75.2,0,0,0
2024-09-02,kolkata,188.08,29.65,81.39,78.23,12.17,427.27,10.11,154.98,1,0,0
2023-01-01,texas,63.84,20.87,56.82,63.05,11.0,422.27,7.36,53.91,0,0,0
2021-01-04,florida,115.43,18.81,70.96,74.27,20.42,388.16,7.69,89.08,0,0,0
2024-02-13,texas,36.17,23.04,55.16,64.43,17.49,406.25,8.66,27.0,0,0,0
2023-09-16,mumbai,148.39,28.45,78.74,79.88,11.19,411.39,9.65,127.96,0,0,0
2021-10-18,kolkata,191.47,30.09,81.86,78.39,9.23,435.45,9.95,157.38,1,0,0
2023-02-28,texas,39.34,26.68,50.62,58.36,4.68,419.03,8.47,32.09,0,0,0
2025-06-30,california,114.23,26.21,62.7,64.1,15.14,404.77,9.38,85.28,0,0,0
2022-10-31,california,113.28,18.38,65.54,67.77,12.96,394.51,6.81,83.0,0,0,0
2022-10-06,california,88.57,14.92,59.78,63.65,18.98,412.05,6.37,69.77,0,0,0
2021-05-31,mumbai,119.73,37.48,77.47,81.87,15.48,400.06,12.79,85.76,0,0,0
2020-12-11,dubai,20.94,32.19,32.31,37.77,11.14,453.23,10.77,17.99,0,1,0
2025-10-09,mumbai,161.79,26.2,73.08,71.12,19.44,419.35,9.8,140.05,1,0,0
2022-06-30,texas,68.91,33.9,56.92,62.53,14.25,419.61,11.6,56.65,0,0,0
2025-03-15,karachi,10.08,28.44,54.12,66.39,8.01,442.58,9.33,9.06,0,0,0
2023-01-13,kolkata,129.81,28.73,76.45,79.34,17.56,436.11,10.37,116.17,0,0,0
2025-08-20,dubai,60.8,43.83,43.21,46.41,12.29,443.03,14.38,46.96,0,0,1
2025-06-21,delhi,59.41,36.82,59.86,67.39,11.83,449.17,12.23,47.16,0,0,0
2021-11-16,london,180.61,4.2,75.67,72.01,14.66,390.35,2.72,143.69,0,0,0
2025-03-21,dubai,1.87,38.58,40.24,50.06,19.6,442.07,13.53,1.43,0,1,0
2025-01-27,dubai,1.63,32.86,39.37,49.01,14.37,452.12,11.3,1.29,0,1,0
2024-08-13,chennai,121.09,35.92,80.04,84.92,16.08,416.39,12.38,107.48,0,0,0
2023-09-10,texas,95.92,32.82,57.76,60.21,13.84,408.53,11.23,80.97,0,0,0
2022-11-08,texas,114.37,23.83,67.61,70.21,19.12,435.12,9.06,95.7,0,0,0
2020-10-30,newyork,141.9,14.1,68.92,68.41,14.35,390.03,5.67,102.87,0,0,0
2024-09-08,kashmir,207.51,19.41,72.05,64.13,17.45,379.5,7.57,156.07,0,0,0
2022-05-30,shanghai,116.97,24.78,72.72,76.28,19.92,475.32,9.43,89.04,0,0,0
2023-04-16,florida,105.63,25.76,75.8,81.55,21.42,407.59,9.87,87.0,0,0,0
2023-07-22,delhi,87.71,38.44,55.3,58.16,8.03,456.05,12.34,78.2,0,0,0
2023-10-07,gujarat,53.06,35.13,50.22,56.14,17.77,433.24,12.32,39.64,0,0,0
2023-07-03,shanghai,124.4,21.18,72.45,75.02,8.82,482.98,7.24,90.98,0,0,0
2020-11-17,florida,144.62,23.36,82.55,85.1,13.54,391.68,8.36,126.65,0,0,0
2025-05-02,mumbai,108.98,34.56,73.0,77.63,9.07,419.44,11.27,80.39,0,0,0
2020-10-29,moscow,113.31,8.14,64.41,66.35,16.72,416.66,4.12,82.27,0,0,0
2022-09-18,beijing,106.11,12.78,56.2,56.99,20.9,496.6,5.92,87.62,0,0,0
2022-03-26,california,54.2,24.86,51.66,57.8,19.73,411.34,9.43,46.97,0,0,0
2024-04-12,dubai,0.0,41.75,38.38,47.97,16.08,444.9,14.13,0.0,0,1,1
2021-12-13,moscow,74.4,2.24,69.66,77.78,12.01,405.43,1.87,63.42,0,0,0
2025-09-23,newyork,148.76,15.93,70.55,69.6,17.05,399.54,6.48,122.97,0,0,0
2023-04-18,dubai,2.11,39.92,33.12,41.14,13.5,449.36,13.33,1.74,0,1,1
2022-07-17,florida,147.37,32.38,84.28,86.92,13.95,398.32,11.11,125.85,0,0,0
2021-12-27,chennai,96.1,25.67,71.57,77.45,15.56,413.14,9.26,82.3,0,0,0
2023-11-28,newyork,121.39,9.65,63.47,64.16,24.3,385.51,5.32,106.97,0,0,0
2024-12-18,kolkata,146.07,25.32,75.69,76.35,18.48,437.0,9.44,109.36,0,0,0
2021-04-23,london,123.59,12.67,72.89,75.67,21.49,390.31,5.95,98.88,0,0,0
2021-10-08,karachi,35.58,25.71,61.78,72.78,13.31,435.78,9.04,31.02,0,0,0
2023-08-06,kashmir,202.29,22.7,74.12,67.37,16.68,386.91,8.48,147.85,0,0,0
2024-02-17,gujarat,20.09,31.99,45.26,54.07,6.37,436.88,10.23,15.45,0,1,0
2023-05-17,london,139.29,18.57,76.94,78.76,16.65,399.94,7.23,115.11,0,0,0
2023-11-23,beijing,53.73,10.02,49.75,55.47,19.23,486.66,4.93,39.18,0,0,0
2021-05-06,chennai,71.41,37.01,65.2,72.58,18.2,428.32,12.92,61.84,0,0,0
2025-06-14,newyork,119.0,16.71,66.64,68.42,24.74,395.22,7.49,94.91,0,0,0
2025-06-30,delhi,84.72,33.34,56.45,59.97,28.84,451.43,12.89,74.84,0,0,0
2025-09-05,dubai,71.23,36.52,41.87,43.44,28.19,448.13,13.77,52.6,0,0,1
2024-08-05,california,108.39,25.2,60.01,61.47,26.08,408.93,10.17,87.64,0,0,0
2023-03-26,california,43.01,23.39,51.51,59.01,25.54,402.72,9.57,36.8,0,0,0
2021-08-02,beijing,68.6,15.69,51.49,55.79,17.79,483.21,6.49,49.18,0,0,0
2021-10-19,texas,82.46,18.94,63.31,68.83,16.01,407.61,7.28,73.65,0,0,0
2021-10-02,gujarat,81.95,29.35,55.18,58.73,20.16,445.86,10.82,72.0,0,0,0
2022-03-14,london,102.39,15.91,67.72,71.85,20.65,397.18,6.84,76.02,0,0,0
2024-06-16,kolkata,115.92,33.37,71.52,74.91,13.53,420.02,11.36,84.85,0,0,0
2020-11-28,dubai,22.74,34.35,38.67,45.49,19.8,438.03,12.28,17.6,0,1,0
2022-08-09,california,129.63,23.5,60.57,59.51,14.54,414.71,8.51,114.01,0,0,0
2024-10-11,karachi,68.33,31.39,64.59,72.19,12.22,439.53,10.64,59.45,0,0,0
2022-10-12,florida,138.32,23.82,83.83,87.49,15.19,412.82,8.66,122.61,0,0,0
2025-07-16,california,69.5,25.65,61.71,68.45,14.99,403.68,9.19,58.17,0,0,0
2021-04-12,delhi,62.85,34.28,55.59,61.63,15.67,442.3,11.85,51.7,0,0,0
2023-07-23,florida,145.33,30.03,80.31,82.23,11.74,406.55,10.18,109.09,0,0,0
2023-03-20,karachi,6.93,22.25,54.92,67.78,24.99,438.06,9.17,4.97,0,0,0
2023-11-08,shanghai,138.77,18.74,72.69,73.52,11.7,473.13,6.79,99.95,0,0,0
2023-11-25,london,156.15,10.63,77.73,77.64,18.91,379.88,5.08,136.59,0,0,0
2025-06-01,mumbai,123.92,31.08,75.67,79.09,9.85,418.4,10.31,90.73,0,0,0
2021-07-13,delhi,83.98,35.32,60.75,65.44,15.11,450.21,12.11,74.75,0,0,0
2024-02-28,dubai,5.2,37.34,35.47,43.69,10.91,423.8,12.29,4.15,0,1,1
2023-08-16,dubai,58.48,39.65,41.52,44.59,7.47,433.26,12.64,50.22,0,0,1
2024-04-27,chennai,58.02,34.55,67.21,76.76,12.4,417.92,11.6,45.96,0,0,0
2024-03-12,karachi,10.54,31.84,55.57,68.15,20.18,433.14,11.57,8.07,0,1,0
2020-11-11,moscow,104.84,0.64,62.14,64.57,10.38,427.62,1.23,74.99,0,0,0
2023-07-19,chennai,85.95,35.17,74.2,82.01,9.67,417.31,11.52,74.23,0,0,0
2022-07-07,newyork,131.88,25.28,67.74,68.19,13.51,389.55,8.93,99.75,0,0,0
2025-01-25,moscow,76.72,-0.29,68.71,76.29,14.47,424.47,1.36,55.65,0,0,0
2020-11-02,chennai,64.28,26.57,67.47,76.3,15.67,413.59,9.54,46.41,0,0,0
2020-11-17,beijing,84.3,11.14,46.31,47.35,12.66,480.74,4.61,65.35,0,0,0
2024-05-02,karachi,7.9,32.43,57.03,70.3,14.29,440.48,11.16,6.54,0,1,0
2023-05-26,newyork,87.06,13.88,62.91,67.75,1.88,403.83,4.35,71.82,0,0,0
2024-09-25,kolkata,187.72,36.37,90.27,89.37,19.74,436.97,12.89,136.51,1,0,0
2022-08-09,kashmir,193.59,19.31,69.16,62.25,14.62,369.2,7.26,151.29,0,0,0
2021-11-12,kolkata,157.2,21.46,78.05,77.91,21.8,454.61,8.62,127.7,0,0,0
2022-12-24,gujarat,29.78,28.48,42.69,49.64,11.59,443.46,9.7,21.66,0,0,0
2023-06-22,delhi,79.91,39.42,60.39,65.5,17.38,443.18,13.56,59.83,0,0,0
2023-07-04,shanghai,154.14,20.4,76.14,75.91,10.89,475.09,7.21,120.3,0,0,0
2021-03-28,texas,29.04,24.95,54.87,64.96,9.4,401.49,8.43,24.81,0,0,0
2022-01-16,mumbai,89.73,23.19,65.69,70.89,18.22,417.01,8.78,66.23,0,0,0
2024-07-06,dubai,30.73,44.65,31.96,36.1,14.99,448.58,14.89,24.59,0,1,1
2023-01-27,karachi,0.0,23.14,61.13,76.42,11.66,426.54,8.11,0.0,0,0,0
2022-03-07,florida,82.06,24.3,71.22,78.77,10.66,405.97,8.36,72.08,0,0,0
2022-02-03,karachi,3.94,25.61,55.01,68.27,16.22,434.17,9.3,3.54,0,0,0
2021-12-07,moscow,119.06,4.47,59.4,59.37,8.18,418.66,2.16,104.85,0,0,0
2020-11-22,shanghai,121.09,12.94,67.65,69.43,26.03,480.27,6.49,100.57,0,0,0
2020-12-08,chennai,110.36,29.0,72.14,76.39,12.72,428.91,9.97,89.67,0,0,0
2025-02-10,beijing,44.07,9.21,51.79,59.24,17.4,481.59,4.5,34.83,0,0,0
2025-07-30,texas,97.85,32.16,61.37,64.49,13.04,421.41,10.95,85.74,0,0,0
2023-11-23,shanghai,123.82,14.22,75.69,79.14,11.37,464.49,5.4,105.94,0,0,0
2022-08-22,kashmir,174.9,13.43,66.44,61.19,3.78,383.51,4.41,150.72,0,0,0
2022-07-28,mumbai,139.35,37.94,70.97,71.29,15.72,412.32,12.95,113.63,0,0,0
2022-06-22,chennai,96.26,36.7,70.95,76.66,18.13,449.12,12.82,74.3,0,0,0
2021-12-09,dubai,0.0,30.81,37.0,46.25,6.85,464.26,9.93,0.0,0,1,0
2024-10-05,texas,98.4,25.64,57.49,59.56,10.85,407.15,8.78,81.57,0,0,0
2022-05-15,karachi,26.92,35.56,57.92,69.04,9.65,443.24,11.63,24.22,0,1,0
2024-09-24,california,110.69,24.28,63.84,65.96,14.66,414.71,8.75,97.84,0,0,0
2024-08-12,london,170.01,15.69,77.29,75.37,8.18,397.17,5.53,146.23,0,0,0
2025-03-16,karachi,0.0,31.81,56.02,70.02,18.69,436.64,11.41,0.0,0,1,0
2022-04-10,moscow,72.1,12.33,65.5,72.86,25.93,439.15,6.29,58.5,0,0,0
2021-02-25,london,131.51,7.78,67.74,68.23,10.94,388.64,3.43,111.78,0,0,0
2024-11-22,dubai,29.67,28.48,42.56,49.49,18.65,448.51,10.41,21.98,0,0,0
2024-05-15,gujarat,11.75,40.21,41.59,50.51,15.1,445.67,13.57,8.34,0,1,0
2021-10-18,shanghai,156.68,14.74,74.6,73.66,18.72,459.27,6.29,133.56,0,0,0
2024-05-25,moscow,74.69,11.82,64.39,71.16,13.9,410.57,4.94,66.44,0,0,0
2025-07-21,texas,89.55,28.98,58.08,61.41,10.96,421.8,9.79,73.75,0,0,0
2025-06-14,gujarat,52.17,39.96,48.81,54.49,18.44,443.06,13.83,43.96,0,0,0
2021-12-22,texas,83.59,20.25,56.82,60.57,18.82,430.7,7.96,59.34,0,0,0
2025-07-04,newyork,124.99,15.44,66.83,67.91,15.74,394.88,6.21,105.52,0,0,0
2022-06-07,beijing,47.55,15.81,49.76,56.25,19.03,481.04,6.65,33.81,0,0,0
2025-03-20,shanghai,95.59,16.5,73.37,79.76,20.31,473.87,6.98,85.44,0,0,0
2023-12-08,dubai,27.08,33.08,38.95,45.3,16.23,441.8,11.55,21.57,0,1,0
2022-02-19,kolkata,123.69,25.01,76.33,79.95,5.51,420.13,8.05,104.27,0,0,0
2020-12-17,shanghai,90.15,11.16,67.97,73.7,11.75,462.5,4.52,64.55,0,0,0
2020-11-04,newyork,133.83,12.2,71.52,72.67,15.69,397.3,5.23,114.63,0,0,0
2022-03-21,shanghai,106.49,18.1,72.51,77.33,12.78,466.39,6.71,79.05,0,0,0
2023-01-08,delhi,43.63,26.27,55.75,64.23,20.99,451.53,9.98,38.41,0,0,0
2024-03-31,texas,61.61,28.0,58.59,65.54,16.6,412.79,10.06,50.02,0,0,0
2021-05-11,london,141.11,16.54,74.16,75.06,21.06,398.5,7.07,105.57,0,0,0
2025-07-25,newyork,141.76,17.29,64.17,62.49,17.2,398.81,6.91,99.28,0,0,0
2023-02-01,gujarat,22.53,28.12,49.31,58.82,23.29,428.12,10.77,18.82,0,0,0
2021-02-28,gujarat,20.06,32.29,41.9,49.87,16.63,450.08,11.35,15.86,0,1,0
2025-03-11,texas,48.14,32.05,57.01,65.24,14.03,420.33,11.02,38.54,0,1,0
2024-11-06,kolkata,156.26,18.46,83.66,85.05,10.07,422.61,6.54,120.52,0,0,0
2022-08-06,dubai,54.62,38.4,46.35,51.11,13.11,430.61,12.83,48.16,0,0,0
2022-08-02,shanghai,144.02,21.26,80.48,82.6,2.05,453.91,6.58,108.26,0,0,0
2024-07-28,shanghai,132.57,27.49,74.04,75.97,15.71,465.24,9.82,110.64,0,0,0
2022-12-14,delhi,91.09,29.41,52.81,54.63,16.21,447.22,10.44,75.64,0,0,0
2022-09-21,kolkata,164.49,25.2,79.86,79.27,11.02,440.03,8.66,129.56,1,0,0
2021-06-20,gujarat,46.3,41.89,55.78,63.93,12.13,432.9,13.78,38.69,0,1,0
2020-11-25,karachi,74.0,21.9,66.04,73.31,10.53,434.96,7.62,55.7,0,0,0
2022-08-20,shanghai,136.35,17.13,67.13,66.86,24.43,458.95,7.58,109.66,0,0,0
2024-02-27,california,52.83,15.58,50.92,57.05,25.11,396.98,7.19,40.65,0,0,0
2021-06-11,gujarat,51.26,40.68,52.94,59.76,20.46,433.45,14.25,38.41,0,0,0
2023-03-14,texas,24.96,26.63,56.81,67.9,27.94,425.33,10.78,20.75,0,0,0
2024-03-17,mumbai,101.75,27.48,65.47,69.12,11.12,409.9,9.35,87.3,0,0,0
2023-11-09,dubai,45.4,33.87,42.46,47.4,17.08,462.95,11.87,37.79,0,1,0
2022-04-27,texas,62.68,28.99,63.3,71.29,7.52,418.65,9.45,49.63,0,0,0
2021-04-04,mumbai,95.21,28.7,71.95,78.04,16.39,425.57,10.25,68.53,0,0,0
2025-05-28,florida,110.08,29.25,71.77,75.95,27.13,411.48,11.49,96.58,0,0,0
2022-06-08,california,106.0,24.91,59.77,61.47,13.28,410.28,8.8,92.38,0,0,0
2021-07-22,karachi,45.87,31.48,64.58,75.0,9.39,442.87,10.38,39.12,0,1,0
2024-05-03,florida,129.63,29.87,78.19,81.54,16.71,409.42,10.63,101.99,0,0,0
2020-11-13,karachi,34.78,25.79,55.6,65.15,11.38,437.6,8.88,28.5,0,0,0
2024-03-22,shanghai,118.36,17.86,77.08,81.55,17.18,489.22,7.08,89.11,0,0,0
2021-06-24,gujarat,45.77,43.49,48.98,55.5,12.85,435.61,14.33,32.18,0,1,0
2023-06-28,karachi,19.17,35.96,58.74,71.03,4.33,447.09,11.22,15.72,0,1,0
2022-02-22,shanghai,81.67,18.91,61.77,67.01,10.94,481.46,6.77,58.91,0,0,0
2024-03-12,chennai,51.86,30.1,64.84,74.57,20.8,439.86,11.11,40.09,0,0,0
2025-06-24,london,157.86,18.45,71.7,69.89,20.26,392.07,7.56,126.56,0,0,0
2022-08-26,mumbai,156.94,32.42,75.88,75.24,16.98,430.03,11.42,134.97,1,0,0
2025-09-12,delhi,107.32,33.88,55.32,55.73,13.34,450.4,11.5,82.06,0,0,0
2021-06-26,newyork,90.77,22.61,59.97,63.61,11.41,402.48,7.92,68.78,0,0,0
2023-08-28,gujarat,80.94,41.48,52.41,55.4,19.74,453.46,14.42,61.67,0,0,0
2024-08-06,london,191.94,13.31,78.25,73.82,9.09,374.18,4.9,160.84,0,0,0
2023-10-03,kolkata,151.25,27.55,74.58,74.32,17.25,441.32,9.99,130.52,1,0,0
2023-12-14,newyork,119.66,9.17,65.1,66.41,9.54,390.86,3.71,87.41,0,0,0
2021-11-12,london,157.44,11.72,71.75,70.0,14.08,380.45,4.92,115.9,0,0,0
2023-12-15,kashmir,197.38,8.44,72.11,65.47,13.86,396.97,3.92,158.33,0,0,0
2022-04-06,london,133.87,15.75,70.18,70.99,15.93,389.66,6.32,107.89,0,0,0
2025-02-14,florida,84.31,22.91,74.97,83.17,16.8,408.35,8.55,67.16,0,0,0
2021-02-27,chennai,91.87,25.41,74.08,81.12,10.35,434.23,8.66,79.23,0,0,0
2020-12-14,moscow,94.43,3.18,64.56,68.89,20.17,421.08,2.97,78.5,0,0,0
2022-10-21,gujarat,56.5,34.95,50.88,56.54,8.82,447.21,11.37,40.16,0,0,0
2022-10-20,mumbai,147.37,26.1,72.82,72.6,11.87,430.99,9.02,112.16,0,0,0
2020-12-29,florida,130.18,20.6,76.4,79.22,11.66,401.83,7.34,114.78,0,0,0
2023-01-02,gujarat,44.99,32.56,48.24,54.67,23.97,431.23,12.16,34.13,0,1,0
2023-01-26,dubai,1.49,28.64,35.45,44.13,18.06,458.25,10.4,1.3,0,0,0
2022-06-20,karachi,63.01,35.73,65.53,74.04,18.91,431.29,12.61,46.22,0,0,0
2023-02-13,dubai,0.0,33.25,36.33,45.42,10.59,466.48,11.03,0.0,0,1,0
2022-01-27,florida,107.41,24.98,78.51,84.71,17.02,407.76,9.2,82.68,0,0,0
2022-09-25,kolkata,136.04,27.37,80.41,83.51,18.62,434.5,10.07,105.9,0,0,0
2021-06-01,chennai,81.16,33.04,75.49,84.22,12.71,433.0,11.18,58.46,0,0,0
2021-07-22,dubai,12.93,43.24,39.69,48.0,19.03,443.2,14.88,10.86,0,1,1
2024-02-12,california,61.67,18.43,53.14,58.71,8.3,416.07,6.36,48.77,0,0,0
2021-03-24,beijing,6.78,15.5,43.45,53.47,20.15,480.04,6.67,5.83,0,0,0
2025-01-17,mumbai,123.85,25.87,71.74,74.2,5.55,417.53,8.32,93.45,0,0,0
2024-08-17,dubai,55.8,40.21,34.8,36.52,13.35,459.87,13.4,42.23,0,0,1
2025-01-28,moscow,63.26,3.6,69.04,78.39,7.06,411.23,1.79,47.34,0,0,0
2024-11-04,newyork,125.22,9.86,70.58,72.58,15.97,395.3,4.56,87.88,0,0,0
2021-03-04,moscow,45.07,10.56,53.08,60.71,27.51,425.37,5.92,34.1,0,0,0
2022-03-14,newyork,83.03,14.98,63.36,68.82,14.61,412.7,5.96,63.44,0,0,0
2022-06-09,london,130.73,16.53,75.9,78.53,10.12,385.27,5.97,104.22,0,0,0
2022-04-14,florida,104.46,29.74,71.61,76.45,16.57,410.52,10.58,76.43,0,0,0
2022-11-10,chennai,93.43,25.02,67.89,73.18,13.09,427.16,8.82,74.59,0,0,0
2021-10-27,kashmir,167.68,14.22,68.23,64.33,16.95,377.39,5.96,126.85,0,0,0
2021-05-31,newyork,80.9,18.95,65.62,71.91,14.51,413.73,7.13,70.66,0,0,0
2020-10-28,florida,161.48,21.47,77.78,77.04,15.76,411.92,8.02,137.38,0,0,0
2024-06-02,kashmir,211.27,23.75,69.9,60.97,16.16,377.28,8.74,188.55,0,0,0
2024-06-30,kashmir,171.61,24.97,60.09,53.67,18.8,390.87,9.37,145.18,0,0,0
2022-06-09,newyork,131.72,15.64,72.18,73.75,15.41,398.59,6.23,114.85,0,0,0
2021-05-25,kashmir,152.91,20.14,70.52,69.04,21.89,379.65,8.23,110.0,0,0,0
2021-02-19,newyork,84.13,10.82,59.68,64.09,7.82,396.1,4.03,72.02,0,0,0
