Region,Temperature_C,Rainfall_mm,Humidity_%,CO2_ppm,Flood_Risk,Drought_Risk,Heatwave_Risk,Date
guangzhou,16.796666666666667,262.92,82.55,458.74666666666667,0,0,0,2017-11
guangzhou,15.690000000000001,217.68,76.105,480.24,0,0,0,2017-12
guangzhou,19.65,284.07,74.63,470.795,0,0,0,2018-01
guangzhou,25.145,421.22,69.15,468.455,1,0,1,2018-03
guangzhou,30.28,474.33,79.96000000000001,465.975,1,0,0,2018-04
guangzhou,33.045,476.11,66.57,461.475,1,0,1,2018-05
guangzhou,30.92,418.02,76.535,466.135,1,0,0,2018-06
guangzhou,32.3,201.86,82.79,465.76,1,0,0,2018-07
guangzhou,27.335,265.58,78.97,457.57,0,0,0,2018-08
guangzhou,22.009999999999998,168.7,79.755,464.38,0,0,0,2018-09
guangzhou,21.15,77.62,83.02,477.69,0,0,0,2018-10
guangzhou,17.235,258.46,80.745,470.28999999999996,0,0,0,2018-11
guangzhou,12.32,378.17,77.06333333333333,466.2866666666667,0,0,0,2018-12
guangzhou,14.496,672.81,80.328,478.5,0,0,0,2019-01
guangzhou,24.263333333333332,566.24,84.78666666666668,471.31,1,0,0,2019-02
guangzhou,19.41,452.72,80.875,477.225,1,0,0,2019-03
guangzhou,30.39,502.41999999999996,73.805,459.505,1,0,0,2019-04
guangzhou,31.94,203.41,81.83,468.05,1,0,0,2019-05
guangzhou,32.28,445.81,80.35,470.88,1,0,0,2019-06
guangzhou,33.56,585.19,84.11333333333333,469.1933333333333,1,0,0,2019-07
guangzhou,30.9,314.36,74.12,467.765,1,0,0,2019-08
guangzhou,27.349999999999998,329.53999999999996,76.32666666666667,474.9066666666667,0,0,0,2019-09
guangzhou,22.616666666666664,467.57,76.40666666666667,463.9666666666667,1,0,0,2019-10
guangzhou,19.6,159.89,75.68,481.94,0,0,0,2020-01
guangzhou,19.16,563.8199999999999,76.52666666666666,462.59999999999997,1,0,0,2020-02
guangzhou,25.072,1179.85,79.97200000000001,470.01000000000005,1,0,0,2020-03
guangzhou,32.365,453.41999999999996,69.05,478.525,1,0,1,2020-04
guangzhou,33.75,237.83,77.11,478.42,1,0,0,2020-05
guangzhou,29.6525,1331.42,77.48,473.09000000000003,1,0,0,2020-06
guangzhou,30.25,181.02,82.68,474.21,1,0,0,2020-07
guangzhou,28.498,629.16,80.968,465.438,1,0,0,2020-08
guangzhou,15.51,82.81,74.34,463.92,0,0,0,2020-11
guangzhou,15.2975,372.31,79.45,471.69,0,0,0,2020-12
guangzhou,20.16,285.65999999999997,78.92,477.53,0,0,0,2021-01
guangzhou,28.939999999999998,459.39,81.80000000000001,467.69500000000005,1,0,0,2021-04
guangzhou,27.86,707.44,84.44333333333333,472.1566666666667,1,0,0,2021-05
guangzhou,34.620000000000005,726.45,81.58666666666666,475.2133333333333,1,0,0,2021-06
guangzhou,32.38,178.97,82.12,480.23,1,0,0,2021-07
guangzhou,27.15,256.83000000000004,78.32,480.93,0,0,0,2021-08
guangzhou,27.2,114.66,85.54,479.7,0,0,0,2021-09
guangzhou,20.98,73.81,82.65,479.5,0,0,0,2021-10
guangzhou,19.25,101.66,83.51,483.74,0,0,0,2021-11
guangzhou,17.295,233.07,76.31,487.13,0,0,0,2021-12
guangzhou,18.54,186.86,77.19,476.04,1,0,0,2022-02
guangzhou,28.49,907.52,79.16499999999999,487.40250000000003,1,0,0,2022-04
guangzhou,33.47,237.45,89.45,479.88,1,0,0,2022-05
guangzhou,32.91,215.56,83.7,482.74,1,0,0,2022-06
guangzhou,32.029999999999994,1021.9300000000001,80.878,478.584,1,0,0,2022-07
guangzhou,29.3875,556.41,75.43,475.89750000000004,0,0,0,2022-08
guangzhou,25.23,116.27,74.66,457.1,0,0,0,2022-09
guangzhou,22.75,319.76,82.27000000000001,477.29499999999996,1,0,0,2022-10
guangzhou,17.247500000000002,455.3,83.61,479.5325,0,0,0,2022-12
guangzhou,19.215,336.65,79.09,475.23,1,0,0,2023-01
guangzhou,19.15,147.83,75.16,481.75,0,0,0,2023-02
guangzhou,28.295,481.86,77.69,491.745,1,0,0,2023-03
guangzhou,26.7,706.8800000000001,78.39333333333333,487.47333333333336,1,0,0,2023-04
guangzhou,30.520000000000003,475.94,75.37,482.71,1,0,0,2023-06
guangzhou,30.05,201.32,88.31,480.39,1,0,0,2023-07
guangzhou,33.1,156.75,82.77,502.49,1,0,0,2023-08
guangzhou,25.776666666666667,276.99,80.63,480.6666666666667,0,0,0,2023-09
guangzhou,21.446,405.79999999999995,79.776,475.70799999999997,0,0,0,2023-10
guangzhou,18.47,60.48,85.52,491.26,0,0,0,2023-11
guangzhou,14.436666666666667,454.19000000000005,76.94,483.8633333333334,0,0,0,2024-01
guangzhou,15.45,185.02,74.9,468.13,1,0,0,2024-02
guangzhou,25.39,237.73,85.6,491.01,1,0,0,2024-03
guangzhou,28.24,725.14,76.62,485.62999999999994,1,0,0,2024-04
guangzhou,35.85,269.15,83.58,486.27,1,0,0,2024-05
guangzhou,32.056,1172.54,77.05799999999999,486.662,1,0,0,2024-06
guangzhou,37.44,202.3,84.08,501.84,1,0,0,2024-07
guangzhou,29.895,269.26,82.345,492.065,0,0,0,2024-08
guangzhou,25.83,229.01,84.53999999999999,484.26,0,0,0,2024-09
guangzhou,21.526,413.82,80.34,478.128,0,0,0,2024-10
guangzhou,20.915,163.28,79.53999999999999,484.07,0,0,0,2024-11
guangzhou,18.51,123.09,89.74,474.36,0,0,0,2024-12
guangzhou,18.09,159.9,87.78,485.86,0,0,0,2025-01
guangzhou,19.08666666666667,492.8,78.3,479.84666666666664,0,0,0,2025-02
guangzhou,24.55333333333333,600.53,78.48666666666666,482.07,1,0,0,2025-03
guangzhou,29.18,278.91,83.25,482.39,1,0,0,2025-04
guangzhou,32.595,518.37,82.4,494.475,1,0,0,2025-05
guangzhou,31.3425,857.3499999999999,76.6975,488.345,1,0,0,2025-06
guangzhou,34.38,509.03,86.39333333333333,484.6466666666667,1,0,0,2025-07
guangzhou,29.04,295.93,75.27000000000001,484.04999999999995,1,0,0,2025-08
guangzhou,20.005,268.1,74.565,498.005,0,0,0,2025-10
gujarat,32.21,40.75,60.16,417.74,0,0,0,2015-10
gujarat,25.935000000000002,48.84,50.1,436.16999999999996,0,1,0,2015-11
gujarat,25.56,61.8,51.57,424.4,0,0,0,2015-12
gujarat,29.4875,136.31,55.105,447.2425,0,1,0,2016-01
gujarat,31.44,71.19,55.305,443.5,0,0,0,2016-02
gujarat,37.41,44.24,63.1,440.54,0,0,0,2016-03
gujarat,37.11,12.24,64.1,439.09,0,1,0,2016-04
gujarat,42.34,72.96,51.85,445.98,0,0,0,2016-05
gujarat,32.93,65.36,54.58,448.16,0,0,0,2016-06
gujarat,40.053333333333335,297.32,54.70666666666667,440.8666666666666,0,0,0,2016-07
gujarat,40.28,146.13,57.01,461.24,1,0,0,2016-08
gujarat,36.03,839.11,55.455999999999996,441.726,1,0,0,2016-09
gujarat,31.66,66.44,50.78,445.83,0,0,0,2016-10
gujarat,26.65,42.7,49.75,449.11,0,0,0,2016-11
gujarat,25.429999999999996,128.36,54.330000000000005,432.31,0,0,0,2016-12
gujarat,25.775,72.16,55.19,444.955,0,0,0,2017-01
gujarat,29.892500000000002,117.24,56.3975,448.525,0,1,0,2017-02
gujarat,35.88666666666666,72.81,54.35,450.56666666666666,0,1,0,2017-03
gujarat,38.46666666666667,60.97,56.86333333333334,431.25333333333333,0,1,0,2017-04
gujarat,42.628,178.23,50.748000000000005,443.22200000000004,0,1,1,2017-05
gujarat,41.3975,252.36,51.769999999999996,441.6975,0,0,1,2017-06
gujarat,42.05,430.14,54.7175,441.875,0,0,1,2017-07
gujarat,37.545,237.44,53.260000000000005,443.075,0,0,0,2017-08
gujarat,36.53,500.24,55.695,459.485,1,0,0,2017-09
gujarat,34.52,45.94,50.91,446.41,0,0,0,2017-10
gujarat,26.08,47.22,50.7,441.15,0,0,0,2017-11
gujarat,27.645,80.43,55.519999999999996,443.405,0,0,0,2017-12
gujarat,27.189999999999998,209.76,58.0025,450.8275,0,0,0,2018-01
gujarat,31.29,0.0,57.0,440.95,0,1,0,2018-02
gujarat,37.09,41.28,57.63,445.5,0,0,0,2018-03
gujarat,44.9,37.5,56.57,446.29,0,0,1,2018-05
gujarat,44.345,144.23,52.54,449.85,0,0,1,2018-06
gujarat,42.3,125.98,56.11,444.83,0,0,1,2018-08
gujarat,26.56,156.48,54.75,437.3,1,0,0,2018-10
gujarat,29.95,1.95,57.01,472.88,0,0,0,2018-12
gujarat,26.785,35.89,48.445,455.39,0,0,0,2019-02
gujarat,36.25,95.4,58.010000000000005,433.76,0,0,0,2019-03
gujarat,36.155,25.51,54.61,448.515,0,1,0,2019-04
gujarat,33.76,42.94,52.55,444.4,0,0,0,2019-05
gujarat,40.443333333333335,255.20999999999998,60.876666666666665,463.15000000000003,0,0,1,2019-06
gujarat,43.95,101.88,57.67,443.48,0,0,1,2019-07
gujarat,41.47666666666667,429.07,61.339999999999996,454.2033333333334,1,0,1,2019-08
gujarat,33.93,140.06,49.95,455.95,0,0,0,2019-09
gujarat,34.77,169.67,57.88666666666666,437.09,0,0,0,2019-10
gujarat,27.189999999999998,44.25,59.415,451.21000000000004,0,0,0,2019-11
gujarat,30.15,73.04,54.62,437.83,0,0,0,2019-12
gujarat,31.09,0.67,50.65,459.13,0,1,0,2020-01
gujarat,29.66,78.50999999999999,53.4,446.69,0,0,0,2020-02
gujarat,33.053333333333335,117.53999999999999,54.116666666666674,451.92333333333335,0,0,0,2020-03
gujarat,39.075,91.21,52.370000000000005,446.735,0,1,0,2020-04
gujarat,38.505,121.64,56.17,447.25,0,0,0,2020-05
gujarat,46.42,46.75,48.29,452.19,0,0,1,2020-06
gujarat,42.53,330.44,55.35666666666666,457.2633333333333,0,0,1,2020-07
gujarat,38.68,225.95999999999998,53.21,460.05499999999995,0,0,0,2020-08
gujarat,46.01,156.75,51.42,445.2,1,0,1,2020-09
gujarat,35.8,135.65,53.315,449.9,0,0,0,2020-10
gujarat,27.01,69.55,49.99,453.18,0,0,0,2020-11
gujarat,27.520000000000003,111.78,52.455,450.425,0,0,0,2020-12
gujarat,30.78,134.19,59.83,463.21000000000004,0,0,0,2021-01
gujarat,33.01666666666667,97.63,55.51666666666667,450.3833333333334,0,1,0,2021-02
gujarat,34.28666666666667,103.65,53.88333333333333,458.8566666666666,0,1,0,2021-03
gujarat,39.405,99.59,57.325,455.625,0,0,0,2021-04
gujarat,40.354,125.72,52.782,457.082,0,1,1,2021-05
gujarat,42.63,63.959999999999994,55.855000000000004,467.02,0,1,0,2021-06
gujarat,41.02,103.68,59.7,457.51,0,0,0,2021-07
gujarat,40.34,128.98,65.31,463.23,0,0,0,2021-08
gujarat,38.965,270.75,53.504999999999995,446.605,1,0,0,2021-09
gujarat,33.43666666666667,130.66,53.18666666666667,450.6166666666666,0,0,0,2021-10
gujarat,27.063333333333333,130.94,54.50666666666667,460.72,0,0,0,2021-11
gujarat,28.05,190.41,55.7,464.4175,1,0,0,2021-12
gujarat,27.926666666666666,260.37,55.846666666666664,453.1333333333334,0,0,0,2022-01
gujarat,29.846666666666664,62.42,54.663333333333334,464.58666666666664,0,1,0,2022-02
gujarat,38.28,58.92,48.894999999999996,452.28,0,1,0,2022-03
gujarat,41.21,93.39,52.94,457.68333333333334,0,1,1,2022-04
gujarat,39.38,77.92,49.25,463.58,0,0,0,2022-06
gujarat,42.47,97.66,54.13,448.78,0,0,1,2022-07
gujarat,40.019999999999996,248.32,61.58,461.90999999999997,0,0,0,2022-08
gujarat,33.97,36.26,52.73,446.8,0,0,0,2022-10
gujarat,29.65,138.57,55.5125,465.2225,0,0,0,2022-12
gujarat,28.942500000000003,168.46,56.3225,452.3325,0,0,0,2023-02
gujarat,39.315,54.67,57.894999999999996,464.12,0,1,0,2023-04
gujarat,42.2525,184.34,55.5925,469.995,0,0,1,2023-05
gujarat,43.47,124.65,61.05,467.34,0,0,1,2023-06
gujarat,37.32,136.18,54.49,476.88,0,0,0,2023-08
gujarat,30.26,20.31,45.48,458.81,0,0,0,2023-10
gujarat,30.286666666666665,125.09,53.36666666666667,472.63000000000005,0,0,0,2024-01
gujarat,31.540000000000003,32.559999999999995,51.43666666666667,466.57666666666665,0,1,0,2024-02
gujarat,33.82,68.42,54.735,476.38,0,0,0,2024-03
gujarat,41.760000000000005,85.42,52.43,455.495,0,0,1,2024-05
gujarat,44.8025,402.61,59.2725,463.8075,0,0,1,2024-06
gujarat,41.93,143.12,53.82,470.88,1,0,0,2024-08
gujarat,40.026666666666664,458.80999999999995,54.593333333333334,473.7866666666667,1,0,1,2024-09
gujarat,29.496666666666666,125.89000000000001,57.663333333333334,453.03999999999996,0,0,0,2024-10
gujarat,29.564999999999998,102.2,54.535,465.44,0,0,0,2024-11
gujarat,30.38,29.0,50.35,469.92,0,0,0,2024-12
gujarat,39.0,38.89,46.15,474.49,0,0,0,2025-03
gujarat,43.14,3.45,61.57,460.15,0,1,0,2025-04
gujarat,39.22,92.05,54.41,471.41999999999996,0,0,0,2025-05
gujarat,45.031666666666666,625.72,58.215,472.73,1,0,1,2025-07
gujarat,36.875,461.59000000000003,56.8125,470.65999999999997,0,0,0,2025-09
islamabad,19.81,127.43,60.515,423.2825,0,0,0,2015-11
islamabad,16.35,139.97,57.665,433.12,0,0,0,2016-01
islamabad,21.816666666666666,264.39,63.13333333333333,437.63000000000005,0,0,0,2016-02
islamabad,23.7,337.75,62.14666666666667,420.1666666666667,0,0,0,2016-03
islamabad,27.675,237.38,54.864999999999995,424.91999999999996,0,0,0,2016-04
islamabad,34.17,91.29,58.71,422.13,0,0,0,2016-05
islamabad,34.72,137.37,57.48,432.28,0,0,0,2016-06
islamabad,32.865,238.24,55.965,415.285,0,0,0,2016-07
islamabad,36.35,93.76,59.83,441.82,0,0,0,2016-08
islamabad,18.316666666666666,139.29999999999998,62.76333333333333,429.52,0,0,0,2016-11
islamabad,15.97,56.5,60.04,420.54,0,0,0,2016-12
islamabad,17.43,55.53,59.82,432.66,0,0,0,2017-01
islamabad,20.22,331.31,63.64666666666667,421.40333333333336,0,0,0,2017-02
islamabad,24.475,247.57999999999998,62.255,430.99,0,0,0,2017-03
islamabad,27.366666666666664,362.15,65.89,441.91,1,0,0,2017-04
islamabad,33.24,112.94,55.49,428.55,0,0,0,2017-05
islamabad,32.8675,538.91,54.8175,430.875,1,0,0,2017-06
islamabad,27.63,104.19,55.87,442.03,0,0,0,2017-07
islamabad,29.8,209.88,62.54,432.6366666666666,0,0,0,2017-08
islamabad,28.3,297.89,61.089999999999996,430.40200000000004,0,0,0,2017-09
islamabad,21.58,73.3,62.28,442.34,0,0,0,2017-10
islamabad,18.945,85.79,63.58,423.56,0,0,0,2017-11
islamabad,18.89,178.43,58.0,433.6066666666666,0,0,0,2017-12
islamabad,17.933333333333334,487.05,61.39666666666667,426.72333333333336,0,0,0,2018-01
islamabad,23.015,200.83999999999997,61.215,426.885,0,0,0,2018-02
islamabad,30.6,110.23,69.37,432.54,0,0,0,2018-04
islamabad,29.310000000000002,277.91999999999996,59.42,434.25,1,0,0,2018-05
islamabad,30.11,127.96,60.96,421.02,0,0,0,2018-06
islamabad,35.92,109.54,58.79,437.08,0,0,0,2018-07
islamabad,29.305,144.56,66.42,427.505,0,0,0,2018-08
islamabad,23.31,124.72,58.010000000000005,427.0,0,0,0,2018-09
islamabad,20.68,89.71000000000001,59.915,434.91999999999996,0,0,0,2018-10
islamabad,17.73,23.91,63.54,428.23,0,0,0,2018-11
islamabad,18.959999999999997,149.29,62.32666666666666,428.7833333333333,0,0,0,2018-12
islamabad,19.213333333333335,281.65999999999997,58.076666666666675,444.46000000000004,0,0,0,2019-02
islamabad,26.305,227.16,58.8,435.085,0,0,0,2019-03
islamabad,30.275,226.24,57.45,430.05,0,0,0,2019-04
islamabad,29.41,236.76999999999998,57.44,427.55,0,0,0,2019-05
islamabad,37.61,191.89,66.235,430.515,0,0,0,2019-07
islamabad,27.35,63.14,58.32,436.21,0,0,0,2019-08
islamabad,24.945,78.63,54.83,432.09000000000003,0,0,0,2019-09
islamabad,21.255,165.1,58.9725,442.565,0,0,0,2019-10
islamabad,19.345,124.53999999999999,64.705,436.37,0,0,0,2019-11
islamabad,20.22,107.41,57.46,434.735,0,0,0,2019-12
islamabad,18.78,189.58,57.10999999999999,435.75333333333333,0,0,0,2020-01
islamabad,22.740000000000002,150.48,55.675,434.055,0,0,0,2020-02
islamabad,32.555,246.86,63.37,440.0,0,0,0,2020-04
islamabad,29.3,82.85,58.63,438.52,0,0,0,2020-05
islamabad,32.125,231.27999999999997,64.935,441.40999999999997,0,0,0,2020-06
islamabad,30.55,95.77,59.04,424.8,0,0,0,2020-07
islamabad,27.84,71.11,52.89,442.11,0,0,0,2020-08
islamabad,24.44666666666667,159.49,56.82333333333333,440.07666666666665,0,0,0,2020-09
islamabad,15.53,49.79,58.19,443.28,0,0,0,2020-11
islamabad,19.433333333333334,239.06,62.75,438.58,0,0,0,2021-01
islamabad,20.0325,340.46000000000004,58.205,433.745,0,0,0,2021-02
islamabad,23.884999999999998,194.88,63.375,431.43,0,0,0,2021-03
islamabad,30.26,97.6,56.06,444.18,0,0,0,2021-04
islamabad,31.78,538.36,60.303999999999995,430.142,0,0,0,2021-05
islamabad,32.2825,532.6800000000001,63.2675,438.455,1,0,0,2021-06
islamabad,30.455,265.99,57.57,447.03999999999996,0,0,0,2021-07
islamabad,30.04,319.25,60.582499999999996,442.6325,0,0,0,2021-08
islamabad,30.65,88.03,58.02,446.92,0,0,0,2021-09
islamabad,26.32,68.72,66.25,453.04,0,0,0,2021-10
islamabad,19.419999999999998,113.87,54.17666666666667,437.34666666666664,0,0,0,2021-11
islamabad,18.76,25.97,60.31,459.4,0,0,0,2021-12
islamabad,13.61,61.75,63.15,455.37,0,0,0,2022-01
islamabad,17.903333333333332,278.11,60.52,430.85999999999996,0,0,0,2022-02
islamabad,22.490000000000002,191.29,54.635,453.095,0,0,0,2022-03
islamabad,34.335,272.99,62.754999999999995,437.445,0,0,0,2022-05
islamabad,32.185,232.92000000000002,61.44500000000001,453.87,0,0,0,2022-06
islamabad,31.02333333333333,309.81,60.63999999999999,448.8,0,0,0,2022-07
islamabad,20.16,82.44,56.445,429.815,0,0,0,2022-10
islamabad,20.063333333333333,168.79,50.583333333333336,439.84999999999997,0,0,1,2022-12
islamabad,22.345,168.95,60.57,446.31,0,0,0,2023-02
islamabad,26.14,117.03,61.48,456.11,0,0,0,2023-03
islamabad,31.54,136.04,67.35,447.95,0,0,0,2023-04
islamabad,31.115000000000002,263.74,59.455,461.33500000000004,1,0,0,2023-06
islamabad,32.64,62.01,65.01,435.39,0,0,0,2023-07
islamabad,27.95,157.15,52.94333333333333,443.67,0,0,0,2023-09
islamabad,18.549999999999997,168.66,60.45666666666667,438.52,0,0,0,2023-12
islamabad,21.43,76.53,43.34,437.82,0,0,0,2024-01
islamabad,18.59,79.65,59.8,431.8,0,0,0,2024-02
islamabad,25.11,94.0,58.17,452.54,0,0,0,2024-03
islamabad,28.043333333333333,393.03,57.75,448.97,0,0,0,2024-04
islamabad,30.905,216.2,56.94,444.64,0,0,0,2024-06
islamabad,35.32,202.1,57.82,446.91999999999996,0,0,0,2024-07
islamabad,30.0,62.11,63.34,448.48,0,0,0,2024-08
islamabad,24.37,55.91,61.61,458.71,0,0,0,2024-09
islamabad,22.356666666666666,127.01,60.76333333333333,447.1766666666667,0,0,0,2024-10
islamabad,23.200000000000003,159.69,51.515,442.08,0,0,0,2024-11
islamabad,21.685,286.75,57.415000000000006,432.495,1,0,0,2024-12
islamabad,20.448571428571427,760.66,59.978571428571435,449.1742857142857,0,0,0,2025-02
islamabad,28.209999999999997,320.53,58.98,459.60999999999996,0,0,0,2025-03
islamabad,31.906,634.28,57.565999999999995,447.08600000000007,0,0,0,2025-05
islamabad,37.695,224.9,60.22,445.635,0,0,0,2025-06
islamabad,33.0075,387.12,57.47,449.82,0,0,0,2025-07
islamabad,26.995,99.5,64.27,446.585,0,0,0,2025-09
islamabad,24.2875,113.92999999999999,59.9225,448.7,0,0,0,2025-10
karachi,23.513333333333332,53.83,69.30666666666667,440.89000000000004,0,0,0,2015-11
karachi,24.36,97.6,69.535,433.68,0,0,0,2015-12
karachi,23.03,27.35,65.98,439.15,0,0,0,2016-01
karachi,29.706666666666667,131.95999999999998,73.53666666666668,437.81666666666666,0,0,0,2016-02
karachi,37.2,101.75,66.81,421.08000000000004,0,0,0,2016-04
karachi,33.69,68.86,80.17,442.87,0,0,0,2016-05
karachi,37.81,62.76,67.455,443.24,0,1,0,2016-06
karachi,35.105000000000004,97.24000000000001,69.46000000000001,432.485,0,0,0,2016-07
karachi,37.36,43.65,62.67,456.39,0,0,0,2016-08
karachi,33.995000000000005,45.1,71.805,438.29499999999996,0,0,0,2016-09
karachi,27.46,32.14,70.35,438.65999999999997,0,0,0,2016-10
karachi,28.01,45.59,67.19,435.41,0,0,0,2016-11
karachi,23.4075,83.7,66.77250000000001,441.065,0,0,0,2016-12
karachi,29.384999999999998,79.61,72.63499999999999,442.31,0,0,0,2017-01
karachi,23.743333333333336,112.56,72.46333333333332,439.84666666666664,0,0,0,2017-02
karachi,32.87,72.13,67.945,449.80499999999995,0,1,0,2017-04
karachi,36.3,97.82,71.995,427.395,0,0,0,2017-05
karachi,37.748000000000005,194.02,69.79400000000001,439.33599999999996,0,1,0,2017-06
karachi,38.8025,108.55,71.5875,437.14250000000004,0,1,0,2017-07
karachi,33.985,68.88,71.87,440.545,0,1,0,2017-08
karachi,24.883333333333336,81.47,71.93333333333334,439.95666666666665,0,0,0,2017-10
karachi,24.265,56.89,68.12,429.2,0,0,0,2017-11
karachi,23.22,0.0,67.26,432.8,0,0,0,2017-12
karachi,25.93,42.63,73.77,445.01,0,0,0,2018-01
karachi,26.69,97.32,67.74000000000001,430.395,0,0,0,2018-02
karachi,32.913333333333334,82.91999999999999,70.89999999999999,452.03666666666663,0,1,0,2018-04
karachi,35.97666666666667,266.51,65.67,450.09999999999997,0,0,0,2018-05
karachi,36.95666666666667,124.12,70.58333333333333,444.3333333333333,0,1,0,2018-06
karachi,36.84,0.0,73.16,458.05,0,1,0,2018-07
karachi,31.16,53.120000000000005,70.565,446.01,0,1,0,2018-08
karachi,30.83,32.97,66.44500000000001,446.72,1,0,0,2018-09
karachi,25.71666666666667,120.05,67.04333333333334,434.3333333333333,0,0,0,2018-10
karachi,27.356666666666666,64.03,74.31333333333333,445.28666666666663,0,1,0,2018-11
karachi,25.5,20.98,68.3,450.75,0,0,0,2018-12
karachi,23.53,29.37,63.39,448.6,0,0,0,2019-01
karachi,25.93,86.37,70.25,447.435,0,0,0,2019-02
karachi,32.475,141.05,69.0675,436.8875,0,1,0,2019-03
karachi,35.932,327.84000000000003,64.78200000000001,437.09,0,0,1,2019-04
karachi,36.87,179.17000000000002,71.94333333333333,438.19,0,0,0,2019-05
karachi,37.6125,177.53,67.0,449.3075,0,0,0,2019-06
karachi,33.67,29.08,70.12,460.46,0,1,0,2019-07
karachi,33.65,163.84,72.2475,452.265,0,1,0,2019-08
karachi,31.990000000000002,69.64,61.93,456.855,0,1,0,2019-09
karachi,25.959999999999997,65.27,72.47333333333334,445.7833333333333,0,0,0,2019-10
karachi,25.54,55.96,70.46,447.0,0,0,0,2019-11
karachi,31.56,3.41,75.61,461.13,0,1,0,2019-12
karachi,21.955,69.48,69.66499999999999,448.15999999999997,0,0,0,2020-01
karachi,26.21,29.41,70.87,445.45,0,0,0,2020-02
karachi,32.39333333333333,155.99,63.123333333333335,433.10999999999996,0,1,0,2020-03
karachi,33.72,101.05,69.28,441.79499999999996,0,0,0,2020-04
karachi,38.53,43.19,80.31,443.48,0,0,0,2020-05
karachi,43.84,3.98,63.24,459.73,0,1,1,2020-06
karachi,39.54,35.14,63.79,462.09,0,0,0,2020-07
karachi,31.337500000000002,145.72,71.73,443.4,0,0,0,2020-09
karachi,29.473333333333333,111.24000000000001,70.31666666666666,444.60999999999996,0,0,0,2020-10
karachi,25.77,0.0,73.69,460.98,0,0,0,2020-11
karachi,24.57,13.76,73.74,450.55,0,0,0,2020-12
karachi,22.295,122.14999999999999,72.70500000000001,435.33500000000004,0,0,0,2021-01
karachi,26.19,74.97,76.84,440.91,0,0,0,2021-02
karachi,30.2125,139.07,70.08,459.27,0,0,0,2021-03
karachi,35.64,58.230000000000004,66.535,442.805,0,1,0,2021-04
karachi,39.754999999999995,150.07999999999998,68.1,442.975,0,0,0,2021-05
karachi,37.07,91.92,73.23,456.78,0,0,0,2021-06
karachi,39.555,86.28,68.425,445.595,0,1,1,2021-07
karachi,35.36,12.77,69.77,449.0,0,1,0,2021-08
karachi,31.7,45.34,75.91,445.75,0,0,0,2021-09
karachi,28.095,135.85,70.7875,450.6625,1,0,0,2021-10
karachi,24.776666666666667,61.9,65.02333333333333,450.09999999999997,0,0,0,2021-11
karachi,27.35,32.65,79.31,447.87,0,0,0,2021-12
karachi,23.376666666666665,97.13,75.66333333333334,461.92333333333335,0,0,0,2022-01
karachi,28.8,123.47,66.76,465.195,0,0,0,2022-03
karachi,33.78,191.04000000000002,67.73333333333333,454.74,0,0,0,2022-04
karachi,36.24,56.57,61.22,445.68,0,0,0,2022-05
karachi,34.15,36.02,71.47,452.19,0,0,0,2022-06
karachi,37.09,54.42,56.89,440.15,0,0,0,2022-07
karachi,31.2575,185.79,66.93,465.02,1,1,0,2022-09
karachi,22.630000000000003,21.72,71.12,451.095,0,0,0,2022-10
karachi,22.695,12.95,71.58,458.29999999999995,0,0,0,2022-11
karachi,22.57,19.84,79.4,443.24,0,0,0,2022-12
karachi,24.689999999999998,67.03,65.025,437.83500000000004,0,0,0,2023-02
karachi,29.153333333333336,178.32,67.67,441.51666666666665,0,0,0,2023-03
karachi,31.74,51.41,71.33,436.35,0,0,0,2023-04
karachi,37.13333333333333,185.64999999999998,72.24666666666667,459.45,0,0,0,2023-05
karachi,37.333333333333336,130.45999999999998,71.37666666666667,451.31333333333333,0,1,0,2023-07
karachi,32.735,78.74000000000001,67.18,452.91999999999996,0,0,0,2023-08
karachi,29.643333333333334,95.8,66.89666666666666,449.5,0,0,0,2023-09
karachi,32.56,38.52,72.87,463.66,0,0,0,2023-10
karachi,25.67,32.28,69.8,451.79,0,0,0,2023-11
karachi,22.73,44.05,70.875,452.515,0,0,0,2023-12
karachi,19.69,67.94,75.94,447.04,0,0,0,2024-01
karachi,28.22,39.16,65.48,451.81,0,0,0,2024-02
karachi,31.73,41.64,78.82,445.64,0,0,0,2024-03
karachi,32.32,80.22,72.005,454.08500000000004,0,0,0,2024-04
karachi,38.945,140.62,70.97,472.38,0,0,0,2024-05
karachi,40.1,56.72,76.48,447.39,0,0,0,2024-06
karachi,36.86,12.31,75.35,455.62,0,1,0,2024-07
karachi,33.87,49.3,71.15,472.44,0,0,0,2024-08
karachi,27.375,26.73,72.28999999999999,468.78999999999996,0,0,0,2024-09
karachi,29.73,23.22,63.455,457.97,0,0,0,2024-10
karachi,23.50333333333333,75.7,66.7,468.78999999999996,0,0,0,2024-11
karachi,22.2,24.74,62.89,456.66,0,0,0,2025-01
karachi,30.369999999999997,96.34,70.965,458.28999999999996,0,0,0,2025-03
karachi,38.285,148.27,74.57,458.98,0,0,0,2025-06
karachi,42.61,36.5,61.82,431.54,0,0,1,2025-07
karachi,32.629999999999995,146.81,66.62,462.64,0,0,0,2025-08
karachi,32.22,31.0,76.06,451.82,0,0,0,2025-09
kashmir,12.25,200.51,60.21,385.53,1,0,0,2015-11
kashmir,11.313333333333333,416.42999999999995,65.74666666666667,378.1966666666667,0,0,0,2015-12
kashmir,9.56,127.22,62.87,391.54,0,0,0,2016-01
